filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,-0.854520728254004,0.143039807579368,7.13286016999784,-35.6609203577846,1
5,-2.0576238068305,-0.0676060182374752,11.9369246006135,-12.1595481332611,1
7,-5.70254602976131,-1.07517512740375,11.9648787036921,28.0779914989921,1
9,-10.7620756361676,-2.54244913479845,12.9537084912107,38.8425600712792,1
11,-15.2950839345835,-3.97925926570529,13.2607848235723,54.2779959415416,1
13,-19.0751202369127,-5.23433936807784,21.178740784931,60.9318536810135,1
15,-22.1695394522238,-6.28775294654503,28.8791582571464,69.3895877856394,1
17,-24.7130557362826,-7.16686323696963,31.0776195224845,74.2602730280745,1
19,-26.835250965857,-7.90481326567055,31.5284647503568,79.159998373507,1
