filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,0.288928961533371,0.151070136035765,8.75717830557517,6.02213436028346,1
5,-6.8778111830878,-0.779485545425113,17.9151135795578,51.7422136351545,1
7,-14.5168932839141,-2.40245195213181,18.5510624680909,93.8782336701641,1
9,-20.2900263162014,-4.0954161654467,19.8334766209787,123.595465885317,1
11,-24.6185043829726,-5.59755861110235,20.9214631059635,145.322867807261,1
13,-27.9659707214935,-6.85979599428411,27.3759285955671,161.573087713525,1
15,-30.6299371545372,-7.90101352575777,31.8570741555988,173.375971815311,1
17,-32.8039971250929,-8.76159821060715,32.0244769374096,183.184865977509,1
19,-34.6165827108277,-9.48298119505582,30.5327244468568,191.039074893677,1
