name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,3,37.295,36.354,-2.52313,0.988,0.987,-0.10121,51.378,49.582,-3.49566
Case_1-01,gauss,multilevel_tresholding,0.7,3,37.295,34.571,-7.30393,0.988,0.986,-0.20243,51.378,53.528,4.18467
Case_1-01,gauss,multilevel_tresholding,1.1,3,37.295,34.321,-7.97426,0.988,0.985,-0.30364,51.378,53.551,4.22944
Case_1-01,gauss,multilevel_tresholding,1.4,3,37.295,34.244,-8.18072,0.988,0.985,-0.30364,51.378,53.499,4.12823
Case_1-01,gauss,multilevel_tresholding,1.7,3,37.295,34.218,-8.25044,0.988,0.985,-0.30364,51.378,53.579,4.28393
Case_1-01,gauss,multilevel_tresholding,2,3,37.295,34.19,-8.32551,0.988,0.985,-0.30364,51.378,53.562,4.25085
Case_1-01,gauss,multilevel_tresholding,2.3,3,37.295,34.169,-8.38182,0.988,0.985,-0.30364,51.378,53.575,4.27615
Case_1-01,gauss,multilevel_tresholding,2.6,3,37.295,34.17,-8.37914,0.988,0.985,-0.30364,51.378,53.568,4.26252
Case_1-01,gauss,multilevel_tresholding,2.9,3,37.295,34.155,-8.41936,0.988,0.985,-0.30364,51.378,53.58,4.28588
Case_1-02,gauss,multilevel_tresholding,0.4,3,37.441,36.56,-2.35304,0.988,0.987,-0.10121,54.693,54.916,0.40773
Case_1-02,gauss,multilevel_tresholding,0.7,3,37.441,35.232,-5.89995,0.988,0.987,-0.10121,54.693,54.576,-0.21392
Case_1-02,gauss,multilevel_tresholding,1.1,3,37.441,35.026,-6.45015,0.988,0.987,-0.10121,54.693,54.825,0.24135
Case_1-02,gauss,multilevel_tresholding,1.4,3,37.441,35.019,-6.46884,0.988,0.987,-0.10121,54.693,54.986,0.53572
