sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,-5.40847021981799e-07,-6.87834542450789e-08,-1.23007162750614e-08,-7.53812248863942e-06,10
0.2,3,-4.90219494374216e-07,-5.79373795462173e-08,-9.42274270288674e-09,-7.53812248863942e-06,10
0.3,3,0.000142060577011521,4.51336092627325e-05,-0.000606812449474669,-0.00216524062586747,10
0.4,3,0.543861930540397,0.300363248849489,-1.46873832404025,-18.0533294826528,10
0.5,3,1.5109001831045,0.843216380149647,-0.727280666238497,-37.8220702227088,10
0.6,3,2.18123975551643,1.20054791565404,1.10333184746325,-54.2903799246465,10
0.7,3,2.58865639293052,1.40556490225482,1.73864564970533,-54.0515095896228,10
0.8,3,2.80020091042497,1.50809375010081,1.69350540258045,-48.2008866389658,10
0.9,3,2.97253738016602,1.59699271375643,1.23310988623567,-43.6395068521397,10
1.1,3,3.10041464002449,1.65526151748467,0.435835619707549,-37.3569440252057,10
1.2,3,3.13730293951104,1.67161535454686,-0.169348324556598,-36.3703524466205,10
1.3,3,3.16111479261962,1.68261256060551,-0.427063326836392,-35.5745750173372,10
1.4,3,3.19530584185143,1.70177448548181,-0.458347469607889,-35.3896773075806,10
1.5,3,3.20832560446632,1.70735279508796,-0.636334932463795,-34.6792679234608,10
1.6,3,3.22354293160318,1.71347769618884,-0.69546003058605,-34.1203526924176,10
1.7,3,3.23596743273082,1.71939769338086,-0.755948391697708,-34.3648996073418,10
1.8,3,3.24118867219576,1.72152932148165,-0.834173447745685,-33.9871110074509,10
1.9,3,3.24798374414117,1.72452237736034,-0.925951702080895,-33.694900276012,10
1,3,3.04713944916752,1.63116495282227,0.846924708555496,-39.8421178132909,10
2.1,3,3.25760346638281,1.7286525869392,-1.25424587823388,-33.9007680977531,10
2.2,3,3.26403052499086,1.73135436698746,-1.34563862243658,-33.7855753655578,10
2.3,3,3.2655720477885,1.73193083429237,-1.37317280039719,-33.6173874184043,10
2.4,3,3.27011270483121,1.73379109176365,-1.3716473900621,-33.7348530622074,10
2.5,3,3.27119503987158,1.73420271649392,-1.39118613614095,-33.5924961603225,10
2.6,3,3.27469101931216,1.73572140737489,-1.49152137478581,-33.3779221523695,10
2.7,3,3.2753898013602,1.73597205066192,-1.50884285879167,-33.2900980740926,10
2.8,3,3.27917941821917,1.73768914673446,-1.52663443747675,-33.337566889588,10
2.9,3,3.28108119953187,1.73840512650979,-1.53749304867971,-33.2641862831378,10
2,3,3.25457457915112,1.7274098611013,-1.19152569591595,-34.1138768698963,10
3.1,3,3.28304236004171,1.73923090665098,-1.55766709155967,-33.1604977503492,10
3.2,3,3.28337661784626,1.73933582616447,-1.56783650840753,-33.0887868544321,10
3.3,3,3.28513984961534,1.74007041025039,-1.58500307324452,-33.0819146201393,10
3.4,3,3.28638982323558,1.74052582840675,-1.60091501195517,-33.0700959643417,10
3.5,3,3.28655055863085,1.74056826717378,-1.60297375626585,-33.027660337863,10
3.6,3,3.28736031380687,1.74090540488511,-1.61699248101583,-32.9942354457514,10
3.7,3,3.28861712227138,1.74177360402547,-1.66658431351051,-32.9098838232971,10
3.8,3,3.28912324061825,1.7419535244387,-1.67639166264973,-32.8790088038331,10
3.9,3,3.28933544228241,1.74203698821489,-1.67773883293979,-32.8598541065103,10
3,3,3.28180183977196,1.73868483072104,-1.54915918869487,-33.1822761367758,10
4.1,3,3.29088075915461,1.74271662524132,-1.71524729071378,-32.7968913902518,10
4.2,3,3.29128186227593,1.74286802883194,-1.71936204595663,-32.8040048985878,10
4.3,3,3.29163242698446,1.74300809081406,-1.7262889452088,-32.7630879721302,10
4.4,3,3.29168127148965,1.74302079387837,-1.72764301274512,-32.7603982191591,10
4.5,3,3.2922032776473,1.74322297687625,-1.74172921563843,-32.731802108889,10
4.6,3,3.29267603162283,1.74340472959615,-1.76358022793731,-32.7294013300348,10
4.7,3,3.29299645838866,1.74353629510745,-1.77178891947647,-32.6942384452205,10
4.8,3,3.29341089909004,1.74369737172586,-1.78484238893876,-32.6683712717661,10
4.9,3,3.29362775263178,1.74377287356641,-1.79234239949394,-32.6386821052252,10
4,3,3.2898504326417,1.74224750733534,-1.6825268637607,-32.8363015086723,10
5.1,3,3.29408966942094,1.74393636873352,-1.80056916865039,-32.5537309499413,10
5.2,3,3.29424908071757,1.74399099649928,-1.80458378665004,-32.5262971246035,10
5.3,3,3.29445330170327,1.74406899553447,-1.81208266290273,-32.5082623295101,10
5.4,3,3.29465109021439,1.74413669841185,-1.81895677779517,-32.4793222418417,10
5.5,3,3.29475091517753,1.74416846596918,-1.82061382076148,-32.4528937121243,10
5.6,3,3.29486380770167,1.74420681429798,-1.82237620337187,-32.4362705110697,10
5.7,3,3.29500401215687,1.74424939171174,-1.82776410519082,-32.4008033459266,10
5.8,3,3.29508622083164,1.74427578251273,-1.83240615656134,-32.3765332564602,10
5.9,3,3.29514670493504,1.74429322092909,-1.83537881956759,-32.3563210292028,10
5,3,3.29385265761249,1.74385679212509,-1.79527071380681,-32.5835717546071,10
6,3,3.29519341324925,1.74430638978021,-1.83637295779377,-32.3427729328533,10
