name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,13,33.476,26.143,-21.90525,0.972,0.937,-3.60082,52.435,51.17,-2.41251
Case_1-02,avg,otsu,13,33.482,25.685,-23.28714,0.972,0.936,-3.7037,52.75,52.24,-0.96682
Case_1-03,avg,otsu,13,33.98,27.881,-17.94879,0.977,0.958,-1.94473,49.548,58.336,17.73634
Case_1-04,avg,otsu,13,33.947,27.718,-18.34919,0.979,0.961,-1.83861,52.916,57.64,8.92736
Case_1-05,avg,otsu,13,33.969,27.672,-18.53749,0.978,0.956,-2.24949,49.426,58.787,18.93942
Case_1-06,avg,otsu,13,33.434,25.946,-22.39636,0.977,0.943,-3.48004,53.791,50.366,-6.36724
Case_1-07,avg,otsu,13,33.741,26.834,-20.47064,0.981,0.952,-2.95617,52.955,54.566,3.04221
Case_1-08,avg,otsu,13,34.152,27.958,-18.13657,0.975,0.955,-2.05128,49.907,56.287,12.78378
Case_10-01,avg,otsu,13,32.913,23.842,-27.56054,0.964,0.832,-13.69295,41.999,55.123,31.24836
Case_10-02,avg,otsu,13,33.662,23.961,-28.81885,0.969,0.844,-12.8999,44.972,52.338,16.37908
Case_10-03,avg,otsu,13,32.564,23.648,-27.37993,0.961,0.823,-14.36004,41.347,56.214,35.95666
Case_10-04,avg,otsu,13,32.984,23.322,-29.29299,0.967,0.832,-13.9607,42.219,53.64,27.0518
Case_10-05,avg,otsu,13,34.767,26.827,-22.83775,0.972,0.907,-6.68724,50.273,59.757,18.865
Case_10-06,avg,otsu,13,33.637,24.113,-28.31406,0.97,0.855,-11.85567,45.244,50.95,12.61162
Case_10-07,avg,otsu,13,33.555,23.987,-28.51438,0.971,0.855,-11.94645,43.705,54.918,25.6561
Case_10-08,avg,otsu,13,33.535,24.064,-28.24214,0.971,0.856,-11.84346,43.72,54.841,25.43687
Case_10-09,avg,otsu,13,33.125,24.204,-26.93132,0.969,0.855,-11.76471,44.105,56.186,27.39145
Case_10-10,avg,otsu,13,33.951,25.599,-24.60016,0.965,0.858,-11.08808,42.055,59.741,42.05445
Case_11-07,avg,otsu,13,34.089,25.339,-25.6681,0.963,0.854,-11.3188,54.242,59.013,8.79577
Case_11-09,avg,otsu,13,38.547,31.754,-17.62264,0.965,0.942,-2.38342,48.089,50.702,5.43368
Case_11-10,avg,otsu,13,36.241,28.734,-20.71411,0.964,0.91,-5.60166,39.272,56.718,44.42351
Case_11-11,avg,otsu,13,36.246,28.569,-21.18027,0.965,0.909,-5.80311,39.729,56.06,41.10599
Case_11-12,avg,otsu,13,35.801,28.186,-21.27036,0.962,0.901,-6.34096,45.986,55.21,20.05828
Case_11-13,avg,otsu,13,37.679,30.19,-19.87579,0.966,0.925,-4.24431,45.616,54.697,19.90749
Case_11-15,avg,otsu,13,34.824,27.304,-21.5943,0.971,0.911,-6.1792,54.989,56.442,2.64235
Case_12-01,avg,otsu,13,34.878,29.161,-16.39142,0.98,0.958,-2.2449,51.159,61.957,21.10675
Case_12-02,avg,otsu,13,34.763,29.068,-16.38236,0.981,0.959,-2.24261,53.067,63.874,20.36482
Case_12-03,avg,otsu,13,34.647,28.908,-16.5642,0.98,0.957,-2.34694,52.704,60.035,13.90976
Case_12-04,avg,otsu,13,34.72,27.51,-20.76613,0.98,0.937,-4.38776,52.736,57.488,9.01092
Case_12-05,avg,otsu,13,34.393,27.012,-21.46076,0.977,0.924,-5.42477,50.315,57.017,13.32008
Case_12-06,avg,otsu,13,34.131,27.258,-20.13712,0.977,0.933,-4.50358,49.589,59.318,19.61927
Case_12-07,avg,otsu,13,34.275,27.169,-20.73231,0.976,0.923,-5.43033,49.935,59.118,18.38991
Case_12-08,avg,otsu,13,34.359,27.525,-19.88999,0.979,0.937,-4.29009,51.181,59.276,15.81642
