name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,9,33.476,29.487,-11.916,0.972,0.961,-1.13169,52.435,49.334,-5.91399
Case_1-02,avg,otsu,9,33.482,29.483,-11.94373,0.972,0.963,-0.92593,52.75,48.081,-8.85118
Case_1-03,avg,otsu,9,33.98,30.942,-8.94055,0.977,0.972,-0.51177,49.548,53.596,8.16986
Case_1-04,avg,otsu,9,33.947,31.132,-8.29234,0.979,0.976,-0.30644,52.916,53.561,1.21891
Case_1-05,avg,otsu,9,33.969,30.745,-9.49101,0.978,0.971,-0.71575,49.426,53.98,9.21377
Case_1-06,avg,otsu,9,33.434,29.621,-11.40456,0.977,0.966,-1.1259,53.791,48.834,-9.2153
Case_1-07,avg,otsu,9,33.741,30.175,-10.56874,0.981,0.97,-1.1213,52.955,52.573,-0.72137
Case_1-08,avg,otsu,9,34.152,31.114,-8.89553,0.975,0.97,-0.51282,49.907,52.899,5.99515
Case_10-01,avg,otsu,9,32.913,26.463,-19.59712,0.964,0.885,-8.19502,41.999,54.156,28.94593
Case_10-02,avg,otsu,9,33.662,27.038,-19.67798,0.969,0.901,-7.01754,44.972,51.882,15.36512
Case_10-03,avg,otsu,9,32.564,26.18,-19.60447,0.961,0.877,-8.74089,41.347,54.319,31.3735
Case_10-04,avg,otsu,9,32.984,26.125,-20.79493,0.967,0.888,-8.1696,42.219,52.892,25.28009
Case_10-05,avg,otsu,9,34.767,29.81,-14.25777,0.972,0.939,-3.39506,50.273,54.613,8.63286
Case_10-06,avg,otsu,9,33.637,27.249,-18.99099,0.97,0.909,-6.28866,45.244,51.204,13.17302
Case_10-07,avg,otsu,9,33.555,26.897,-19.84205,0.971,0.906,-6.69413,43.705,53.144,21.59707
Case_10-08,avg,otsu,9,33.535,27.001,-19.48412,0.971,0.907,-6.59114,43.72,53.186,21.65142
Case_10-09,avg,otsu,9,33.125,26.93,-18.70189,0.969,0.903,-6.81115,44.105,54.05,22.54846
Case_10-10,avg,otsu,9,33.951,28.078,-17.29846,0.965,0.9,-6.73575,42.055,57.131,35.84829
Case_11-07,avg,otsu,9,34.089,28.126,-17.49245,0.963,0.904,-6.12669,54.242,57.354,5.73725
Case_11-09,avg,otsu,9,38.547,34.498,-10.50406,0.965,0.956,-0.93264,48.089,49.506,2.94662
