sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-4.92549011141257,-0.406545416382553,-3.66756192782307,-3.84479708408166
0.7,3,-3.91379981271138,-0.204294981085123,3.43060473265166,-14.9753237231086
1.1,3,-4.07996452643255,-0.219157365151918,5.44772480047205,-6.98389586064091
1.4,3,-4.1681742613033,-0.230421387936987,6.14083867067176,-4.9192031331649
1.7,3,-4.2290702853229,-0.238656777622011,6.4298400669757,-3.89661457848962
2,3,-4.26072126884923,-0.242935425998908,6.5303884806093,-3.40840142218722
2.3,3,-4.28262494082835,-0.245958414818048,6.69271346940296,-2.96974682455408
2.6,3,-4.30128611196747,-0.24860338139612,6.79943187896455,-2.59229396469615
2.9,3,-4.31560546705347,-0.250759220701812,6.80423873617726,-2.25470852116187
0.4,5,-6.63853684682257,-0.53152463073168,-4.00880658256051,-1.77265096480583
0.7,5,-4.60312313777152,-0.202322735486953,2.43708048139114,-13.8915541943473
1.1,5,-4.3970072366469,-0.204332335385015,6.87103745499667,14.6859585409254
1.4,5,-5.18293696471462,-0.335200349471354,10.1339379154557,24.2211037678393
1.7,5,-5.84299703645026,-0.449217585800204,12.1948597593722,29.7959622979598
2,5,-6.30969658876423,-0.533255059856173,13.2145733851065,33.2443768523666
2.3,5,-6.63411626284598,-0.593470130653235,13.7469123843433,35.4870954603971
2.6,5,-6.86460107693095,-0.637116984472769,14.0281965303339,36.9876649210916
2.9,5,-7.03250716265217,-0.669428766501539,14.1735855046987,37.9618182300851
0.4,7,-6.65799354747693,-0.532331306569513,-4.02591880760294,-1.93372648832977
0.7,7,-4.50271881075409,-0.195181901406011,2.28471778013362,-13.4787239268798
1.1,7,-3.83482886976794,-0.171796991041437,6.2936190194798,25.2897708347323
1.4,7,-5.26304858567469,-0.404511518150044,10.8722649988701,41.1201258810356
1.7,7,-7.02176208442606,-0.702852864537631,14.6790747625044,53.4760198061489
2,7,-8.45294563584139,-0.972797550653375,16.6319680491288,65.2605212514255
2.3,7,-9.50347763001525,-1.18950282989069,17.139004579349,75.0178063307877
2.6,7,-10.2643383889647,-1.35717574370916,16.9356300547178,81.5073786997384
2.9,7,-10.8225382155464,-1.4862369918515,16.5150940497677,86.4421003921843
0.4,9,-6.65799060090668,-0.532331174887477,-4.02591940378059,-1.93394978202665
0.7,9,-4.50247820553763,-0.195168428035265,2.28497568471743,-13.4780790459833
1.1,9,-3.79040858504484,-0.16925687557325,6.25746361834449,25.7533857669359
1.4,9,-5.38313577836291,-0.426293089916788,10.8768097612833,43.4082709628625
