name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_12-07,avg,fixed_multilevel_tresholding,17,29.274,25.076,-14.34037,0.934,0.898,-3.85439,49.713,69.216,39.23119
Case_12-08,avg,fixed_multilevel_tresholding,17,29.306,25.335,-13.55013,0.941,0.913,-2.97556,49.925,69.157,38.52178
Case_12-09,avg,fixed_multilevel_tresholding,17,29.417,25.33,-13.89333,0.947,0.919,-2.95671,50.363,69.059,37.12249
Case_12-10,avg,fixed_multilevel_tresholding,17,29.454,25.879,-12.13757,0.948,0.936,-1.26582,48.496,68.888,42.04883
Case_12-11,avg,fixed_multilevel_tresholding,17,29.266,24.706,-15.58122,0.946,0.914,-3.38266,49.17,67.299,36.87004
Case_12-12,avg,fixed_multilevel_tresholding,17,29.517,25.55,-13.43971,0.937,0.913,-2.56137,52.013,68.836,32.34384
Case_13-01,avg,fixed_multilevel_tresholding,17,28.726,23.612,-17.80269,0.908,0.824,-9.2511,52.872,67.228,27.15237
Case_13-02,avg,fixed_multilevel_tresholding,17,28.691,23.209,-19.10704,0.902,0.792,-12.19512,52.279,66.364,26.94198
Case_13-03,avg,fixed_multilevel_tresholding,17,28.794,23.102,-19.76801,0.909,0.807,-11.22112,53.546,67.106,25.32402
Case_13-04,avg,fixed_multilevel_tresholding,17,29.457,25.354,-13.92878,0.904,0.853,-5.64159,52.394,64.295,22.71443
Case_13-05,avg,fixed_multilevel_tresholding,17,29.365,25.206,-14.16312,0.914,0.869,-4.92341,54.25,64.096,18.14931
Case_13-06,avg,fixed_multilevel_tresholding,17,28.797,23.424,-18.65819,0.914,0.825,-9.73742,52.829,67.08,26.97571
Case_13-07,avg,fixed_multilevel_tresholding,17,28.785,24.319,-15.51503,0.909,0.847,-6.82068,51.808,66.579,28.51104
Case_13-10,avg,fixed_multilevel_tresholding,17,28.906,23.924,-17.23518,0.898,0.819,-8.79733,52.083,67.82,30.21523
Case_13-11,avg,fixed_multilevel_tresholding,17,28.661,22.864,-20.22609,0.897,0.792,-11.70569,53.121,66.724,25.60758
Case_13-12,avg,fixed_multilevel_tresholding,17,29.065,22.956,-21.01841,0.905,0.794,-12.26519,51.186,60.462,18.12214
Case_14-01,avg,fixed_multilevel_tresholding,17,29.383,24.921,-15.18565,0.864,0.787,-8.91204,49.834,67.579,35.60822
Case_14-02,avg,fixed_multilevel_tresholding,17,29.007,24.432,-15.77206,0.844,0.745,-11.72986,50.732,67.356,32.76827
Case_14-03,avg,fixed_multilevel_tresholding,17,29.364,24.361,-17.03787,0.877,0.79,-9.92018,48.867,68.742,40.67162
Case_14-04,avg,fixed_multilevel_tresholding,17,29.512,24.41,-17.28788,0.926,0.87,-6.04752,49.07,68.168,38.91991
Case_14-05,avg,fixed_multilevel_tresholding,17,29.249,23.945,-18.13395,0.881,0.793,-9.98865,48.184,68.355,41.86244
Case_14-06,avg,fixed_multilevel_tresholding,17,29.267,24.304,-16.95767,0.906,0.837,-7.61589,48.649,68.61,41.03065
Case_14-07,avg,fixed_multilevel_tresholding,17,29.392,24.296,-17.33805,0.89,0.794,-10.78652,49.401,67.659,36.95877
Case_14-08,avg,fixed_multilevel_tresholding,17,29.538,24.571,-16.81563,0.903,0.831,-7.97342,49.287,68.377,38.73232
Case_14-09,avg,fixed_multilevel_tresholding,17,29.314,24.51,-16.38807,0.881,0.793,-9.98865,48.843,68.017,39.25639
Case_14-11,avg,fixed_multilevel_tresholding,17,29.225,24.315,-16.80068,0.862,0.758,-12.06497,50.943,67.345,32.19677
Case_14-12,avg,fixed_multilevel_tresholding,17,29.202,24.581,-15.82426,0.849,0.754,-11.18963,49.63,67.699,36.40741
Case_15-02,avg,fixed_multilevel_tresholding,17,30.401,26.266,-13.60153,0.905,0.876,-3.20442,53.742,68.468,27.40129
Case_15-03,avg,fixed_multilevel_tresholding,17,29.559,24.529,-17.01681,0.89,0.833,-6.40449,49.612,68.739,38.55317
Case_15-04,avg,fixed_multilevel_tresholding,17,30.192,27.126,-10.15501,0.904,0.887,-1.88053,57.317,65.612,14.47215
Case_15-05,avg,fixed_multilevel_tresholding,17,30.304,27.488,-9.2925,0.916,0.904,-1.31004,54.932,64.035,16.5714
Case_15-06,avg,fixed_multilevel_tresholding,17,30.312,27.666,-8.72922,0.92,0.908,-1.30435,52.247,63.389,21.32563
Case_15-07,avg,fixed_multilevel_tresholding,17,30.416,27.797,-8.6106,0.934,0.926,-0.85653,51.534,62.365,21.01719
Case_15-08,avg,fixed_multilevel_tresholding,17,30.289,27.371,-9.63386,0.926,0.912,-1.51188,56.897,62.502,9.85113
Case_15-09,avg,fixed_multilevel_tresholding,17,29.75,25.985,-12.65546,0.908,0.881,-2.97357,49.715,67.92,36.61873
Case_15-10,avg,fixed_multilevel_tresholding,17,29.498,25.787,-12.58051,0.924,0.896,-3.0303,52.859,66.579,25.95584
Case_15-11,avg,fixed_multilevel_tresholding,17,29.267,24.873,-15.0135,0.91,0.864,-5.05495,50.096,68.492,36.72149
Case_15-12,avg,fixed_multilevel_tresholding,17,30.009,26.747,-10.87007,0.919,0.907,-1.30577,50.459,66.674,32.135
Case_16-01,avg,fixed_multilevel_tresholding,17,30.588,26.766,-12.4951,0.897,0.872,-2.78707,56.431,59.206,4.91751
Case_16-02,avg,fixed_multilevel_tresholding,17,30.247,27.039,-10.60601,0.916,0.904,-1.31004,57.879,62.598,8.15322
Case_16-03,avg,fixed_multilevel_tresholding,17,30.266,26.436,-12.65446,0.9,0.868,-3.55556,60.616,64.779,6.86782
Case_16-04,avg,fixed_multilevel_tresholding,17,30.716,27.185,-11.49564,0.9,0.883,-1.88889,56.772,61.157,7.72388
Case_16-05,avg,fixed_multilevel_tresholding,17,30.812,26.67,-13.44281,0.908,0.884,-2.64317,54.876,60.008,9.35199
Case_16-06,avg,fixed_multilevel_tresholding,17,29.297,25.406,-13.28122,0.923,0.893,-3.25027,49.74,68.171,37.05468
Case_16-07,avg,fixed_multilevel_tresholding,17,30.152,26.44,-12.31096,0.911,0.892,-2.08562,59.726,64.769,8.44356
Case_16-08,avg,fixed_multilevel_tresholding,17,29.537,25.876,-12.39462,0.93,0.9,-3.22581,51.232,66.431,29.667
Case_16-09,avg,fixed_multilevel_tresholding,17,30.129,26.336,-12.5892,0.923,0.897,-2.8169,52.895,65.295,23.44267
Case_16-10,avg,fixed_multilevel_tresholding,17,30.662,28.036,-8.56435,0.916,0.902,-1.52838,59.029,60.283,2.12438
Case_16-11,avg,fixed_multilevel_tresholding,17,29.693,26.703,-10.06971,0.935,0.919,-1.71123,55.307,63.291,14.43579
Case_16-12,avg,fixed_multilevel_tresholding,17,29.609,26.652,-9.98683,0.932,0.917,-1.60944,52.349,65.474,25.07211
Case_16-13,avg,fixed_multilevel_tresholding,17,29.505,25.857,-12.36401,0.924,0.898,-2.81385,50.358,66.911,32.87065
Case_17-01,avg,fixed_multilevel_tresholding,17,29.18,24.191,-17.09733,0.935,0.891,-4.70588,50.485,67.522,33.74666
Case_17-02,avg,fixed_multilevel_tresholding,17,29.1,24.241,-16.69759,0.936,0.896,-4.2735,50.523,67.652,33.90337
Case_17-03,avg,fixed_multilevel_tresholding,17,29.096,23.809,-18.17088,0.923,0.872,-5.52546,51.094,68.406,33.88265
Case_17-04,avg,fixed_multilevel_tresholding,17,28.886,23.751,-17.77678,0.935,0.888,-5.02674,50.688,67.945,34.04553
Case_17-05,avg,fixed_multilevel_tresholding,17,29.241,23.864,-18.38856,0.914,0.858,-6.12691,50.967,68.509,34.41835
Case_17-06,avg,fixed_multilevel_tresholding,17,28.632,23.206,-18.95082,0.929,0.869,-6.45856,52.38,67.676,29.20199
Case_17-07,avg,fixed_multilevel_tresholding,17,29.161,23.634,-18.9534,0.928,0.872,-6.03448,50.401,68.413,35.73739
Case_17-08,avg,fixed_multilevel_tresholding,17,29.359,24.2,-17.57212,0.94,0.901,-4.14894,49.934,67.887,35.95346
Case_17-09,avg,fixed_multilevel_tresholding,17,29.219,24.29,-16.86916,0.931,0.891,-4.29646,49.932,67.149,34.48089
Case_17-10,avg,fixed_multilevel_tresholding,17,29.317,24.341,-16.97309,0.921,0.878,-4.66884,48.595,68.426,40.80873
Case_17-11,avg,fixed_multilevel_tresholding,17,28.492,23.402,-17.86466,0.941,0.896,-4.78215,51.591,66.561,29.01669
Case_17-12,avg,fixed_multilevel_tresholding,17,28.952,23.802,-17.78806,0.926,0.877,-5.29158,50.375,67.641,34.27494
Case_2-01,avg,fixed_multilevel_tresholding,17,30.936,28.116,-9.11559,0.936,0.933,-0.32051,58.4,64.822,10.99658
Case_2-02,avg,fixed_multilevel_tresholding,17,31.507,28.94,-8.1474,0.94,0.946,0.6383,55.918,60.769,8.6752
Case_2-03,avg,fixed_multilevel_tresholding,17,30.484,27.581,-9.52303,0.942,0.942,0,56.534,67.406,19.23091
Case_2-04,avg,fixed_multilevel_tresholding,17,30.476,28.012,-8.08505,0.933,0.941,0.85745,54.051,65.139,20.51396
Case_2-05,avg,fixed_multilevel_tresholding,17,32.278,31.221,-3.27468,0.937,0.952,1.60085,54.931,56.418,2.70703
Case_2-06,avg,fixed_multilevel_tresholding,17,31.527,28.738,-8.84639,0.941,0.949,0.85016,56.055,61.915,10.45402
Case_2-07,avg,fixed_multilevel_tresholding,17,31.304,28.7,-8.31843,0.942,0.949,0.7431,56.59,61.471,8.6252
Case_2-08,avg,fixed_multilevel_tresholding,17,30.536,28.087,-8.02004,0.933,0.942,0.96463,54.574,65.189,19.45065
Case_3-01,avg,fixed_multilevel_tresholding,17,29.304,25.861,-11.74925,0.935,0.923,-1.28342,58.237,59.732,2.5671
Case_3-02,avg,fixed_multilevel_tresholding,17,28.477,24.436,-14.1904,0.935,0.909,-2.78075,48.764,65.469,34.25683
Case_3-03,avg,fixed_multilevel_tresholding,17,28.53,24.296,-14.84052,0.924,0.892,-3.4632,48.277,63.85,32.2576
Case_3-04,avg,fixed_multilevel_tresholding,17,28.688,25.03,-12.75098,0.936,0.916,-2.13675,47.75,67.618,41.60838
Case_3-05,avg,fixed_multilevel_tresholding,17,28.468,24.649,-13.41506,0.935,0.915,-2.13904,51.192,64.717,26.42014
Case_3-06,avg,fixed_multilevel_tresholding,17,28.677,24.74,-13.72877,0.927,0.898,-3.12837,49.182,68.527,39.3335
Case_3-07,avg,fixed_multilevel_tresholding,17,29.253,26.709,-8.69654,0.953,0.946,-0.73452,50.316,65.759,30.69203
Case_3-08,avg,fixed_multilevel_tresholding,17,28.945,24.405,-15.68492,0.93,0.898,-3.44086,48.78,67.928,39.25379
Case_3-09,avg,fixed_multilevel_tresholding,17,29.654,27.323,-7.86066,0.934,0.932,-0.21413,51.292,65.724,28.13694
Case_3-10,avg,fixed_multilevel_tresholding,17,29.209,26.076,-10.72615,0.945,0.933,-1.26984,50.638,66.523,31.36972
Case_4-01,avg,fixed_multilevel_tresholding,17,30.82,28.438,-7.72875,0.941,0.955,1.48778,50.182,60.414,20.38978
Case_4-02,avg,fixed_multilevel_tresholding,17,29.903,27.687,-7.41063,0.969,0.972,0.3096,54.512,67.482,23.79293
Case_4-03,avg,fixed_multilevel_tresholding,17,30.238,27.797,-8.07262,0.962,0.966,0.4158,54.727,63.365,15.7838
Case_4-04,avg,fixed_multilevel_tresholding,17,29.852,27.621,-7.47354,0.971,0.973,0.20597,53.385,67.231,25.93612
Case_4-05,avg,fixed_multilevel_tresholding,17,29.862,27.467,-8.02023,0.966,0.967,0.10352,50.217,69.195,37.79198
Case_4-06,avg,fixed_multilevel_tresholding,17,29.885,27.006,-9.6336,0.967,0.968,0.10341,52.979,69.692,31.54646
Case_4-07,avg,fixed_multilevel_tresholding,17,30.169,28.334,-6.0824,0.965,0.971,0.62176,57.885,67.893,17.28945
Case_4-08,avg,fixed_multilevel_tresholding,17,30.821,30.121,-2.27118,0.965,0.975,1.03627,54.082,64.25,18.80108
Case_4-09,avg,fixed_multilevel_tresholding,17,30.267,28.743,-5.03519,0.97,0.975,0.51546,54.688,65.996,20.6773
Case_4-10,avg,fixed_multilevel_tresholding,17,29.75,27.143,-8.76303,0.963,0.964,0.10384,54.452,66.126,21.43907
Case_5-01,avg,fixed_multilevel_tresholding,17,30.375,27.546,-9.31358,0.925,0.927,0.21622,51.158,68.69,34.2703
Case_5-02,avg,fixed_multilevel_tresholding,17,30.513,27.538,-9.74994,0.9,0.907,0.77778,56.432,69.285,22.77608
Case_5-04,avg,fixed_multilevel_tresholding,17,30.824,27.901,-9.48287,0.9,0.915,1.66667,57.4,70.254,22.39373
Case_5-05,avg,fixed_multilevel_tresholding,17,30.629,27.321,-10.80022,0.927,0.927,0,51.942,69.057,32.95021
Case_5-07,avg,fixed_multilevel_tresholding,17,30.833,27.906,-9.49308,0.905,0.917,1.32597,57.058,69.225,21.32392
Case_5-08,avg,fixed_multilevel_tresholding,17,30.476,27.231,-10.64772,0.913,0.915,0.21906,52.033,68.515,31.67605
Case_6-01,avg,fixed_multilevel_tresholding,17,28.951,24.571,-15.12901,0.929,0.91,-2.04521,47.875,65.629,37.08407
Case_6-02,avg,fixed_multilevel_tresholding,17,28.79,24.18,-16.0125,0.925,0.903,-2.37838,47.492,64.757,36.35349
Case_6-03,avg,fixed_multilevel_tresholding,17,28.857,24.595,-14.76938,0.933,0.914,-2.03644,47.87,65.855,37.5705
Case_6-04,avg,fixed_multilevel_tresholding,17,29.591,26.199,-11.46294,0.928,0.922,-0.64655,54.976,67.324,22.46071
Case_6-05,avg,fixed_multilevel_tresholding,17,28.681,24.374,-15.01691,0.935,0.919,-1.71123,46.298,65.019,40.43587
Case_6-06,avg,fixed_multilevel_tresholding,17,29.075,25.709,-11.57696,0.941,0.935,-0.63762,46.161,67.325,45.84823
Case_6-07,avg,fixed_multilevel_tresholding,17,29.692,26.618,-10.35296,0.932,0.928,-0.42918,52.893,68.324,29.17399
Case_6-08,avg,fixed_multilevel_tresholding,17,28.817,24.959,-13.38793,0.921,0.909,-1.30293,45.842,65.22,42.27128
Case_6-10,avg,fixed_multilevel_tresholding,17,29.354,25.135,-14.37283,0.929,0.918,-1.18407,50.749,64.993,28.06755
Case_7-01,avg,fixed_multilevel_tresholding,17,33.076,31.249,-5.52364,0.876,0.89,1.59817,55.293,51.374,-7.0877
Case_7-02,avg,fixed_multilevel_tresholding,17,32.912,31.37,-4.68522,0.88,0.894,1.59091,56.66,51.893,-8.41334
Case_7-03,avg,fixed_multilevel_tresholding,17,32.607,29.54,-9.40596,0.876,0.881,0.57078,53.227,53.052,-0.32878
Case_7-04,avg,fixed_multilevel_tresholding,17,32.263,30.529,-5.37458,0.847,0.858,1.2987,55.392,52.408,-5.38706
Case_7-05,avg,fixed_multilevel_tresholding,17,31.817,29.083,-8.59289,0.844,0.852,0.94787,53.421,52.581,-1.57242
Case_7-06,avg,fixed_multilevel_tresholding,17,31.825,29.186,-8.29222,0.853,0.857,0.46893,54.137,53.228,-1.67907
Case_7-07,avg,fixed_multilevel_tresholding,17,31.969,29.423,-7.96397,0.862,0.866,0.46404,52.948,48.475,-8.44791
Case_7-08,avg,fixed_multilevel_tresholding,17,31.797,29.372,-7.62651,0.851,0.859,0.94007,53.759,54.123,0.6771
Case_7-09,avg,fixed_multilevel_tresholding,17,31.45,29.114,-7.42766,0.872,0.882,1.14679,51.383,54.447,5.96306
Case_7-10,avg,fixed_multilevel_tresholding,17,32.033,30.573,-4.5578,0.794,0.808,1.76322,55.417,49.851,-10.04385
Case_7-12,avg,fixed_multilevel_tresholding,17,31.294,28.675,-8.36902,0.845,0.847,0.23669,54.042,50.697,-6.18963
Case_8-01,avg,fixed_multilevel_tresholding,17,30.468,25.79,-15.35381,0.865,0.818,-5.43353,58.992,63.853,8.2401
Case_8-02,avg,fixed_multilevel_tresholding,17,31.13,26.977,-13.34083,0.877,0.856,-2.39453,48.867,56.365,15.34369
Case_8-03,avg,fixed_multilevel_tresholding,17,31.107,27.372,-12.00694,0.865,0.861,-0.46243,55.881,59.521,6.51384
Case_8-04,avg,fixed_multilevel_tresholding,17,31.043,27.107,-12.67919,0.872,0.852,-2.29358,56.009,55.086,-1.64795
Case_9-01,avg,fixed_multilevel_tresholding,17,28.266,23.404,-17.20088,0.916,0.845,-7.75109,53.209,60.202,13.14251
Case_9-02,avg,fixed_multilevel_tresholding,17,28.948,23.697,-18.13942,0.887,0.807,-9.01917,58.069,60.612,4.37927
Case_9-03,avg,fixed_multilevel_tresholding,17,28.269,22.236,-21.3414,0.857,0.68,-20.65344,50.409,66.973,32.85921
Case_9-04,avg,fixed_multilevel_tresholding,17,28.628,23.916,-16.45941,0.898,0.815,-9.24276,51.349,67.072,30.61988
Case_9-05,avg,fixed_multilevel_tresholding,17,28.204,22.597,-19.88016,0.883,0.736,-16.64779,51.334,67.105,30.72233
Case_9-07,avg,fixed_multilevel_tresholding,17,28.334,22.115,-21.9489,0.873,0.717,-17.86942,50.063,59.671,19.19182
Case_9-08,avg,fixed_multilevel_tresholding,17,28.486,22.65,-20.48726,0.887,0.764,-13.86697,50.158,61.897,23.40404
Case_9-10,avg,fixed_multilevel_tresholding,17,28.187,22.546,-20.01277,0.893,0.77,-13.7738,53.103,65.576,23.48832
