name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,3,40.12434,24.0238,-40.12662,0.99317,0.93657,-5.69892,48.57802,48.49772,-0.1653
Case_1-01,gauss,otsu,0.4,5,40.12434,34.67332,-13.58532,0.99317,0.98617,-0.70481,48.57802,49.96268,2.85038
Case_1-01,gauss,otsu,0.4,7,40.12434,35.38077,-11.82218,0.99317,0.98703,-0.61822,48.57802,49.94663,2.81734
Case_1-01,gauss,otsu,0.4,9,40.12434,35.38078,-11.82215,0.99317,0.98703,-0.61822,48.57802,49.94663,2.81734
Case_1-01,gauss,otsu,0.4,11,40.12434,35.38077,-11.82218,0.99317,0.98703,-0.61822,48.57802,49.94663,2.81734
Case_1-01,gauss,otsu,0.4,13,40.12434,35.38076,-11.8222,0.99317,0.98703,-0.61822,48.57802,49.94663,2.81734
Case_1-01,gauss,otsu,0.7,3,40.12434,24.03273,-40.10436,0.99317,0.93729,-5.62643,48.57802,48.98264,0.83293
Case_1-01,gauss,otsu,0.7,5,40.12434,35.25605,-12.13301,0.99317,0.98831,-0.48934,48.57802,54.2794,11.73654
Case_1-01,gauss,otsu,0.7,7,40.12434,36.15276,-9.89818,0.99317,0.98929,-0.39067,48.57802,54.17258,11.51665
Case_1-01,gauss,otsu,0.7,9,40.12434,36.1529,-9.89783,0.99317,0.98929,-0.39067,48.57802,54.17261,11.51671
Case_1-01,gauss,otsu,0.7,11,40.12434,36.1529,-9.89783,0.99317,0.98929,-0.39067,48.57802,54.17261,11.51671
Case_1-01,gauss,otsu,0.7,13,40.12434,36.1529,-9.89783,0.99317,0.98929,-0.39067,48.57802,54.17261,11.51671
Case_1-01,gauss,otsu,1.1,3,40.12434,24.02153,-40.13227,0.99317,0.93693,-5.66268,48.57802,48.34364,-0.48248
Case_1-01,gauss,otsu,1.1,5,40.12434,35.20815,-12.25239,0.99317,0.9883,-0.49035,48.57802,57.05205,17.44417
Case_1-01,gauss,otsu,1.1,7,40.12434,36.38303,-9.32429,0.99317,0.98977,-0.34234,48.57802,56.0678,15.41804
Case_1-01,gauss,otsu,1.1,9,40.12434,36.40917,-9.25914,0.99317,0.98981,-0.33831,48.57802,56.03035,15.34095
Case_1-01,gauss,otsu,1.1,11,40.12434,36.40973,-9.25775,0.99317,0.98981,-0.33831,48.57802,56.03046,15.34118
Case_1-01,gauss,otsu,1.1,13,40.12434,36.40974,-9.25772,0.99317,0.98981,-0.33831,48.57802,56.03047,15.3412
Case_1-01,gauss,otsu,1.4,3,40.12434,24.01756,-40.14217,0.99317,0.93679,-5.67677,48.57802,48.10368,-0.97645
Case_1-01,gauss,otsu,1.4,5,40.12434,34.8536,-13.13602,0.99317,0.98734,-0.58701,48.57802,58.10602,19.61381
Case_1-01,gauss,otsu,1.4,7,40.12434,35.68135,-11.07305,0.99317,0.98837,-0.4833,48.57802,58.39823,20.21534
Case_1-01,gauss,otsu,1.4,9,40.12434,35.63923,-11.17803,0.99317,0.98833,-0.48733,48.57802,58.3352,20.08559
Case_1-01,gauss,otsu,1.4,11,40.12434,35.63198,-11.1961,0.99317,0.98833,-0.48733,48.57802,58.31053,20.0348
Case_1-01,gauss,otsu,1.4,13,40.12434,35.63129,-11.19782,0.99317,0.98833,-0.48733,48.57802,58.33475,20.08466
Case_1-01,gauss,otsu,1.7,3,40.12434,24.01502,-40.1485,0.99317,0.93671,-5.68483,48.57802,47.97819,-1.23478
Case_1-01,gauss,otsu,1.7,5,40.12434,34.57115,-13.83995,0.99317,0.98651,-0.67058,48.57802,57.88474,19.15829
Case_1-01,gauss,otsu,1.7,7,40.12434,34.85385,-13.13539,0.99317,0.98646,-0.67561,48.57802,59.24308,21.9545
Case_1-01,gauss,otsu,1.7,9,40.12434,34.49758,-14.02331,0.99317,0.98577,-0.74509,48.57802,59.13207,21.72598
Case_1-01,gauss,otsu,1.7,11,40.12434,34.38963,-14.29235,0.99317,0.98557,-0.76523,48.57802,59.06898,21.5961
Case_1-01,gauss,otsu,1.7,13,40.12434,34.36935,-14.34289,0.99317,0.98554,-0.76825,48.57802,59.04902,21.55502
Case_1-01,gauss,otsu,2,3,40.12434,24.01373,-40.15171,0.99317,0.93666,-5.68986,48.57802,47.92838,-1.33731
Case_1-01,gauss,otsu,2,5,40.12434,34.37665,-14.3247,0.99317,0.9859,-0.732,48.57802,57.22014,17.79019
Case_1-01,gauss,otsu,2,7,40.12434,34.19819,-14.76946,0.99317,0.9847,-0.85282,48.57802,58.26509,19.94126
Case_1-01,gauss,otsu,2,9,40.12434,33.44735,-16.64075,0.99317,0.98285,-1.0391,48.57802,57.67248,18.72135
Case_1-01,gauss,otsu,2,11,40.12434,33.11872,-17.45978,0.99317,0.98204,-1.12065,48.57802,57.30914,17.9734
Case_1-01,gauss,otsu,2,13,40.12434,33.01688,-17.71359,0.99317,0.98179,-1.14583,48.57802,57.1625,17.67153
Case_1-02,gauss,otsu,0.4,3,40.29366,23.21174,-42.39357,0.99325,0.9294,-6.42839,53.81616,49.14796,-8.67435
Case_1-02,gauss,otsu,0.4,5,40.29366,33.68441,-16.4027,0.99325,0.98475,-0.85578,53.81616,48.44149,-9.98709
Case_1-02,gauss,otsu,0.4,7,40.29366,34.86558,-13.4713,0.99325,0.98635,-0.69469,53.81616,48.60753,-9.67856
Case_1-02,gauss,otsu,0.4,9,40.29366,34.86559,-13.47128,0.99325,0.98635,-0.69469,53.81616,48.60753,-9.67856
Case_1-02,gauss,otsu,0.4,11,40.29366,34.86558,-13.4713,0.99325,0.98635,-0.69469,53.81616,48.60753,-9.67856
Case_1-02,gauss,otsu,0.4,13,40.29366,34.86555,-13.47137,0.99325,0.98635,-0.69469,53.81616,48.60753,-9.67856
Case_1-02,gauss,otsu,0.7,3,40.29366,23.21871,-42.37627,0.99325,0.93011,-6.35691,53.81616,47.37373,-11.97118
Case_1-02,gauss,otsu,0.7,5,40.29366,34.15422,-15.23674,0.99325,0.98686,-0.64334,53.81616,47.6995,-11.36584
Case_1-02,gauss,otsu,0.7,7,40.29366,35.58963,-11.67437,0.99325,0.98862,-0.46615,53.81616,47.68923,-11.38493
Case_1-02,gauss,otsu,0.7,9,40.29366,35.58985,-11.67382,0.99325,0.98862,-0.46615,53.81616,47.68924,-11.38491
Case_1-02,gauss,otsu,0.7,11,40.29366,35.58985,-11.67382,0.99325,0.98862,-0.46615,53.81616,47.68924,-11.38491
Case_1-02,gauss,otsu,0.7,13,40.29366,35.58985,-11.67382,0.99325,0.98862,-0.46615,53.81616,47.68924,-11.38491
Case_1-02,gauss,otsu,1.1,3,40.29366,23.20977,-42.39846,0.99325,0.92982,-6.38611,53.81616,46.80707,-13.02414
