name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,3,28.506,29.348,2.95376,0.929,0.942,1.39935,44.206,51.974,17.57228
