name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,17,37.295,36.357,-2.51508,0.988,0.987,-0.10121,51.378,49.581,-3.49761
Case_1-01,gauss,multilevel_tresholding,0.7,17,37.295,34.637,-7.12696,0.988,0.986,-0.20243,51.378,53.725,4.5681
Case_1-01,gauss,multilevel_tresholding,1.1,17,37.295,34.837,-6.5907,0.988,0.986,-0.20243,51.378,55.26,7.55576
Case_1-01,gauss,multilevel_tresholding,1.4,17,37.295,34.62,-7.17254,0.988,0.986,-0.20243,51.378,56.531,10.02958
Case_1-01,gauss,multilevel_tresholding,1.7,17,37.295,33.781,-9.42217,0.988,0.983,-0.50607,51.378,56.329,9.63642
Case_1-01,gauss,multilevel_tresholding,2,17,37.295,32.563,-12.68803,0.988,0.979,-0.91093,51.378,55.056,7.15871
Case_1-01,gauss,multilevel_tresholding,2.3,17,37.295,31.323,-16.01287,0.988,0.975,-1.31579,51.378,53.968,5.04107
Case_1-01,gauss,multilevel_tresholding,2.6,17,37.295,30.194,-19.04009,0.988,0.97,-1.82186,51.378,54.078,5.25517
Case_1-01,gauss,multilevel_tresholding,2.9,17,37.295,29.218,-21.65706,0.988,0.965,-2.32794,51.378,54.894,6.8434
Case_1-02,gauss,multilevel_tresholding,0.4,17,37.441,36.56,-2.35304,0.988,0.987,-0.10121,54.693,54.916,0.40773
Case_1-02,gauss,multilevel_tresholding,0.7,17,37.441,35.314,-5.68094,0.988,0.987,-0.10121,54.693,54.637,-0.10239
Case_1-02,gauss,multilevel_tresholding,1.1,17,37.441,35.56,-5.0239,0.988,0.988,0,54.693,57.334,4.82877
Case_1-02,gauss,multilevel_tresholding,1.4,17,37.441,35.247,-5.85989,0.988,0.987,-0.10121,54.693,58.11,6.2476
Case_1-02,gauss,multilevel_tresholding,1.7,17,37.441,34.094,-8.9394,0.988,0.985,-0.30364,54.693,56.781,3.81767
Case_1-02,gauss,multilevel_tresholding,2,17,37.441,32.66,-12.76942,0.988,0.981,-0.7085,54.693,55.136,0.80998
Case_1-02,gauss,multilevel_tresholding,2.3,17,37.441,31.247,-16.54336,0.988,0.977,-1.11336,54.693,53.738,-1.74611
Case_1-02,gauss,multilevel_tresholding,2.6,17,37.441,29.984,-19.91667,0.988,0.972,-1.61943,54.693,53.207,-2.71698
Case_1-02,gauss,multilevel_tresholding,2.9,17,37.441,28.899,-22.81456,0.988,0.966,-2.22672,54.693,54.193,-0.91419
Case_1-03,gauss,multilevel_tresholding,0.4,17,37.908,37.316,-1.56168,0.99,0.989,-0.10101,51.283,49.598,-3.28569
Case_1-03,gauss,multilevel_tresholding,0.7,17,37.908,35.983,-5.07808,0.99,0.989,-0.10101,51.283,54.962,7.17392
Case_1-03,gauss,multilevel_tresholding,1.1,17,37.908,35.805,-5.54764,0.99,0.989,-0.10101,51.283,56.015,9.22723
Case_1-03,gauss,multilevel_tresholding,1.4,17,37.908,35.594,-6.10425,0.99,0.989,-0.10101,51.283,56.509,10.19051
Case_1-03,gauss,multilevel_tresholding,1.7,17,37.908,34.926,-7.86641,0.99,0.987,-0.30303,51.283,56.944,11.03875
Case_1-03,gauss,multilevel_tresholding,2,17,37.908,33.888,-10.60462,0.99,0.985,-0.50505,51.283,57.661,12.43687
Case_1-03,gauss,multilevel_tresholding,2.3,17,37.908,32.771,-13.55123,0.99,0.982,-0.80808,51.283,57.972,13.04331
Case_1-03,gauss,multilevel_tresholding,2.6,17,37.908,31.72,-16.32373,0.99,0.979,-1.11111,51.283,57.375,11.87918
Case_1-03,gauss,multilevel_tresholding,2.9,17,37.908,30.794,-18.76649,0.99,0.976,-1.41414,51.283,56.053,9.30133
Case_1-04,gauss,multilevel_tresholding,0.4,17,37.908,37.374,-1.40867,0.991,0.99,-0.10091,54.941,54.518,-0.76992
Case_1-04,gauss,multilevel_tresholding,0.7,17,37.908,36.365,-4.07038,0.991,0.991,0,54.941,56.259,2.39894
Case_1-04,gauss,multilevel_tresholding,1.1,17,37.908,36.27,-4.32099,0.991,0.991,0,54.941,56.386,2.63009
Case_1-04,gauss,multilevel_tresholding,1.4,17,37.908,36.097,-4.77736,0.991,0.991,0,54.941,56.673,3.15247
Case_1-04,gauss,multilevel_tresholding,1.7,17,37.908,35.331,-6.79804,0.991,0.989,-0.20182,54.941,56.982,3.71489
Case_1-04,gauss,multilevel_tresholding,2,17,37.908,34.182,-9.82906,0.991,0.987,-0.40363,54.941,57.784,5.17464
Case_1-04,gauss,multilevel_tresholding,2.3,17,37.908,32.959,-13.05529,0.991,0.985,-0.60545,54.941,58.456,6.39777
Case_1-04,gauss,multilevel_tresholding,2.6,17,37.908,31.818,-16.06521,0.991,0.982,-0.90817,54.941,57.917,5.41672
Case_1-04,gauss,multilevel_tresholding,2.9,17,37.908,30.817,-18.70581,0.991,0.979,-1.2109,54.941,56.514,2.86307
