name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,9,37.295,29.677,-20.42633,0.988,0.965,-2.32794,51.378,49.355,-3.93748
Case_1-02,avg,otsu,9,37.441,29.676,-20.7393,0.988,0.968,-2.02429,54.693,47.848,-12.51531
Case_1-03,avg,otsu,9,37.908,31.247,-17.57149,0.99,0.976,-1.41414,51.283,53.198,3.73418
Case_1-04,avg,otsu,9,37.908,31.464,-16.99905,0.991,0.979,-1.2109,54.941,53.104,-3.34359
Case_1-05,avg,otsu,9,37.837,31.011,-18.04054,0.99,0.975,-1.51515,50.689,53.586,5.71524
Case_1-06,avg,otsu,9,37.314,29.821,-20.08093,0.99,0.97,-2.0202,53.472,49.039,-8.29032
Case_1-07,avg,otsu,9,37.618,30.404,-19.17699,0.991,0.973,-1.81635,49.355,52.823,7.02664
Case_1-08,avg,otsu,9,38.068,31.415,-17.47662,0.989,0.975,-1.41557,51.963,52.533,1.09693
Case_10-01,avg,otsu,9,36.735,26.542,-27.74738,0.984,0.889,-9.65447,43.705,54.143,23.88285
Case_10-02,avg,otsu,9,37.742,27.12,-28.14371,0.987,0.905,-8.308,46.218,52.072,12.66606
Case_10-03,avg,otsu,9,36.142,26.266,-27.32555,0.981,0.881,-10.19368,43.096,54.453,26.35279
Case_10-04,avg,otsu,9,36.918,26.196,-29.04274,0.985,0.891,-9.54315,44.159,53.106,20.26088
Case_10-05,avg,otsu,9,38.855,29.989,-22.81817,0.988,0.944,-4.45344,52.992,54.225,2.32677
Case_10-06,avg,otsu,9,37.736,27.352,-27.51749,0.987,0.912,-7.59878,46.754,51.294,9.7104
Case_10-07,avg,otsu,9,37.601,26.987,-28.22797,0.988,0.909,-7.99595,45.283,53.286,17.6733
Case_10-08,avg,otsu,9,37.554,27.095,-27.85056,0.987,0.911,-7.7001,45.328,53.22,17.41087
Case_10-09,avg,otsu,9,37.065,27.025,-27.08755,0.986,0.907,-8.01217,45.081,54.341,20.5408
Case_10-10,avg,otsu,9,37.843,28.19,-25.50802,0.984,0.903,-8.23171,43.628,57.493,31.78005
Case_11-07,avg,otsu,9,38.024,28.238,-25.73638,0.982,0.909,-7.43381,44.148,57.271,29.72502
Case_11-09,avg,otsu,9,42.35,34.887,-17.6222,0.981,0.964,-1.73293,48.725,51.687,6.07901
Case_11-10,avg,otsu,9,39.988,31.397,-21.48395,0.981,0.941,-4.07747,41.393,52.158,26.00681
Case_11-11,avg,otsu,9,40.143,31.456,-21.64014,0.982,0.943,-3.97149,49.617,53.584,7.99524
Case_11-12,avg,otsu,9,39.724,31.041,-21.85832,0.982,0.938,-4.48065,53.37,61.154,14.58497
Case_11-13,avg,otsu,9,41.452,32.981,-20.43568,0.981,0.952,-2.95617,42.819,55.293,29.13193
Case_11-15,avg,otsu,9,38.995,30.111,-22.78241,0.988,0.944,-4.45344,44.192,57.318,29.70221
Case_12-01,avg,otsu,9,38.402,32.326,-15.82209,0.99,0.974,-1.61616,50.097,56.394,12.56961
Case_12-02,avg,otsu,9,38.242,32.254,-15.65818,0.991,0.975,-1.61453,49.819,56.833,14.07897
Case_12-03,avg,otsu,9,38.127,32.115,-15.76835,0.99,0.974,-1.61616,49.223,54.715,11.15739
Case_12-04,avg,otsu,9,38.793,30.676,-20.92388,0.992,0.961,-3.125,48.536,53.801,10.84762
Case_12-05,avg,otsu,9,38.354,29.986,-21.8178,0.99,0.951,-3.93939,46.434,53.519,15.25822
Case_12-06,avg,otsu,9,37.886,30.172,-20.36108,0.99,0.956,-3.43434,45.506,55.213,21.33125
Case_12-07,avg,otsu,9,38.145,30.042,-21.24263,0.989,0.949,-4.04449,45.91,55.578,21.05859
Case_12-08,avg,otsu,9,38.154,30.47,-20.13943,0.99,0.959,-3.13131,46.115,56.08,21.60902
Case_12-09,avg,otsu,9,38.295,30.467,-20.44131,0.991,0.963,-2.82543,46.502,56.231,20.92168
Case_12-10,avg,otsu,9,37.952,32.018,-15.63554,0.99,0.975,-1.51515,51.444,53.439,3.878
Case_12-11,avg,otsu,9,38.375,30.104,-21.55309,0.991,0.962,-2.92634,50.627,56.669,11.93434
Case_12-12,avg,otsu,9,38.201,30.812,-19.34243,0.989,0.96,-2.93225,46.266,56.527,22.17827
Case_13-01,avg,otsu,9,37.432,27.886,-25.50224,0.984,0.907,-7.8252,44.058,56.062,27.2459
Case_13-02,avg,otsu,9,37.484,27.36,-27.00886,0.983,0.888,-9.66429,44.568,54.932,23.25435
Case_13-03,avg,otsu,9,37.685,27.565,-26.85419,0.984,0.901,-8.43496,45.272,55.928,23.53773
Case_13-04,avg,otsu,9,38.096,29.656,-22.15456,0.982,0.923,-6.00815,45.387,60.021,32.24271
Case_13-05,avg,otsu,9,37.692,29.751,-21.06813,0.983,0.933,-5.08647,43.719,59.257,35.54061
Case_13-06,avg,otsu,9,37.805,27.802,-26.45946,0.986,0.91,-7.70791,44.602,55.711,24.90695
Case_13-07,avg,otsu,9,37.228,28.498,-23.45009,0.983,0.918,-6.61241,43.348,57.593,32.86195
Case_13-10,avg,otsu,9,37.506,28.457,-24.12681,0.981,0.908,-7.44139,44.738,57.176,27.80187
Case_13-11,avg,otsu,9,37.463,27.492,-26.61559,0.982,0.895,-8.85947,44.922,55.507,23.56306
Case_13-12,avg,otsu,9,38.269,28.063,-26.66911,0.984,0.906,-7.92683,52.259,50.266,-3.8137
Case_14-01,avg,otsu,9,38.01,30.585,-19.53433,0.974,0.906,-6.98152,49.124,55.661,13.30714
Case_14-02,avg,otsu,9,37.895,29.613,-21.85513,0.972,0.872,-10.28807,45.774,56.345,23.0939
Case_14-03,avg,otsu,9,38.124,29.573,-22.42944,0.977,0.894,-8.49539,46.058,54.978,19.36689
Case_14-04,avg,otsu,9,38.623,29.693,-23.12094,0.988,0.94,-4.8583,45.934,55.473,20.76675
Case_14-05,avg,otsu,9,38.06,29.479,-22.54598,0.978,0.899,-8.07771,46.942,54.289,15.65123
Case_14-06,avg,otsu,9,38.021,29.618,-22.10094,0.984,0.925,-5.99593,46.851,55.572,18.61433
Case_14-07,avg,otsu,9,37.883,29.136,-23.08951,0.979,0.891,-8.98876,45.816,57.313,25.09385
Case_14-08,avg,otsu,9,38.2,29.887,-21.76178,0.982,0.918,-6.51731,46.737,56.694,21.30432
Case_14-09,avg,otsu,9,38.105,29.624,-22.25692,0.979,0.895,-8.58018,45.498,57.369,26.09126
Case_14-11,avg,otsu,9,37.956,29.428,-22.46812,0.974,0.877,-9.95893,45.267,56.385,24.56094
Case_14-12,avg,otsu,9,38.281,29.718,-22.3688,0.974,0.876,-10.0616,45.82,56.688,23.7189
Case_15-02,avg,otsu,9,39.226,32.449,-17.27681,0.982,0.951,-3.15682,50.353,56.492,12.19193
Case_15-03,avg,otsu,9,38.134,30.521,-19.96381,0.979,0.935,-4.49438,50.143,56.036,11.75239
Case_15-04,avg,otsu,9,39.066,32.786,-16.07536,0.982,0.953,-2.95316,49.777,58.004,16.52771
Case_15-05,avg,otsu,9,39.362,33.202,-15.64961,0.986,0.962,-2.43408,50.283,58.901,17.13899
Case_15-06,avg,otsu,9,39.253,33.16,-15.52238,0.986,0.961,-2.5355,47.694,58.982,23.66755
Case_15-07,avg,otsu,9,39.455,33.964,-13.91712,0.989,0.974,-1.51668,52.821,58.167,10.12097
Case_15-08,avg,otsu,9,39.088,33.042,-15.46766,0.986,0.965,-2.12982,51.204,59.144,15.5066
Case_15-09,avg,otsu,9,38.704,31.801,-17.83537,0.984,0.953,-3.15041,48.625,56.962,17.1455
Case_15-10,avg,otsu,9,38.154,31.457,-17.55255,0.986,0.96,-2.63692,51.672,56.499,9.34162
Case_15-11,avg,otsu,9,37.858,30.627,-19.10032,0.983,0.947,-3.66226,50.296,54.264,7.8893
Case_15-12,avg,otsu,9,39.346,32.944,-16.27103,0.987,0.967,-2.02634,49.819,56.458,13.32624
Case_16-01,avg,otsu,9,38.992,32.01,-17.90624,0.977,0.943,-3.48004,46.63,59.071,26.68025
Case_16-02,avg,otsu,9,39.043,32.599,-16.50488,0.983,0.959,-2.44151,43.11,52.669,22.17351
Case_16-03,avg,otsu,9,38.806,31.39,-19.11045,0.98,0.938,-4.28571,42.838,55.496,29.54853
Case_16-04,avg,otsu,9,39.255,32.483,-17.25131,0.979,0.947,-3.26864,42.461,56.814,33.80278
Case_16-05,avg,otsu,9,39.253,32.319,-17.66489,0.979,0.95,-2.96221,52.452,56.542,7.79761
Case_16-06,avg,otsu,9,38.041,30.749,-19.16879,0.986,0.954,-3.24544,46.507,56.735,21.99239
Case_16-07,avg,otsu,9,39.084,32.115,-17.83083,0.983,0.956,-2.74669,42.935,54.078,25.95319
Case_16-08,avg,otsu,9,38.168,31.086,-18.55481,0.987,0.956,-3.14083,46.763,58.329,24.73323
Case_16-09,avg,otsu,9,38.717,31.718,-18.07733,0.985,0.953,-3.24873,48.737,57.78,18.55469
Case_16-10,avg,otsu,9,39.19,33.159,-15.38913,0.982,0.952,-3.05499,50.55,59.38,17.46785
Case_16-11,avg,otsu,9,38.369,31.968,-16.68274,0.988,0.965,-2.32794,47.981,58.295,21.49601
Case_16-12,avg,otsu,9,38.36,31.805,-17.08811,0.987,0.962,-2.53293,46.735,57.988,24.07831
Case_16-13,avg,otsu,9,38.202,31.02,-18.80006,0.986,0.955,-3.14402,46.892,57.858,23.38565
Case_17-01,avg,otsu,9,37.623,29.993,-20.28015,0.988,0.956,-3.23887,47.467,54.897,15.65298
Case_17-02,avg,otsu,9,37.463,30.297,-19.12821,0.988,0.961,-2.73279,49.547,54.09,9.16907
Case_17-03,avg,otsu,9,37.508,29.721,-20.7609,0.985,0.948,-3.75635,47.768,53.379,11.74636
