name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,5,37.295,33.957,-8.95026,0.988,0.982,-0.60729,51.378,54.385,5.8527
Case_1-02,avg,otsu,5,37.441,33.831,-9.64184,0.988,0.983,-0.50607,54.693,48.637,-11.07271
Case_1-03,avg,otsu,5,37.908,35.103,-7.39949,0.99,0.987,-0.30303,51.283,54.528,6.32763
Case_1-04,avg,otsu,5,37.908,35.315,-6.84024,0.991,0.988,-0.30272,54.941,54.662,-0.50782
Case_1-05,avg,otsu,5,37.837,34.991,-7.52174,0.99,0.987,-0.30303,50.689,55.302,9.10059
Case_1-06,avg,otsu,5,37.314,34.056,-8.73131,0.99,0.985,-0.50505,53.472,51.296,-4.06942
Case_1-07,avg,otsu,5,37.618,34.753,-7.61603,0.991,0.987,-0.40363,49.355,57.518,16.53936
Case_1-08,avg,otsu,5,38.068,35.186,-7.57066,0.989,0.986,-0.30334,51.963,54.092,4.09715
Case_10-01,avg,otsu,5,36.735,32.017,-12.84334,0.984,0.961,-2.3374,43.705,50.882,16.42146
Case_10-02,avg,otsu,5,37.742,32.748,-13.23194,0.987,0.968,-1.92503,46.218,44.144,-4.48743
Case_10-03,avg,otsu,5,36.142,31.656,-12.41215,0.981,0.957,-2.44648,43.096,52.429,21.6563
Case_10-04,avg,otsu,5,36.918,31.804,-13.85232,0.985,0.963,-2.2335,44.159,49.073,11.12797
Case_10-05,avg,otsu,5,38.855,34.932,-10.09651,0.988,0.977,-1.11336,52.992,56.773,7.13504
Case_10-06,avg,otsu,5,37.736,32.832,-12.99555,0.987,0.97,-1.72239,46.754,44.205,-5.45194
Case_10-07,avg,otsu,5,37.601,32.591,-13.32411,0.988,0.969,-1.92308,45.283,49.236,8.72955
Case_10-08,avg,otsu,5,37.554,32.714,-12.88811,0.987,0.97,-1.72239,45.328,49.488,9.17755
Case_10-09,avg,otsu,5,37.065,32.589,-12.07608,0.986,0.968,-1.82556,45.081,48.417,7.40001
Case_10-10,avg,otsu,5,37.843,33.325,-11.9388,0.984,0.964,-2.03252,43.628,55.977,28.30522
Case_11-07,avg,otsu,5,38.024,33.82,-11.05618,0.982,0.968,-1.42566,44.148,48.283,9.36622
Case_11-09,avg,otsu,5,42.35,38.88,-8.19362,0.981,0.978,-0.30581,48.725,51.336,5.35865
Case_11-10,avg,otsu,5,39.988,36.143,-9.61538,0.981,0.972,-0.91743,41.393,47.549,14.87208
Case_11-11,avg,otsu,5,40.143,36.347,-9.45619,0.982,0.974,-0.81466,49.617,53.24,7.30193
Case_11-12,avg,otsu,5,39.724,35.952,-9.49552,0.982,0.973,-0.9165,53.37,57.586,7.89957
Case_11-13,avg,otsu,5,41.452,37.481,-9.57975,0.981,0.975,-0.61162,42.819,50.754,18.53149
Case_11-15,avg,otsu,5,38.995,35.322,-9.41916,0.988,0.978,-1.01215,44.192,50.074,13.3101
Case_12-01,avg,otsu,5,38.402,36.194,-5.7497,0.99,0.987,-0.30303,50.097,55.869,11.52165
Case_12-02,avg,otsu,5,38.242,36.278,-5.13571,0.991,0.988,-0.30272,49.819,56.573,13.55708
Case_12-03,avg,otsu,5,38.127,36.123,-5.25612,0.99,0.987,-0.30303,49.223,56.724,15.23881
Case_12-04,avg,otsu,5,38.793,35.075,-9.5842,0.992,0.983,-0.90726,48.536,58.47,20.46728
Case_12-05,avg,otsu,5,38.354,34.533,-9.96246,0.99,0.979,-1.11111,46.434,58.826,26.68734
