name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,11,37.295,27.727,-25.65491,0.988,0.952,-3.64372,51.378,47.791,-6.98159
Case_1-02,avg,otsu,11,37.441,27.475,-26.61788,0.988,0.954,-3.4413,54.693,46.51,-14.9617
Case_1-03,avg,otsu,11,37.908,29.427,-22.37259,0.99,0.968,-2.22222,51.283,52.233,1.85247
Case_1-04,avg,otsu,11,37.908,29.43,-22.36467,0.991,0.971,-2.01816,54.941,51.378,-6.48514
Case_1-05,avg,otsu,11,37.837,29.198,-22.83215,0.99,0.966,-2.42424,50.689,52.296,3.17031
Case_1-06,avg,otsu,11,37.314,27.691,-25.78925,0.99,0.958,-3.23232,53.472,47.127,-11.86602
Case_1-07,avg,otsu,11,37.618,28.445,-24.3846,0.991,0.963,-2.82543,49.355,49.317,-0.07699
Case_1-08,avg,otsu,11,38.068,29.547,-22.38363,0.989,0.966,-2.32558,51.963,50.802,-2.23428
Case_10-01,avg,otsu,11,36.735,24.972,-32.02123,0.984,0.858,-12.80488,43.705,53.005,21.27903
Case_10-02,avg,otsu,11,37.742,25.292,-32.98712,0.987,0.872,-11.65147,46.218,51.761,11.99316
Case_10-03,avg,otsu,11,36.142,24.747,-31.52842,0.981,0.849,-13.45566,43.096,51.923,20.48218
Case_10-04,avg,otsu,11,36.918,24.529,-33.55816,0.985,0.859,-12.79188,44.159,50.53,14.42741
Case_10-05,avg,otsu,11,38.855,28.194,-27.43791,0.988,0.925,-6.37652,52.992,52.577,-0.78314
Case_10-06,avg,otsu,11,37.736,25.495,-32.43852,0.987,0.883,-10.53698,46.754,50.626,8.28164
Case_10-07,avg,otsu,11,37.601,25.248,-32.85285,0.988,0.88,-10.93117,45.283,51.325,13.34276
Case_10-08,avg,otsu,11,37.554,25.339,-32.5265,0.987,0.882,-10.6383,45.328,51.283,13.13758
Case_10-09,avg,otsu,11,37.065,25.386,-31.50951,0.986,0.879,-10.85193,45.081,52.469,16.38828
Case_10-10,avg,otsu,11,37.843,26.696,-29.45591,0.984,0.878,-10.77236,43.628,56.266,28.96764
Case_11-07,avg,otsu,11,38.024,26.548,-30.18094,0.982,0.88,-10.38697,44.148,57.908,31.16789
Case_11-09,avg,otsu,11,42.35,33.182,-21.64817,0.981,0.956,-2.54842,48.725,51.623,5.94767
Case_11-10,avg,otsu,11,39.988,29.881,-25.27508,0.981,0.926,-5.60652,41.393,54.835,32.47409
Case_11-11,avg,otsu,11,40.143,29.818,-25.72055,0.982,0.926,-5.70265,49.617,54.55,9.94216
Case_11-12,avg,otsu,11,39.724,29.405,-25.97674,0.982,0.921,-6.21181,53.37,59.122,10.77759
Case_11-13,avg,otsu,11,41.452,31.407,-24.23285,0.981,0.94,-4.17941,42.819,56.2,31.25015
Case_11-15,avg,otsu,11,38.995,28.488,-26.94448,0.988,0.927,-6.17409,44.192,58.032,31.31789
Case_12-01,avg,otsu,11,38.402,30.592,-20.33748,0.99,0.966,-2.42424,50.097,56.351,12.48378
Case_12-02,avg,otsu,11,38.242,30.51,-20.21861,0.991,0.968,-2.32089,49.819,57.521,15.45997
Case_12-03,avg,otsu,11,38.127,30.35,-20.39762,0.99,0.966,-2.42424,49.223,55.982,13.73139
Case_12-04,avg,otsu,11,38.793,28.918,-25.45562,0.992,0.949,-4.33468,48.536,55.328,13.99374
Case_12-05,avg,otsu,11,38.354,28.322,-26.15633,0.99,0.937,-5.35354,46.434,56.112,20.84249
Case_12-06,avg,otsu,11,37.886,28.547,-24.65027,0.99,0.944,-4.64646,45.506,56.708,24.61653
Case_12-07,avg,otsu,11,38.145,28.427,-25.47647,0.989,0.936,-5.35895,45.91,56.142,22.28708
Case_12-08,avg,otsu,11,38.154,28.822,-24.45877,0.99,0.948,-4.24242,46.115,55.795,20.991
Case_12-09,avg,otsu,11,38.295,28.817,-24.74997,0.991,0.952,-3.93542,46.502,56.325,21.12382
Case_12-10,avg,otsu,11,37.952,30.148,-20.56282,0.99,0.967,-2.32323,51.444,53.257,3.52422
Case_12-11,avg,otsu,11,38.375,28.372,-26.06645,0.991,0.951,-4.03633,50.627,54.427,7.50588
Case_12-12,avg,otsu,11,38.201,29.139,-23.72189,0.989,0.949,-4.04449,46.266,56.127,21.31371
Case_13-01,avg,otsu,11,37.432,26.353,-29.59767,0.984,0.882,-10.36585,44.058,55.521,26.01798
Case_13-02,avg,otsu,11,37.484,25.823,-31.10927,0.983,0.857,-12.8179,44.568,56.132,25.94687
Case_13-03,avg,otsu,11,37.685,25.93,-31.19278,0.984,0.872,-11.38211,45.272,54.319,19.98365
Case_13-04,avg,otsu,11,38.096,28.165,-26.06835,0.982,0.904,-7.94297,45.387,59.974,32.13916
Case_13-05,avg,otsu,11,37.692,28.22,-25.13,0.983,0.915,-6.9176,43.719,60.244,37.79821
Case_13-06,avg,otsu,11,37.805,26.214,-30.65997,0.986,0.884,-10.34483,44.602,55.547,24.53926
Case_13-07,avg,otsu,11,37.228,27.035,-27.37993,0.983,0.897,-8.74873,43.348,57.081,31.68082
Case_13-10,avg,otsu,11,37.506,26.85,-28.41145,0.981,0.881,-10.19368,44.738,54.363,21.51415
Case_13-11,avg,otsu,11,37.463,25.812,-31.10002,0.982,0.864,-12.01629,44.922,52.216,16.23703
Case_13-12,avg,otsu,11,38.269,26.237,-31.44059,0.984,0.874,-11.17886,52.259,54.174,3.66444
Case_14-01,avg,otsu,11,38.01,28.742,-24.38306,0.974,0.876,-10.0616,49.124,53.95,9.82412
Case_14-02,avg,otsu,11,37.895,27.944,-26.2594,0.972,0.837,-13.88889,45.774,55.37,20.96387
Case_14-03,avg,otsu,11,38.124,27.905,-26.80464,0.977,0.866,-11.36131,46.058,53.674,16.53567
Case_14-04,avg,otsu,11,38.623,28.054,-27.36452,0.988,0.924,-6.47773,45.934,54.242,18.08682
Case_14-05,avg,otsu,11,38.06,27.733,-27.13347,0.978,0.872,-10.83845,46.942,52.006,10.78778
Case_14-06,avg,otsu,11,38.021,27.884,-26.66158,0.984,0.904,-8.13008,46.851,53.047,13.2249
Case_14-07,avg,otsu,11,37.883,27.515,-27.36848,0.979,0.863,-11.84883,45.816,54.206,18.31238
Case_14-08,avg,otsu,11,38.2,28.179,-26.23298,0.982,0.895,-8.85947,46.737,54.697,17.03147
Case_14-09,avg,otsu,11,38.105,27.993,-26.5372,0.979,0.867,-11.44025,45.498,54.857,20.57013
Case_14-11,avg,otsu,11,37.956,27.743,-26.90747,0.974,0.844,-13.34702,45.267,54.505,20.4078
Case_14-12,avg,otsu,11,38.281,28.083,-26.63985,0.974,0.844,-13.34702,45.82,54.514,18.97425
Case_15-02,avg,otsu,11,39.226,30.619,-21.94208,0.982,0.937,-4.58248,50.353,55.328,9.88025
Case_15-03,avg,otsu,11,38.134,28.613,-24.96722,0.979,0.913,-6.74157,50.143,53.316,6.3279
Case_15-04,avg,otsu,11,39.066,31.131,-20.31178,0.982,0.941,-4.17515,49.777,58.286,17.09424
Case_15-05,avg,otsu,11,39.362,31.557,-19.82877,0.986,0.952,-3.44828,50.283,60.365,20.05051
Case_15-06,avg,otsu,11,39.253,31.57,-19.57303,0.986,0.952,-3.44828,47.694,61.09,28.08739
Case_15-07,avg,otsu,11,39.455,32.224,-18.32721,0.989,0.966,-2.32558,52.821,60.909,15.31209
Case_15-08,avg,otsu,11,39.088,31.369,-19.74775,0.986,0.956,-3.0426,51.204,60.838,18.81494
Case_15-09,avg,otsu,11,38.704,30.043,-22.37753,0.984,0.939,-4.57317,48.625,55.815,14.78663
Case_15-10,avg,otsu,11,38.154,29.636,-22.32531,0.986,0.946,-4.0568,51.672,54.639,5.74199
Case_15-11,avg,otsu,11,37.858,28.766,-24.01606,0.983,0.929,-5.49339,50.296,53.85,7.06617
Case_15-12,avg,otsu,11,39.346,31.157,-20.81279,0.987,0.957,-3.03951,49.819,57.011,14.43626
Case_16-01,avg,otsu,11,38.992,30.369,-22.11479,0.977,0.929,-4.913,46.63,57.699,23.73794
