sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-7.25644111602141,-0.397594998932288,-4.42291672047233,3.73823981349295
0.7,3,-6.83950052831618,-0.314485165991251,5.09676079968108,10.3838791160742
1.1,3,-7.32313021273879,-0.367740774646767,7.8545816420371,22.7819503597643
1.4,3,-7.48974370997052,-0.387560674819408,9.11554704749097,25.9419000323996
1.7,3,-7.59301972476785,-0.40013076521783,9.55394319971835,27.3051688485245
2,3,-7.64533034044823,-0.406510158308667,9.76979031877971,27.9216052332068
2.3,3,-7.68353609711917,-0.411272364448361,10.0118242614037,28.4035928243413
2.6,3,-7.7176039477261,-0.415567411891183,10.1892662078049,28.9635610229025
2.9,3,-7.74147838684244,-0.418603586211442,10.1770134271487,29.4517611078489
0.4,5,-9.36585250035608,-0.51218938699454,-4.76958116311441,4.97090793971541
0.7,5,-7.76610399861816,-0.323511856912153,3.85943310892404,14.5783701162768
1.1,5,-8.32461762334377,-0.436077898968851,10.2326123181714,53.7363941718851
1.4,5,-9.53164193454596,-0.61254037213686,15.0974114258057,66.7004695841738
1.7,5,-10.4211099521968,-0.752711570591785,18.2506727102016,74.5285175016942
2,5,-11.0153829542612,-0.852106617052884,19.8200888528944,79.7006933479731
2.3,5,-11.416930686065,-0.922139526253546,20.6672018704861,82.9004135614098
2.6,5,-11.6971073606306,-0.972410209288699,21.1502157158688,85.1875404852587
2.9,5,-11.8987850651065,-1.00932072055768,21.4151159407881,86.6618216882282
0.4,7,-9.38867622021617,-0.512900739286863,-4.79126279199149,4.86837801867844
0.7,7,-7.64452257983717,-0.316829936484107,3.69839129073485,15.2436323376293
1.1,7,-7.82109056411762,-0.420482434763058,9.71377706109174,66.6915173515866
1.4,7,-9.92357309272074,-0.722867032090151,16.4245628231483,88.712843798515
1.7,7,-12.060448286679,-1.06640622856886,21.5507936038165,105.894121937133
2,7,-13.6719753002125,-1.36418980635313,24.055081378325,121.704679123499
2.3,7,-14.8102153903635,-1.59834426376173,24.8030081905671,134.823703475771
2.6,7,-15.6166885068229,-1.77740669466154,24.7373830905196,144.458378272437
