type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,multilevel_tresholding,2,33.47596,32.7316389375,-5.9366931875,0.97234,0.9634155625,-0.4596236875,52.43543,51.4101845,4.785829125
avg,multilevel_tresholding,4,33.47596,32.633325375,-6.2068358125,0.97234,0.96524625,-0.2704519375,52.43543,55.382248,13.2147709375
avg,multilevel_tresholding,6,33.47596,32.507392625,-6.6084135625,0.97234,0.959361625,-0.8830491875,52.43543,56.795872125,16.370894
avg,multilevel_tresholding,8,33.47596,31.17241625,-10.48349225,0.97234,0.9466773125,-2.2005315,52.43543,56.5596445,15.8337593125
avg,multilevel_tresholding,10,33.47596,29.6975956875,-14.741386875,0.97234,0.9328723125,-3.6333608125,52.43543,56.7686825,16.42188175
avg,multilevel_tresholding,12,33.47596,28.407123625,-18.46017225,0.97234,0.9203990625,-4.9271770625,52.43543,58.8451078125,20.6178895
