sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,0.475294171044863,0.284045802840184,-1.75426687269684,-19.7443837640086
0.7,3,2.50910980877856,1.38697145818978,1.80550979919979,-55.7985123407523
1.1,3,3.02075854000276,1.63658991296451,0.661997182001367,-40.1550046638998
1.4,3,3.11591075141273,1.6831151616342,-0.23132312012125,-37.906075683807
1.7,3,3.15675415785474,1.70074343196502,-0.525433751351776,-36.6557229437978
2,3,3.17550225082956,1.7087674171899,-0.963913768636633,-36.2649876982869
2.3,3,3.18659316522967,1.71329516897082,-1.14846673622741,-35.6857106137445
2.6,3,3.19576238117519,1.71708769771729,-1.26687978793152,-35.3663610462333
2.9,3,3.20218873401722,1.71977202167884,-1.30967371710035,-35.2262448257787
0.4,5,0.442059133835135,0.277286951778208,-1.82288562248793,-19.8570740010911
0.7,5,2.64504253306306,1.45241122429212,2.27985725465899,-56.7553937184101
1.1,5,3.71477616856236,1.94483024066461,5.5712244114336,-42.660321217096
1.4,5,3.8906924744739,2.03044057474875,6.98175089029578,-39.8290105928071
1.7,5,3.90566019005594,2.04175977331513,6.15324947241375,-36.1616492446906
2,5,3.88421295715263,2.03637221728664,5.69363501715391,-35.4480281180775
2.3,5,3.84927309902777,2.02192755920322,5.20778926258844,-34.0847551576011
2.6,5,3.82052609196185,2.01127887428094,4.88754675614715,-33.5534662547041
2.9,5,3.79663077701424,2.0024214879884,4.64107674667178,-32.8143280676049
0.4,7,0.442123529604761,0.277302315383724,-1.82278618178302,-19.8539251101254
0.7,7,2.6487080186062,1.45335538426717,2.28559729208104,-56.765268578026
1.1,7,3.80042720748919,1.97634875370274,6.48768809838787,-41.928632102583
1.4,7,3.89383623394567,2.03845149498105,7.62464354193942,-36.5553225432831
1.7,7,3.63233681850614,1.96034441047927,8.90751521120824,-30.219774928152
2,7,3.27289916082932,1.83375039183228,9.76794522560949,-25.3095289143377
2.3,7,2.94755106453836,1.71440173043459,9.74939419247296,-23.1420349773914
2.6,7,2.67949184420835,1.61270210869329,9.64546689236239,-20.6082664505308
2.9,7,2.46983087043487,1.53666436393192,9.59223092876904,-19.5620594571984
0.4,9,0.44212350558432,0.277302314053925,-1.82278617969768,-19.8539245535521
0.7,9,2.64871276915847,1.45335655876803,2.28559864027582,-56.7654557850311
1.1,9,3.80513028726998,1.97785019837269,6.47478770983947,-41.7841185609159
1.4,9,3.86132406103953,2.0304526852717,7.59924418599564,-35.5994737746028
1.7,9,3.37715065583075,1.88653289022247,9.09755439149906,-27.0679707943172
2,9,2.6376484523598,1.64332339354614,9.54622157023172,-20.0559258912984
2.3,9,1.89191128618308,1.3848811529338,9.3731703835687,-14.7849282368218
2.6,9,1.24885109114945,1.15355858030512,9.65482305034297,-10.9003465478739
2.9,9,0.719133054772942,0.955559853825149,9.4433291849228,-8.51837670700678
0.4,11,0.442123487359927,0.277302311441599,-1.82278618291164,-19.8539244091405
0.7,11,2.64871276915847,1.45335655876803,2.28559864027582,-56.7654557850311
1.1,11,3.80525704802147,1.97788642901558,6.47474230434607,-41.7812340192952
1.4,11,3.85693035221764,2.02946842734608,7.56038321678948,-35.5241030155086
1.7,11,3.30223467055355,1.86939413481588,9.09862398299327,-26.5597038437743
2,11,2.34283629509371,1.5654344441443,9.45559876548857,-18.780316504382
2.3,11,1.26437157028158,1.21082195806439,9.82351456632501,-11.8412449327391
2.6,11,0.245912493089023,0.863407798063567,9.88118374394248,-5.8826757693598
