name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,13,37.295,34.105,-8.55343,0.988,0.981,-0.7085,51.378,49.08,-4.47273
Case_1-01,gauss,otsu,0.7,13,37.295,34.973,-6.22604,0.988,0.985,-0.30364,51.378,54.077,5.25322
Case_1-01,gauss,otsu,1.1,13,37.295,35.512,-4.7808,0.988,0.987,-0.10121,51.378,56.845,10.64074
Case_1-01,gauss,otsu,1.4,13,37.295,35.07,-5.96595,0.988,0.986,-0.20243,51.378,58.677,14.20647
Case_1-01,gauss,otsu,1.7,13,37.295,34.074,-8.63655,0.988,0.984,-0.40486,51.378,59.154,15.13488
Case_1-01,gauss,otsu,2,13,37.295,32.877,-11.84609,0.988,0.98,-0.80972,51.378,57.394,11.70929
Case_1-01,gauss,otsu,2.3,13,37.295,31.731,-14.91889,0.988,0.976,-1.21457,51.378,54.611,6.29258
Case_1-01,gauss,otsu,2.6,13,37.295,30.751,-17.54659,0.988,0.972,-1.61943,51.378,52.556,2.29281
Case_1-01,gauss,otsu,2.9,13,37.295,29.956,-19.67824,0.988,0.968,-2.02429,51.378,51.585,0.4029
Case_1-02,gauss,otsu,0.4,13,37.441,33.77,-9.80476,0.988,0.981,-0.7085,54.693,52.308,-4.3607
Case_1-02,gauss,otsu,0.7,13,37.441,34.598,-7.59328,0.988,0.984,-0.40486,54.693,53.752,-1.72051
Case_1-02,gauss,otsu,1.1,13,37.441,35.264,-5.81448,0.988,0.986,-0.20243,54.693,53.84,-1.55961
Case_1-02,gauss,otsu,1.4,13,37.441,35.037,-6.42077,0.988,0.986,-0.20243,54.693,53.584,-2.02768
Case_1-02,gauss,otsu,1.7,13,37.441,34.176,-8.72039,0.988,0.985,-0.30364,54.693,54.918,0.41139
Case_1-02,gauss,otsu,2,13,37.441,32.987,-11.89605,0.988,0.982,-0.60729,54.693,56.995,4.20895
Case_1-02,gauss,otsu,2.3,13,37.441,31.78,-15.11979,0.988,0.978,-1.01215,54.693,55.973,2.34034
Case_1-02,gauss,otsu,2.6,13,37.441,30.72,-17.95091,0.988,0.974,-1.417,54.693,53.449,-2.27451
Case_1-02,gauss,otsu,2.9,13,37.441,29.852,-20.26922,0.988,0.97,-1.82186,54.693,51.927,-5.05732
Case_1-03,gauss,otsu,0.4,13,37.908,35.111,-7.37839,0.99,0.985,-0.50505,51.283,46.213,-9.88632
Case_1-03,gauss,otsu,0.7,13,37.908,35.968,-5.11765,0.99,0.988,-0.20202,51.283,50.006,-2.4901
Case_1-03,gauss,otsu,1.1,13,37.908,36.472,-3.78812,0.99,0.989,-0.10101,51.283,51.549,0.51869
Case_1-03,gauss,otsu,1.4,13,37.908,36.123,-4.70877,0.99,0.989,-0.10101,51.283,53.055,3.45534
Case_1-03,gauss,otsu,1.7,13,37.908,35.275,-6.94576,0.99,0.988,-0.20202,51.283,53.279,3.89213
Case_1-03,gauss,otsu,2,13,37.908,34.216,-9.73937,0.99,0.986,-0.40404,51.283,52.974,3.29739
Case_1-03,gauss,otsu,2.3,13,37.908,33.178,-12.47758,0.99,0.984,-0.60606,51.283,53.171,3.68153
Case_1-03,gauss,otsu,2.6,13,37.908,32.275,-14.85966,0.99,0.981,-0.90909,51.283,54.082,5.45795
Case_1-03,gauss,otsu,2.9,13,37.908,31.534,-16.81439,0.99,0.979,-1.11111,51.283,55.142,7.52491
Case_1-04,gauss,otsu,0.4,13,37.908,35.146,-7.28606,0.991,0.986,-0.50454,54.941,53.292,-3.0014
Case_1-04,gauss,otsu,0.7,13,37.908,35.975,-5.09919,0.991,0.989,-0.20182,54.941,55.159,0.39679
Case_1-04,gauss,otsu,1.1,13,37.908,36.54,-3.60874,0.991,0.99,-0.10091,54.941,55.898,1.74187
Case_1-04,gauss,otsu,1.4,13,37.908,36.32,-4.18909,0.991,0.991,0,54.941,55.874,1.69819
Case_1-04,gauss,otsu,1.7,13,37.908,35.558,-6.19922,0.991,0.99,-0.10091,54.941,55.04,0.18019
Case_1-04,gauss,otsu,2,13,37.908,34.505,-8.977,0.991,0.988,-0.30272,54.941,54.176,-1.3924
Case_1-04,gauss,otsu,2.3,13,37.908,33.421,-11.83655,0.991,0.986,-0.50454,54.941,54.213,-1.32506
Case_1-04,gauss,otsu,2.6,13,37.908,32.457,-14.37955,0.991,0.984,-0.70636,54.941,55.364,0.76992
Case_1-04,gauss,otsu,2.9,13,37.908,31.659,-16.48465,0.991,0.981,-1.00908,54.941,56.571,2.96682
Case_1-05,gauss,otsu,0.4,13,37.837,35.09,-7.26009,0.99,0.985,-0.50505,50.689,44.398,-12.41098
Case_1-05,gauss,otsu,0.7,13,37.837,35.974,-4.92375,0.99,0.988,-0.20202,50.689,49.408,-2.52718
Case_1-05,gauss,otsu,1.1,13,37.837,36.432,-3.7133,0.99,0.99,0,50.689,51.814,2.21942
Case_1-05,gauss,otsu,1.4,13,37.837,36.006,-4.83918,0.99,0.989,-0.10101,50.689,53.316,5.18258
Case_1-05,gauss,otsu,1.7,13,37.837,35.095,-7.24687,0.99,0.988,-0.20202,50.689,53.585,5.71327
Case_1-05,gauss,otsu,2,13,37.837,34.005,-10.12765,0.99,0.985,-0.50505,50.689,53.426,5.39959
Case_1-05,gauss,otsu,2.3,13,37.837,32.954,-12.90536,0.99,0.983,-0.70707,50.689,53.899,6.33273
Case_1-05,gauss,otsu,2.6,13,37.837,32.047,-15.30248,0.99,0.98,-1.0101,50.689,55.015,8.5344
Case_1-05,gauss,otsu,2.9,13,37.837,31.307,-17.25824,0.99,0.977,-1.31313,50.689,55.996,10.46973
Case_1-06,gauss,otsu,0.4,13,37.314,34.015,-8.84119,0.99,0.984,-0.60606,53.472,52.823,-1.21372
Case_1-06,gauss,otsu,0.7,13,37.314,34.893,-6.48818,0.99,0.987,-0.30303,53.472,55.349,3.51025
Case_1-06,gauss,otsu,1.1,13,37.314,35.496,-4.87217,0.99,0.988,-0.20202,53.472,53.54,0.12717
Case_1-06,gauss,otsu,1.4,13,37.314,35.169,-5.74851,0.99,0.988,-0.20202,53.472,54.602,2.11326
Case_1-06,gauss,otsu,1.7,13,37.314,34.251,-8.20872,0.99,0.986,-0.40404,53.472,57.38,7.3085
Case_1-06,gauss,otsu,2,13,37.314,33.058,-11.40591,0.99,0.983,-0.70707,53.472,58.209,8.85884
Case_1-06,gauss,otsu,2.3,13,37.314,31.873,-14.58166,0.99,0.98,-1.0101,53.472,55.696,4.15919
