name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,5,40.124,34.394,-14.28073,0.993,0.986,-0.70493,48.578,55.984,15.24558
Case_1-02,avg,multilevel_tresholding,5,40.294,34.905,-13.3742,0.993,0.987,-0.60423,53.816,55.818,3.72008
Case_1-03,avg,multilevel_tresholding,5,40.758,35.029,-14.05614,0.994,0.989,-0.50302,47.54,55.927,17.64199
Case_1-04,avg,multilevel_tresholding,5,40.757,36.182,-11.22507,0.995,0.991,-0.40201,53.792,56.309,4.67913
Case_1-05,avg,multilevel_tresholding,5,40.656,35.399,-12.93044,0.994,0.989,-0.50302,46.334,56.724,22.42414
Case_1-06,avg,multilevel_tresholding,5,40.142,34.772,-13.37751,0.994,0.988,-0.60362,52.807,56.639,7.25661
Case_1-07,avg,multilevel_tresholding,5,40.462,35.209,-12.98255,0.995,0.989,-0.60302,49.158,57.439,16.84568
Case_1-08,avg,multilevel_tresholding,5,40.894,35.431,-13.35893,0.994,0.988,-0.60362,49.059,55.786,13.71206
Case_10-01,avg,multilevel_tresholding,5,39.593,32.057,-19.03367,0.991,0.963,-2.82543,44.341,54.064,21.92779
Case_10-02,avg,multilevel_tresholding,5,40.734,32.589,-19.99558,0.993,0.97,-2.31621,45.806,49.625,8.33734
Case_10-03,avg,multilevel_tresholding,5,38.835,31.745,-18.25673,0.989,0.959,-3.03337,43.98,54.552,24.0382
Case_10-04,avg,multilevel_tresholding,5,39.831,31.929,-19.83882,0.992,0.964,-2.82258,44.569,53.562,20.1777
Case_10-05,avg,multilevel_tresholding,5,41.79,34.835,-16.64274,0.993,0.979,-1.40987,49.507,57.737,16.62391
Case_10-06,avg,multilevel_tresholding,5,40.731,32.559,-20.06334,0.993,0.971,-2.21551,46.657,51.716,10.84296
Case_10-07,avg,multilevel_tresholding,5,40.561,32.651,-19.50149,0.993,0.971,-2.21551,45.585,54.427,19.39673
