sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-3.65793133950813,-0.396623464070607,-3.13455809185955,-11.2870916263134
0.7,3,-2.35462731607239,-0.0875159135339896,3.3259543710872,-32.8015022986138
1.1,3,-2.34291573459227,-0.0695995225488431,5.24272792382724,-26.7799633952582
1.4,3,-2.38676707069829,-0.0747738915735869,5.7988240002079,-25.1073565293671
1.7,3,-2.42312179481523,-0.0799614819806424,6.05418737413458,-24.2241871031169
2,3,-2.44338881031375,-0.0829061603309156,6.14030756355929,-23.7917165725615
2.3,3,-2.45581337690468,-0.0846399633698264,6.26389734959362,-23.4618175856408
2.6,3,-2.46654200266758,-0.0862178427620838,6.33078256919232,-23.1542958798169
2.9,3,-2.47493124021726,-0.0876227398821872,6.34121158762863,-22.917195290692
0.4,5,-5.14515257265158,-0.53383324974858,-3.51128794435309,-8.82461863710317
0.7,5,-2.96847577732147,-0.0851716529027048,2.50416323412341,-32.4702172174699
1.1,5,-2.36159112630251,0.00231898045446491,6.63707977746966,-10.9177566740198
1.4,5,-2.8436170791765,-0.0908198399154014,9.43585817974806,-3.50058281712396
1.7,5,-3.31508589468489,-0.1825539442228,11.07472965362,0.792937670363766
2,5,-3.66770738883801,-0.25325985714594,11.8827975886374,3.46089775026956
2.3,5,-3.9199944985287,-0.304944551697974,12.2717262161578,5.16587028092394
2.6,5,-4.10211978035706,-0.342666804075892,12.469746479826,6.2290855682809
2.9,5,-4.23623911812781,-0.37087499785681,12.544901608668,7.04922445623735
0.4,7,-5.16430226186083,-0.534915411051008,-3.51872320153569,-9.02967234215765
0.7,7,-2.88361788016895,-0.0775618428501468,2.36256584945118,-32.3105206186822
1.1,7,-1.78055256978798,0.0506828190021782,6.08989794717916,-1.97127882704732
1.4,7,-2.6782214538839,-0.120665594090775,10.2061487600985,10.2949267419149
1.7,7,-4.05679767407033,-0.376984737109202,13.5297919062005,20.0213117880544
2,7,-5.26674851730896,-0.619976161892392,15.2533635526991,29.2421693870085
2.3,7,-6.18997909230216,-0.819453203250046,15.6286848708753,36.9169003620933
2.6,7,-6.87374606805108,-0.975594536513718,15.3263543887508,42.251345114145
2.9,7,-7.38270542128945,-1.09676748694154,14.8341385381947,46.4630254874981
0.4,9,-5.16430225869667,-0.534915473637596,-3.51872307726958,-9.02980646659825
