type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,otsu,3,37.29525,25.075188875,-34.975516125,0.98763,0.933249875,-5.248153125,51.37817,48.112004,-0.5371549375
avg,otsu,5,37.29525,34.712809625,-10.0806753125,0.98763,0.9758026875,-0.9281480625,51.37817,54.929290625,13.501195875
avg,otsu,7,37.29525,33.5385985,-13.2269471875,0.98763,0.964235625,-2.105870625,51.37817,55.12241175,13.944106625
avg,otsu,9,37.29525,31.382949125,-18.8311248125,0.98763,0.9485559375,-3.7011683125,51.37817,55.4909459375,14.75550575
avg,otsu,11,37.29525,29.6402630625,-23.352656625,0.98763,0.9337406875,-5.2080998125,51.37817,55.7327469375,15.2480399375
avg,otsu,13,37.29525,28.2563021875,-26.9395174375,0.98763,0.92091575,-6.5122408125,51.37817,59.35121125,22.6041905625
