type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,fixed_multilevel_tresholding,3,37.29525,24.9511990625,-35.29626275,0.98763,0.9329911875,-5.27428125,51.37817,48.22894225,-0.2715256875
avg,fixed_multilevel_tresholding,5,37.29525,34.513283125,-10.5946418125,0.98763,0.9756085,-0.948009875,51.37817,56.1029726875,15.962009375
avg,fixed_multilevel_tresholding,7,37.29525,33.2869988125,-13.88171775,0.98763,0.9626790625,-2.2642631875,51.37817,56.877326375,17.5370915
avg,fixed_multilevel_tresholding,9,37.29525,31.1119749375,-19.533591125,0.98763,0.946513375,-3.908905875,51.37817,57.5105666875,18.9475279375
avg,fixed_multilevel_tresholding,11,37.29525,29.39809675,-23.97854825,0.98763,0.9317103125,-5.414528,51.37817,57.785832375,19.46897625
avg,fixed_multilevel_tresholding,13,37.29525,28.0551513125,-27.4584688125,0.98763,0.9190765,-6.699184625,51.37817,61.083285,26.162647375
