type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,otsu,0.4,3,33.47596,23.579606,-32.1110398125,0.97234,0.9003459375,-6.978946375,52.43543,42.49977525,-12.91212725
gauss,otsu,0.4,5,33.47596,32.760031,-5.77494375,0.97234,0.961356875,-0.6712631875,52.43543,47.6830426875,-2.784387125
gauss,otsu,0.4,7,33.47596,33.4711578125,-3.787352125,0.97234,0.962725625,-0.5301323125,52.43543,47.5753533125,-2.9865005625
gauss,otsu,0.4,9,33.47596,33.471159375,-3.7873480625,0.97234,0.962725625,-0.5301323125,52.43543,47.5753541875,-2.9864989375
gauss,otsu,0.4,11,33.47596,33.47116125,-3.7873425,0.97234,0.962725625,-0.5301323125,52.43543,47.5753548125,-2.9864975
gauss,otsu,0.4,13,33.47596,33.4711555,-3.78735875,0.97234,0.962725625,-0.5301323125,52.43543,47.575441375,-2.9863103125
gauss,otsu,0.7,3,33.47596,23.630228125,-31.9634440625,0.97234,0.9041370625,-6.5859689375,52.43543,46.8250114375,-3.96056
gauss,otsu,0.7,5,33.47596,33.422544625,-3.852216375,0.97234,0.96724375,-0.06109575,52.43543,51.1634245,4.399622375
gauss,otsu,0.7,7,33.47596,34.2684754375,-1.4837519375,0.97234,0.968727375,0.09191425,52.43543,50.912118875,3.9053920625
gauss,otsu,0.7,9,33.47596,34.2685435625,-1.4835596875,0.97234,0.968727375,0.09191425,52.43543,50.91222575,3.9056115
gauss,otsu,0.7,11,33.47596,34.2685435625,-1.4835596875,0.97234,0.968727375,0.09191425,52.43543,50.91222575,3.9056115
gauss,otsu,0.7,13,33.47596,34.2685435625,-1.4835596875,0.97234,0.968727375,0.09191425,52.43543,50.91222575,3.9056115
gauss,otsu,1.1,3,33.47596,23.6350958125,-31.9493515625,0.97234,0.9045680625,-6.5413735,52.43543,48.112189875,-1.2598355625
gauss,otsu,1.1,5,33.47596,33.6906599375,-3.0751080625,0.97234,0.9691610625,0.137163,52.43543,53.1663885625,8.515266375
gauss,otsu,1.1,7,33.47596,34.7720226875,-0.0334975625,0.97234,0.9712886875,0.35670275,52.43543,52.8021628125,7.8108484375
gauss,otsu,1.1,9,33.47596,34.7890411875,0.015059625,0.97234,0.97134275,0.3622853125,52.43543,52.792639125,7.7914280625
gauss,otsu,1.1,11,33.47596,34.7894933125,0.0163488125,0.97234,0.9713438125,0.3623951875,52.43543,52.7924595,7.7911881875
gauss,otsu,1.1,13,33.47596,34.7894971875,0.0163596875,0.97234,0.9713438125,0.3623951875,52.43543,52.792262,7.7908440625
gauss,otsu,1.4,3,33.47596,23.6348959375,-31.9499705625,0.97234,0.9045786875,-6.5403023125,52.43543,48.3854325625,-0.6869095
gauss,otsu,1.4,5,33.47596,33.6356703125,-3.237876625,0.97234,0.96876325,0.0955498125,52.43543,54.045635,10.3627925625
gauss,otsu,1.4,7,33.47596,34.67131225,-0.335551375,0.97234,0.9705119375,0.275397375,52.43543,54.5322191875,11.4362080625
gauss,otsu,1.4,9,33.47596,34.6797831875,-0.314413875,0.97234,0.970485625,0.272520875,52.43543,54.56554325,11.5102461875
gauss,otsu,1.4,11,33.47596,34.6797581875,-0.3148761875,0.97234,0.970481875,0.2721165,52.43543,54.569033875,11.5183870625
gauss,otsu,1.4,13,33.47596,34.6796833125,-0.315113875,0.97234,0.9704816875,0.2720958125,52.43543,54.5700756875,11.5204079375
gauss,otsu,1.7,3,33.47596,23.6344115,-31.9514006875,0.97234,0.904559875,-6.5422710625,52.43543,48.4934311875,-0.46147425
gauss,otsu,1.7,5,33.47596,33.5558743125,-3.4720660625,0.97234,0.968187875,0.0356464375,52.43543,54.4354889375,11.19875
gauss,otsu,1.7,7,33.47596,34.3722563125,-1.210099875,0.97234,0.9686675,0.0834593125,52.43543,55.803139375,14.135062125
gauss,otsu,1.7,9,33.47596,34.230326375,-1.6279358125,0.97234,0.9678470625,-0.00201593750000003,52.43543,55.92099825,14.4092565
gauss,otsu,1.7,11,33.47596,34.18432825,-1.7626384375,0.97234,0.96763325,-0.0242730625,52.43543,55.9208736875,14.416611
gauss,otsu,1.7,13,33.47596,34.1757858125,-1.787578125,0.97234,0.9675999375,-0.02773925,52.43543,55.9262610625,14.429483125
gauss,otsu,2,3,33.47596,23.634070625,-31.9524016875,0.97234,0.904542875,-6.54404275,52.43543,48.53914975,-0.367416
gauss,otsu,2,5,33.47596,33.4890030625,-3.6677746875,0.97234,0.967682625,-0.0169150625,52.43543,54.5328815,11.42834775
gauss,otsu,2,7,33.47596,34.070085375,-2.0903326875,0.97234,0.966729,-0.1180835625,52.43543,56.4124551875,15.4800285
gauss,otsu,2,9,33.47596,33.686432375,-3.2100023125,0.97234,0.9644780625,-0.3521936875,52.43543,56.558775875,15.8621053125
gauss,otsu,2,11,33.47596,33.506819625,-3.7324133125,0.97234,0.9635680625,-0.4467741875,52.43543,56.4692838125,15.70385775
gauss,otsu,2,13,33.47596,33.451153125,-3.8940274375,0.97234,0.9633244375,-0.4720843125,52.43543,56.444572375,15.660655375
