type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,multilevel_tresholding,3,33.47596,33.9009116875,-2.526531,0.97234,0.971013125,0.3288195625,52.43543,53.58365475,9.4144758125
avg,multilevel_tresholding,5,33.47596,34.0927685625,-2.00135825,0.97234,0.968189875,0.0338669375,52.43543,56.5813051875,15.831117625
avg,multilevel_tresholding,7,33.47596,32.6902789375,-6.101514,0.97234,0.9562128125,-1.2107679375,52.43543,56.664179,16.1004009375
avg,multilevel_tresholding,9,33.47596,30.8313110625,-11.4761431875,0.97234,0.9412561875,-2.76360575,52.43543,57.0666919375,16.9371400625
avg,multilevel_tresholding,11,33.47596,29.255587875,-16.019148625,0.97234,0.927319,-4.2096979375,52.43543,57.275331125,17.4516338125
avg,multilevel_tresholding,13,33.47596,27.9792438125,-19.694191,0.97234,0.915417625,-5.443811,52.43543,60.811533875,24.5985656875
