type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,fixed_multilevel_tresholding,0.4,3,33.47596,23.4866505,-32.3765288125,0.97234,0.8999198125,-7.02266675,52.43543,42.8408080625,-12.11586525
gauss,fixed_multilevel_tresholding,0.4,5,33.47596,33.2348289375,-4.391870625,0.97234,0.9649569375,-0.2981965,52.43543,48.449850125,-1.2514834375
gauss,fixed_multilevel_tresholding,0.4,7,33.47596,34.0651294375,-2.068491125,0.97234,0.9664778125,-0.1413536875,52.43543,48.34838825,-1.4382995625
gauss,fixed_multilevel_tresholding,0.4,9,33.47596,34.0651290625,-2.06849225,0.97234,0.9664778125,-0.1413536875,52.43543,48.3483883125,-1.4382994375
gauss,fixed_multilevel_tresholding,0.4,11,33.47596,34.0651289375,-2.0684925625,0.97234,0.9664778125,-0.1413536875,52.43543,48.34838825,-1.4382995625
gauss,fixed_multilevel_tresholding,0.4,13,33.47596,34.065126875,-2.0684984375,0.97234,0.9664778125,-0.1413536875,52.43543,48.348387875,-1.438300375
gauss,fixed_multilevel_tresholding,0.7,3,33.47596,23.5097449375,-32.3091954375,0.97234,0.903393875,-6.6625394375,52.43543,46.857687375,-3.824618375
gauss,fixed_multilevel_tresholding,0.7,5,33.47596,33.517213125,-3.569795625,0.97234,0.969347,0.1569171875,52.43543,52.274924625,6.7038415
gauss,fixed_multilevel_tresholding,0.7,7,33.47596,34.4227155625,-1.03199625,0.97234,0.9709294375,0.3201268125,52.43543,52.14357275,6.4694879375
gauss,fixed_multilevel_tresholding,0.7,9,33.47596,34.422776375,-1.0318244375,0.97234,0.9709294375,0.3201268125,52.43543,52.1435920625,6.46952725
gauss,fixed_multilevel_tresholding,0.7,11,33.47596,34.422776375,-1.0318244375,0.97234,0.9709294375,0.3201268125,52.43543,52.1435920625,6.46952725
gauss,fixed_multilevel_tresholding,0.7,13,33.47596,34.422776375,-1.0318244375,0.97234,0.9709294375,0.3201268125,52.43543,52.1435920625,6.46952725
gauss,fixed_multilevel_tresholding,1.1,3,33.47596,23.513334625,-32.2987283125,0.97234,0.9038049375,-6.620026875,52.43543,48.0102225625,-1.4283508125
gauss,fixed_multilevel_tresholding,1.1,5,33.47596,33.60456925,-3.3160070625,0.97234,0.9701451875,0.2390756875,52.43543,54.29781275,10.9082415
gauss,fixed_multilevel_tresholding,1.1,7,33.47596,34.6431615625,-0.39791025,0.97234,0.9719093125,0.4209229375,52.43543,54.779512375,11.9594504375
gauss,fixed_multilevel_tresholding,1.1,9,33.47596,34.654069125,-0.367026875,0.97234,0.971927,0.4227385,52.43543,54.797192875,11.9972065
gauss,fixed_multilevel_tresholding,1.1,11,33.47596,34.6542595625,-0.366478375,0.97234,0.9719275,0.4227898125,52.43543,54.7973928125,11.9976035
gauss,fixed_multilevel_tresholding,1.1,13,33.47596,34.6542630625,-0.3664685625,0.97234,0.9719275,0.4227898125,52.43543,54.797419375,11.9976934375
gauss,fixed_multilevel_tresholding,1.4,3,33.47596,23.5140396875,-32.296685875,0.97234,0.90382175,-6.6183211875,52.43543,48.2686351875,-0.8961968125
gauss,fixed_multilevel_tresholding,1.4,5,33.47596,33.552638625,-3.470507375,0.97234,0.96949625,0.1713580625,52.43543,54.87982675,12.1476599375
gauss,fixed_multilevel_tresholding,1.4,7,33.47596,34.5017136875,-0.81885575,0.97234,0.970443625,0.2681200625,52.43543,56.029766125,14.619320875
gauss,fixed_multilevel_tresholding,1.4,9,33.47596,34.4879753125,-0.8619558125,0.97234,0.97024475,0.2473696875,52.43543,56.1473318125,14.8768145625
gauss,fixed_multilevel_tresholding,1.4,11,33.47596,34.4852720625,-0.870104,0.97234,0.970223875,0.2451888125,52.43543,56.158590375,14.90174775
gauss,fixed_multilevel_tresholding,1.4,13,33.47596,34.4851286875,-0.8705463125,0.97234,0.9702229375,0.2450910625,52.43543,56.1590843125,14.90271775
gauss,fixed_multilevel_tresholding,1.7,3,33.47596,23.514644875,-32.294917875,0.97234,0.9038149375,-6.6190540625,52.43543,48.3711766875,-0.6867178125
gauss,fixed_multilevel_tresholding,1.7,5,33.47596,33.4847144375,-3.670468875,0.97234,0.968797,0.0985671875,52.43543,55.1631215625,12.7627096875
gauss,fixed_multilevel_tresholding,1.7,7,33.47596,34.2040024375,-1.692735625,0.97234,0.968165125,0.0311251875,52.43543,56.79855,16.293644
gauss,fixed_multilevel_tresholding,1.7,9,33.47596,34.0257708125,-2.2165361875,0.97234,0.9670005,-0.090006875,52.43543,57.040193625,16.8389814375
gauss,fixed_multilevel_tresholding,1.7,11,33.47596,33.9710641875,-2.3767500625,0.97234,0.966716625,-0.1195178125,52.43543,57.0763378125,16.9218184375
gauss,fixed_multilevel_tresholding,1.7,13,33.47596,33.961011125,-2.40609,0.97234,0.9666745,-0.123896375,52.43543,57.08130675,16.9334801875
gauss,fixed_multilevel_tresholding,2,3,33.47596,23.5148061875,-32.294437375,0.97234,0.9038026875,-6.62033625,52.43543,48.4115048125,-0.604029375
gauss,fixed_multilevel_tresholding,2,5,33.47596,33.4270221875,-3.8402585625,0.97234,0.968220125,0.0385469375,52.43543,55.2855483125,13.0415276875
gauss,fixed_multilevel_tresholding,2,7,33.47596,33.905799875,-2.5645585625,0.97234,0.96594875,-0.199262125,52.43543,57.1056465625,16.9930889375
gauss,fixed_multilevel_tresholding,2,9,33.47596,33.4710975,-3.832633625,0.97234,0.9632050625,-0.4844059375,52.43543,57.229315,17.3018069375
gauss,fixed_multilevel_tresholding,2,11,33.47596,33.2729184375,-4.4085708125,0.97234,0.9621560625,-0.5933711875,52.43543,57.232016375,17.31454275
gauss,fixed_multilevel_tresholding,2,13,33.47596,33.212653875,-4.5834410625,0.97234,0.961882625,-0.6217644375,52.43543,57.232292375,17.3163659375
