type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,fixed_multilevel_tresholding,3,33.47596,23.5153886875,-32.2927309375,0.97234,0.903764375,-6.624344125,52.43543,48.486660125,-0.4488081875
avg,fixed_multilevel_tresholding,5,33.47596,33.2092618125,-4.479622,0.97234,0.9661571875,-0.175951625,52.43543,55.4502028125,13.4571731875
avg,fixed_multilevel_tresholding,7,33.47596,32.639644125,-6.2444846875,0.97234,0.956035375,-1.229116625,52.43543,56.692796875,16.1761653125
avg,fixed_multilevel_tresholding,9,33.47596,30.8140515,-11.5247314375,0.97234,0.941171875,-2.7723381875,52.43543,57.2914379375,17.387497875
avg,fixed_multilevel_tresholding,11,33.47596,29.2503619375,-16.0340568125,0.97234,0.9272611875,-4.215705375,52.43543,57.4887445625,17.8921445
avg,fixed_multilevel_tresholding,13,33.47596,27.9751288125,-19.7061021875,0.97234,0.91534975,-5.4508699375,52.43543,60.970043,24.9207485
