type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,otsu,3,33.47596,23.6328095,-31.956104125,0.97234,0.9044853125,-6.5500393125,52.43543,48.6278384375,-0.1808196875
avg,otsu,5,33.47596,33.246032625,-4.3777885,0.97234,0.9657936875,-0.2132880625,52.43543,54.1122465,10.6528435625
avg,otsu,7,33.47596,32.8257163125,-5.7024864375,0.97234,0.9575170625,-1.07516125,52.43543,54.6346833125,11.965127875
avg,otsu,9,33.47596,31.0781871875,-10.7620645625,0.97234,0.943388125,-2.5424199375,52.43543,55.132862125,12.9538510625
avg,otsu,11,33.47596,29.5074655,-15.295076375,0.97234,0.9295419375,-3.979283375,52.43543,55.22908275,13.261076875
avg,otsu,13,33.47596,28.195195625,-19.0750886875,0.97234,0.9174398125,-5.2343485,52.43543,59.1193300625,21.177925625
