sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-0.000251121689781005,-2.93843754029158e-06,0.000479628617875312,0.00017028184925345
0.2,3,-0.000296177441731356,-3.47388313412575e-06,0.000478599936963008,0.000112510150383982
0.3,3,-0.000433939056935034,-5.00310480790728e-06,-1.86177358784336e-05,0.000288311206223002
0.4,3,0.298932200099249,0.0172960219394454,-1.50930669672772,4.1567626456642
0.5,3,0.854454505165113,0.0736907772139378,4.94822162789612,28.2623411505403
0.6,3,0.411682565381708,0.0742604540824646,9.29693880168677,31.6359939466868
0.7,3,-0.330317053320992,0.04946201521611,11.4863409309287,36.5695068397177
0.8,3,-0.93811283642815,0.0226814135779422,12.9010582339545,41.0234813569731
0.9,3,-1.3940327056705,0.000283197937448552,14.7451652454752,43.6711293110944
1,3,-1.74418723021822,-0.0181801753526692,14.7243989404452,45.9618986220386
1.1,3,-2.03570335277482,-0.0343025741607369,15.4493202351168,47.4288112283192
1.2,3,-2.20046210465745,-0.0433873573158491,15.2026682021216,48.1509936453752
1.3,3,-2.38813906780072,-0.0550406746143494,16.9073435243254,49.6430428185906
1.4,3,-2.51596600986262,-0.062641233652196,17.0127647835039,50.3845381084635
1.5,3,-2.61816935754708,-0.0687213641415965,16.9837899024853,50.9964518798008
1.6,3,-2.71314564256424,-0.0745988702388914,17.4608246705695,51.1674360743698
1.7,3,-2.78410236793198,-0.0791128386025136,17.4410397619021,51.6464228734214
1.8,3,-2.82592594166908,-0.081613056184671,17.3908521836715,51.8800273898151
1.9,3,-2.88910574981325,-0.0858454757994726,17.7161391953972,52.024224228194
2,3,-2.91652648054076,-0.0875237175278222,17.6731707108348,52.164960716911
2.1,3,-2.93924995837261,-0.088862068178197,17.6546591894865,52.2373267304133
2.2,3,-3.00436470384736,-0.0933513842925985,17.9521515796831,52.3972964101383
2.3,3,-3.01455849342813,-0.0939377059233742,17.9359210502015,52.379201058604
2.4,3,-3.0585284303997,-0.0967744448301427,18.0881189801282,52.626442295133
2.5,3,-3.06559220530571,-0.0971766858588495,18.0811956378275,52.6059992495548
2.6,3,-3.10170097074281,-0.0995307094612786,18.1726445939275,52.8187872756534
2.7,3,-3.10584830344924,-0.0997501732507627,18.168800787884,52.7967847769898
2.8,3,-3.14268756526703,-0.102159922893294,18.1959376407441,53.1874344740997
2.9,3,-3.15907269765402,-0.103166883419117,18.183213044533,53.3513820973028
3,3,-3.17019122763072,-0.103901494128774,18.1950041445494,53.4488818600957
