filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,-4.3690663796673,-0.258222570561909,6.78640285223732,-1.62528934336242,1
5,-7.76105019851705,-0.814673680361502,14.2932531777687,41.9634781839179,1
7,-13.2270212370688,-2.10597027404845,13.9447804822038,102.32712503771,1
9,-18.8311455080672,-3.7011762376834,14.7558115714397,124.577382812583,1
11,-23.3526738720676,-5.20810237063817,15.2488287970482,145.29566096192,1
13,-26.9395508394517,-6.51224659144708,22.6064338650732,157.553011805624,1
15,-29.8047200419151,-7.60040385123657,30.32243615056,170.228094449079,1
17,-32.1311808982489,-8.50475898646331,32.1683025236247,179.350526608705,1
19,-34.0596710948023,-9.26301435686753,32.1616485895396,186.812157940817,1
