sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque
0.4,3,-1.2244819375,-0.0417869375,-1.2274265
0.7,3,-1.7227135625,0.15868046875,5.359296
1.1,3,-1.8272585625,0.1752653125,7.15347146875
1.4,3,-1.84802609375,0.1736226875,7.6654474375
1.7,3,-1.8549663125,0.171687375,7.90643303125
2,3,-1.8587329375,0.16943678125,7.979990625
2.3,3,-1.86292209375,0.1681456875,8.09790625
2.6,3,-1.8646928125,0.16781428125,8.1595365625
2.9,3,-1.8694738125,0.1665321875,8.16886421875
0.4,5,-2.0206073125,-0.09261009375,-1.34184115625
0.7,5,-2.3098705,0.13983990625,6.06909565625
1.1,5,-2.33829059375,0.11285215625,11.0655955
1.4,5,-2.79609809375,-0.00653068749999999,12.95733490625
1.7,5,-3.22838884375,-0.10884171875,14.014674625
2,5,-3.55801740625,-0.19030765625,14.5863971875
2.3,5,-3.79818496875,-0.24899571875,14.9232896875
2.6,5,-3.97035190625,-0.28681984375,15.140200125
2.9,5,-4.09719446875,-0.31569590625,15.2691463125
0.4,7,-2.0307109375,-0.093883,-1.3435818125
0.7,7,-2.27100915625,0.14207475,6.03183753125
1.1,7,-2.13424628125,0.11016403125,11.5450491875
1.4,7,-3.13896784375,-0.13144084375,14.51921934375
1.7,7,-4.5204108125,-0.43350071875,16.26276575
2,7,-5.7462650625,-0.7005463125,16.88199309375
2.3,7,-6.6823925,-0.91945990625,16.90467003125
2.6,7,-7.380312875,-1.08739803125,16.738050625
2.9,7,-7.9013096875,-1.215297125,16.5469069375
0.4,9,-2.030702625,-0.093883,-1.3435818125
0.7,9,-2.27095096875,0.14207475,6.03154240625
1.1,9,-2.12078784375,0.1082359375,11.5708861875
1.4,9,-3.28748878125,-0.16704128125,14.7511678125
1.7,9,-5.3046730625,-0.578445875,16.6911014375
2,9,-7.38251465625,-1.0255446875,16.9695435
2.3,9,-9.11219653125,-1.433507,16.4188784375
2.6,9,-10.44003059375,-1.76901221875,16.01334303125
2.9,9,-11.444375375,-2.04169228125,15.82139325
0.4,11,-2.0307109375,-0.093883,-1.3435818125
0.7,11,-2.27095096875,0.14207475,6.03154240625
1.1,11,-2.120134625,0.1082359375,11.5711459375
1.4,11,-3.30794534375,-0.16896046875,14.77347059375
1.7,11,-5.52770175,-0.61146375,16.7515020625
2,11,-8.0780009375,-1.14732090625,16.8612638125
2.3,11,-10.393031,-1.681493375,16.2188674375
2.6,11,-12.2794365625,-2.1668865,15.95690796875
2.9,11,-13.749508375,-2.58335921875,16.131933125
0.4,13,-2.030702625,-0.093883,-1.3435818125
0.7,13,-2.27095096875,0.14207475,6.03154240625
1.1,13,-2.12010203125,0.1082359375,11.5711063125
1.4,13,-3.30954225,-0.16927965625,14.7781609375
1.7,13,-5.56748478125,-0.6149853125,16.75649584375
2,13,-8.28557878125,-1.1777675,16.8283135625
2.3,13,-10.92044265625,-1.7711380625,16.19394396875
2.6,13,-13.196871125,-2.35231328125,16.08172303125
2.9,13,-15.05166675,-2.8703458125,16.5259591875
0.4,15,-2.030702625,-0.093883,-1.34353453125
0.7,15,-2.27095096875,0.14207475,6.03154240625
1.1,15,-2.12010203125,0.1082359375,11.5711063125
1.4,15,-3.30969246875,-0.16927965625,14.77823678125
1.7,15,-5.57211596875,-0.615624375,16.7571121875
2,15,-8.33140853125,-1.18352559375,16.8290646875
2.3,15,-11.09308478125,-1.80288434375,16.19292303125
2.6,15,-13.5848659375,-2.4192626875,16.15897753125
2.9,15,-15.70418128125,-3.00926428125,16.6984114375
0.4,17,-2.030702625,-0.093883,-1.34353453125
0.7,17,-2.27095096875,0.14207475,6.03154240625
1.1,17,-2.12010203125,0.1082359375,11.5711063125
1.4,17,-3.30969246875,-0.16927965625,14.77823571875
1.7,17,-5.5725009375,-0.615624375,16.75685196875
2,17,-8.33902075,-1.1841679375,16.82715590625
2.3,17,-11.1383419375,-1.8083146875,16.1992609375
2.6,17,-13.72345759375,-2.44710225,16.1849155
2.9,17,-15.99197365625,-3.06271778125,16.7802455625
0.4,19,-2.030702625,-0.093883,-1.34357496875
0.7,19,-2.27095096875,0.14207475,6.03154240625
1.1,19,-2.12010203125,0.1082359375,11.5711063125
1.4,19,-3.30969246875,-0.16927965625,14.77823571875
1.7,19,-5.57253484375,-0.615624375,16.75671728125
2,19,-8.33995784375,-1.1841679375,16.82652878125
2.3,19,-11.14793440625,-1.808639875,16.20140971875
2.6,19,-13.7652713125,-2.4535166875,16.1959755625
2.9,19,-16.1033745625,-3.08225621875,16.81657353125
