name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,17,35.513,23.816,-32.93723,0.982,0.916,-6.72098,52.735,60.277,14.3017
Case_1-02,avg,otsu,17,35.612,23.085,-35.17635,0.982,0.908,-7.53564,54.475,57.057,4.73979
Case_1-03,avg,otsu,17,36.059,25.577,-29.06903,0.985,0.945,-4.06091,51.448,63.969,24.33719
Case_1-04,avg,otsu,17,36.06,25.248,-29.98336,0.986,0.945,-4.15822,54.6,63.706,16.67766
Case_1-05,avg,otsu,17,36.008,25.406,-29.44346,0.985,0.942,-4.36548,51.409,65.07,26.57317
Case_1-06,avg,otsu,17,35.482,23.389,-34.08207,0.985,0.919,-6.70051,54.128,59.29,9.53665
Case_1-07,avg,otsu,17,35.785,24.493,-31.55512,0.987,0.936,-5.16717,51.387,65.263,27.00294
Case_1-08,avg,otsu,17,36.215,25.595,-29.32487,0.983,0.94,-4.37436,51.919,64.349,23.94114
Case_10-01,avg,otsu,17,34.946,22.402,-35.89538,0.976,0.804,-17.62295,42.96,66.748,55.37244
Case_10-02,avg,otsu,17,35.813,22.236,-37.91081,0.98,0.808,-17.55102,45.966,65.933,43.43863
Case_10-03,avg,otsu,17,34.463,22.263,-35.40028,0.973,0.795,-18.29394,42.322,66.411,56.91839
Case_10-04,avg,otsu,17,35.063,21.751,-37.96595,0.978,0.8,-18.20041,43.414,65.333,50.48832
Case_10-05,avg,otsu,17,36.909,25.025,-32.19811,0.982,0.885,-9.8778,53.361,66.78,25.14758
Case_10-06,avg,otsu,17,35.791,22.28,-37.74971,0.98,0.821,-16.22449,46.239,64.719,39.96626
Case_10-07,avg,otsu,17,35.684,22.375,-37.29683,0.981,0.825,-15.90214,44.532,66.452,49.22303
Case_10-08,avg,otsu,17,35.654,22.439,-37.06456,0.981,0.826,-15.8002,44.582,66.509,49.18353
Case_10-09,avg,otsu,17,35.198,22.701,-35.50486,0.98,0.83,-15.30612,44.956,66.872,48.74989
Case_10-10,avg,otsu,17,35.995,24.204,-32.75733,0.977,0.836,-14.43193,42.752,67.387,57.62304
Case_11-07,avg,otsu,17,36.157,23.875,-33.96853,0.975,0.828,-15.07692,45.684,56.71,24.13536
Case_11-09,avg,otsu,17,40.644,30.105,-25.93003,0.974,0.936,-3.90144,47.147,50.662,7.45541
Case_11-10,avg,otsu,17,38.256,27.31,-28.61251,0.973,0.898,-7.70812,38.639,55.518,43.68384
Case_11-11,avg,otsu,17,38.322,27.072,-29.35651,0.974,0.894,-8.21355,41.793,55.174,32.01732
