name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,13,35.513,26.146,-26.37626,0.982,0.939,-4.37882,52.735,51.448,-2.4405
Case_1-02,avg,otsu,13,35.612,25.693,-27.85297,0.982,0.938,-4.48065,54.475,51.606,-5.26664
Case_1-03,avg,otsu,13,36.059,27.912,-22.59353,0.985,0.96,-2.53807,51.448,58.394,13.50101
Case_1-04,avg,otsu,13,36.06,27.752,-23.03938,0.986,0.962,-2.43408,54.6,58.072,6.35897
Case_1-05,avg,otsu,13,36.008,27.688,-23.10598,0.985,0.957,-2.84264,51.409,58.897,14.56554
Case_1-06,avg,otsu,13,35.482,25.943,-26.88405,0.985,0.944,-4.16244,54.128,50.57,-6.57331
Case_1-07,avg,otsu,13,35.785,26.85,-24.96856,0.987,0.953,-3.44478,51.387,54.714,6.4744
Case_1-08,avg,otsu,13,36.215,27.981,-22.73644,0.983,0.957,-2.64496,51.919,56.612,9.03908
Case_10-01,avg,otsu,13,34.946,23.852,-31.74612,0.976,0.833,-14.65164,42.96,55.528,29.25512
Case_10-02,avg,otsu,13,35.813,23.965,-33.08296,0.98,0.845,-13.77551,45.966,52.5,14.21485
Case_10-03,avg,otsu,13,34.463,23.668,-31.32345,0.973,0.824,-15.31346,42.322,55.985,32.28345
Case_10-04,avg,otsu,13,35.063,23.331,-33.45977,0.978,0.833,-14.82618,43.414,53.754,23.8172
Case_10-05,avg,otsu,13,36.909,26.847,-27.26164,0.982,0.908,-7.53564,53.361,60.157,12.73589
Case_10-06,avg,otsu,13,35.791,24.122,-32.60317,0.98,0.857,-12.55102,46.239,51.105,10.52358
Case_10-07,avg,otsu,13,35.684,23.998,-32.74857,0.981,0.856,-12.7421,44.532,54.945,23.38319
Case_10-08,avg,otsu,13,35.654,24.075,-32.47602,0.981,0.858,-12.53823,44.582,54.927,23.20443
Case_10-09,avg,otsu,13,35.198,24.215,-31.20348,0.98,0.856,-12.65306,44.956,56.539,25.76519
Case_10-10,avg,otsu,13,35.995,25.617,-28.83178,0.977,0.859,-12.07779,42.752,60.109,40.59927
Case_11-07,avg,otsu,13,36.157,25.356,-29.8725,0.975,0.856,-12.20513,45.684,57.201,25.21014
Case_11-09,avg,otsu,13,40.644,31.846,-21.64649,0.974,0.946,-2.87474,47.147,51.654,9.55946
Case_11-10,avg,otsu,13,38.256,28.767,-24.80395,0.973,0.912,-6.26927,38.639,56.331,45.78793
Case_11-11,avg,otsu,13,38.322,28.618,-25.32227,0.974,0.911,-6.46817,41.793,55.471,32.72797
Case_11-12,avg,otsu,13,37.84,28.207,-25.45719,0.973,0.904,-7.09147,52.506,56.091,6.82779
Case_11-13,avg,otsu,13,39.641,30.234,-23.73048,0.974,0.927,-4.82546,44.545,56.58,27.01762
Case_11-15,avg,otsu,13,37.002,27.33,-26.13913,0.981,0.913,-6.9317,51.014,57.02,11.77324
Case_12-01,avg,otsu,13,36.767,29.207,-20.56192,0.986,0.959,-2.73834,52.954,61.812,16.72773
Case_12-02,avg,otsu,13,36.615,29.128,-20.4479,0.987,0.96,-2.73556,52.77,64.162,21.58802
Case_12-03,avg,otsu,13,36.529,28.957,-20.72874,0.986,0.959,-2.73834,52.071,60.329,15.85912
Case_12-04,avg,otsu,13,36.886,27.548,-25.31584,0.987,0.938,-4.96454,50.243,57.624,14.6906
Case_12-05,avg,otsu,13,36.478,27.041,-25.87039,0.985,0.925,-6.09137,46.963,57.345,22.10676
Case_12-06,avg,otsu,13,36.103,27.287,-24.41902,0.985,0.934,-5.17766,46.111,59.467,28.96489
Case_12-07,avg,otsu,13,36.32,27.189,-25.14042,0.984,0.924,-6.09756,46.224,59.261,28.20396
