sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-0.000155041713503566,-2.41622947794803e-06,0.000431278415754322,-0.000456337123120318
0.2,3,-0.000196021063505883,-2.97933009904382e-06,0.000429905986417433,-0.00047715495385746
0.3,3,-0.000302113614478728,-4.58475194064269e-06,0.000579513013505985,0.00038742882562843
0.4,3,0.320915378713365,0.0217618191702769,-1.89929477183654,-3.14375858020848
0.5,3,1.01939901228823,0.0879476398043923,0.250731270428531,20.7602257409275
0.6,3,0.885729607227667,0.100600600914283,4.49255099159639,23.6524742839536
0.7,3,0.436302208074511,0.0871870619735921,7.4785025563744,28.5831213863389
0.8,3,0.0188497737542859,0.0678790704621693,8.78553074220601,31.9108039466161
0.9,3,-0.310296143466444,0.0511516605115564,10.007453585708,34.0036439152416
1,3,-0.573330733880702,0.0360502663911747,9.90095062091447,36.1126299618926
1.1,3,-0.794166515257066,0.0230823602781624,10.4458686885278,37.8366714863236
1.2,3,-0.925110131037817,0.0151563897594584,10.2155078928555,38.4507311639445
1.3,3,-1.06544711000737,0.00672808399211585,11.5959632149775,39.5447890746072
1.4,3,-1.16770160566545,0.000274813423237572,11.6563931874122,40.3737035766026
1.5,3,-1.24830652175238,-0.00492399777609012,11.6091991132528,40.8610386628879
1.6,3,-1.32362752364155,-0.00963737725707408,12.1279998517612,40.9322513621092
1.7,3,-1.37959437250122,-0.0133956266145942,12.0858295038498,41.2779881672402
1.8,3,-1.41320109684413,-0.0155731447381869,12.0349990255265,41.452098123596
1.9,3,-1.46104414236874,-0.0187616414673442,12.3439063663031,41.5757296913506
2,3,-1.48360736180386,-0.0202531235067207,12.2998686016635,41.6773074914822
2.1,3,-1.50197372237564,-0.0214264449361747,12.2765288288747,41.7225654250686
2.2,3,-1.55440231038343,-0.0250707347182718,12.5647563169271,41.981530402628
2.3,3,-1.5630722657522,-0.0256106440219068,12.5525355746672,41.9855850486597
2.4,3,-1.59747036526681,-0.0279014742548822,12.6710218398437,42.2619509269494
2.5,3,-1.60362522979355,-0.0282818465887016,12.661727892158,42.2532989623634
2.6,3,-1.63095181791819,-0.0301650811088175,12.7345922227231,42.5476592712901
2.7,3,-1.63463150836385,-0.0303783069440028,12.7325017791071,42.5314023004039
2.8,3,-1.66472967442808,-0.0324941002321921,12.7294629157157,42.8626791668784
2.9,3,-1.67848803390908,-0.0334041018655889,12.7112257740952,43.0138719006579
3,3,-1.68664287519133,-0.0339819398497535,12.7234419670639,43.1078420997814
