name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,7,33.476,31.443,-6.07301,0.972,0.97,-0.20576,52.435,50.732,-3.24783
Case_1-02,avg,otsu,7,33.482,31.562,-5.73442,0.972,0.972,0,52.75,49.042,-7.02938
Case_1-03,avg,otsu,7,33.98,32.587,-4.09947,0.977,0.978,0.10235,49.548,53.397,7.76822
Case_1-04,avg,otsu,7,33.947,32.879,-3.14608,0.979,0.981,0.20429,52.916,52.657,-0.48945
Case_1-05,avg,otsu,7,33.969,32.448,-4.47761,0.978,0.977,-0.10225,49.426,53.688,8.62299
Case_1-06,avg,otsu,7,33.434,31.629,-5.3987,0.977,0.975,-0.20471,53.791,49.862,-7.3042
Case_1-07,avg,otsu,7,33.741,32.085,-4.90798,0.981,0.978,-0.30581,52.955,52.784,-0.32292
Case_1-08,avg,otsu,7,34.152,32.775,-4.03197,0.975,0.976,0.10256,49.907,52.674,5.54431
Case_10-01,avg,otsu,7,32.913,28.619,-13.04652,0.964,0.921,-4.46058,41.999,54.431,29.6007
Case_10-02,avg,otsu,7,33.662,29.419,-12.60472,0.969,0.935,-3.50877,44.972,50.247,11.72952
Case_10-03,avg,otsu,7,32.564,28.289,-13.12799,0.961,0.914,-4.89074,41.347,55.153,33.39057
Case_10-04,avg,otsu,7,32.984,28.387,-13.93706,0.967,0.924,-4.44674,42.219,53.652,27.08022
Case_10-05,avg,otsu,7,34.767,31.895,-8.26071,0.972,0.957,-1.54321,50.273,55.391,10.18041
Case_10-06,avg,otsu,7,33.637,29.596,-12.01356,0.97,0.939,-3.19588,45.244,49.68,9.80461
Case_10-07,avg,otsu,7,33.555,29.194,-12.99657,0.971,0.937,-3.50154,43.705,53.609,22.66102
Case_10-08,avg,otsu,7,33.535,29.318,-12.57492,0.971,0.938,-3.39856,43.72,53.369,22.06999
Case_10-09,avg,otsu,7,33.125,29.135,-12.04528,0.969,0.935,-3.50877,44.105,53.646,21.63247
Case_10-10,avg,otsu,7,33.951,30.085,-11.387,0.965,0.929,-3.73057,42.055,56.754,34.95185
Case_11-07,avg,otsu,7,34.089,30.377,-10.88914,0.963,0.935,-2.90758,54.242,52.435,-3.33137
Case_11-09,avg,otsu,7,38.547,36.219,-6.03938,0.965,0.963,-0.20725,48.089,48.431,0.71118
Case_11-10,avg,otsu,7,36.241,33.098,-8.6725,0.964,0.951,-1.34855,39.272,48.477,23.43909
Case_11-11,avg,otsu,7,36.246,33.213,-8.36782,0.965,0.953,-1.24352,39.729,47.821,20.36799
Case_11-12,avg,otsu,7,35.801,32.833,-8.29027,0.962,0.948,-1.4553,45.986,52.62,14.42613
Case_11-13,avg,otsu,7,37.679,34.536,-8.34152,0.966,0.957,-0.93168,45.616,50.686,11.11452
Case_11-15,avg,otsu,7,34.824,31.979,-8.16965,0.971,0.957,-1.44181,54.989,52.938,-3.72984
Case_12-01,avg,otsu,7,34.878,33.639,-3.55238,0.98,0.978,-0.20408,51.159,54.722,6.96456
Case_12-02,avg,otsu,7,34.763,33.597,-3.35414,0.981,0.979,-0.20387,53.067,54.544,2.78327
Case_12-03,avg,otsu,7,34.647,33.481,-3.36537,0.98,0.978,-0.20408,52.704,53.501,1.51222
Case_12-04,avg,otsu,7,34.72,32.309,-6.94412,0.98,0.97,-1.02041,52.736,54.617,3.56682
Case_12-05,avg,otsu,7,34.393,31.675,-7.90277,0.977,0.962,-1.53531,50.315,55.336,9.97913
Case_12-06,avg,otsu,7,34.131,31.808,-6.80613,0.977,0.966,-1.1259,49.589,55.464,11.84739
Case_12-07,avg,otsu,7,34.275,31.712,-7.47775,0.976,0.961,-1.53689,49.935,55.339,10.82207
Case_12-08,avg,otsu,7,34.359,32.105,-6.56014,0.979,0.968,-1.1236,51.181,54.842,7.15305
Case_12-09,avg,otsu,7,34.458,32.101,-6.84021,0.98,0.971,-0.91837,51.664,55.105,6.66034
Case_12-10,avg,otsu,7,34.418,33.358,-3.07978,0.98,0.979,-0.10204,52.146,52.256,0.21095
Case_12-11,avg,otsu,7,34.365,31.796,-7.47563,0.98,0.97,-1.02041,51.479,56.39,9.53981
Case_12-12,avg,otsu,7,34.446,32.389,-5.97167,0.976,0.967,-0.92213,52.459,55.149,5.12781
Case_13-01,avg,otsu,7,33.573,29.846,-11.10118,0.964,0.932,-3.3195,42.426,55.558,30.95272
Case_13-02,avg,otsu,7,33.589,29.394,-12.48921,0.962,0.92,-4.3659,43.447,54.379,25.16169
Case_13-03,avg,otsu,7,33.767,29.672,-12.12722,0.965,0.93,-3.62694,43.664,54.8,25.50385
Case_13-04,avg,otsu,7,34.317,31.409,-8.47393,0.962,0.941,-2.18295,48.349,56.863,17.60946
Case_13-05,avg,otsu,7,34.043,31.455,-7.60215,0.964,0.948,-1.65975,45.51,56.672,24.52648
Case_13-06,avg,otsu,7,33.804,29.842,-11.72051,0.968,0.935,-3.40909,42.93,55.449,29.16143
Case_13-07,avg,otsu,7,33.52,30.298,-9.61217,0.964,0.938,-2.6971,42.153,55.915,32.64774
Case_13-10,avg,otsu,7,33.765,30.444,-9.83563,0.959,0.932,-2.81543,44.046,55.941,27.00586
Case_13-11,avg,otsu,7,33.582,29.658,-11.68483,0.96,0.925,-3.64583,43.169,55.477,28.5112
Case_13-12,avg,otsu,7,34.233,30.258,-11.6116,0.965,0.933,-3.31606,52.101,53.416,2.52394
Case_14-01,avg,otsu,7,34.442,32.325,-6.14657,0.947,0.926,-2.21753,51.727,55.048,6.42024
Case_14-02,avg,otsu,7,34.248,31.386,-8.35669,0.941,0.902,-4.14453,47.501,55.389,16.60597
Case_14-03,avg,otsu,7,34.341,31.341,-8.73591,0.951,0.918,-3.47003,51.001,54.568,6.99398
Case_14-04,avg,otsu,7,34.808,31.433,-9.69605,0.975,0.955,-2.05128,52.195,54.968,5.31277
Case_14-05,avg,otsu,7,34.22,31.286,-8.57393,0.952,0.922,-3.15126,52.51,54.643,4.06208
Case_14-06,avg,otsu,7,34.321,31.435,-8.40885,0.966,0.943,-2.38095,51.939,55.034,5.95891
Case_14-07,avg,otsu,7,34.169,30.946,-9.43253,0.955,0.917,-3.97906,50.214,55.929,11.38129
Case_14-08,avg,otsu,7,34.392,31.647,-7.98151,0.961,0.937,-2.4974,49.731,55.243,11.08363
Case_14-09,avg,otsu,7,34.312,31.359,-8.60632,0.954,0.919,-3.66876,48.358,55.853,15.49899
Case_14-11,avg,otsu,7,34.348,31.276,-8.94375,0.947,0.907,-4.22386,46.723,55.427,18.62894
Case_14-12,avg,otsu,7,34.551,31.492,-8.85358,0.945,0.905,-4.2328,50.616,55.402,9.45551
Case_15-02,avg,otsu,7,35.337,33.794,-4.36653,0.961,0.957,-0.41623,48.991,55.289,12.85542
Case_15-03,avg,otsu,7,34.431,32.286,-6.22985,0.956,0.946,-1.04603,53.402,54.283,1.64975
Case_15-04,avg,otsu,7,35.197,33.999,-3.4037,0.962,0.958,-0.4158,46.055,57.992,25.91901
Case_15-05,avg,otsu,7,35.459,34.336,-3.16704,0.969,0.965,-0.4128,46.783,58.233,24.4747
Case_15-06,avg,otsu,7,35.426,34.295,-3.19257,0.97,0.966,-0.41237,48.331,58.053,20.11545
Case_15-07,avg,otsu,7,35.542,34.91,-1.77818,0.975,0.975,0,50.427,55.749,10.55387
Case_15-08,avg,otsu,7,35.286,34.237,-2.97285,0.971,0.969,-0.20597,47.005,58.042,23.48048
Case_15-09,avg,otsu,7,34.811,33.249,-4.48709,0.966,0.96,-0.62112,52.62,54.735,4.01938
Case_15-10,avg,otsu,7,34.385,33.013,-3.99011,0.97,0.966,-0.41237,52.253,55.036,5.32601
Case_15-11,avg,otsu,7,34.101,32.37,-5.0761,0.965,0.957,-0.82902,51.996,53.356,2.61559
Case_15-12,avg,otsu,7,35.404,34.17,-3.48548,0.972,0.97,-0.20576,49.992,54.056,8.1293
Case_16-01,avg,otsu,7,35.232,33.419,-5.14589,0.952,0.947,-0.52521,55.323,57.026,3.07829
Case_16-02,avg,otsu,7,35.15,33.885,-3.59886,0.963,0.962,-0.10384,45.793,53.304,16.40207
Case_16-03,avg,otsu,7,35.059,32.892,-6.18101,0.957,0.947,-1.04493,43.51,54.76,25.85613
Case_16-04,avg,otsu,7,35.447,33.791,-4.67176,0.956,0.951,-0.52301,51.594,53.292,3.29108
Case_16-05,avg,otsu,7,35.491,33.743,-4.92519,0.955,0.953,-0.20942,54.816,55.861,1.90638
Case_16-06,avg,otsu,7,34.237,32.353,-5.50282,0.969,0.962,-0.72239,52.907,54.693,3.37573
Case_16-07,avg,otsu,7,35.164,33.509,-4.70652,0.963,0.959,-0.41537,48.529,51.238,5.58223
Case_16-08,avg,otsu,7,34.392,32.639,-5.09712,0.972,0.964,-0.82305,52.67,55.428,5.23638
Case_16-09,avg,otsu,7,34.99,33.207,-5.09574,0.968,0.96,-0.82645,52.763,55.587,5.35224
Case_16-10,avg,otsu,7,35.438,34.298,-3.21689,0.963,0.957,-0.62305,45.282,58.642,29.504
Case_16-11,avg,otsu,7,34.611,33.315,-3.74447,0.974,0.969,-0.51335,50.136,55.398,10.49545
Case_16-12,avg,otsu,7,34.532,33.176,-3.92679,0.972,0.968,-0.41152,50.221,56.293,12.09056
Case_16-13,avg,otsu,7,34.386,32.554,-5.32775,0.969,0.962,-0.72239,52.87,55.208,4.42217
Case_17-01,avg,otsu,7,33.93,31.738,-6.46036,0.974,0.965,-0.92402,48.518,53.89,11.07218
Case_17-02,avg,otsu,7,33.788,32.067,-5.09352,0.974,0.969,-0.51335,50.88,53.477,5.10417
Case_17-03,avg,otsu,7,33.795,31.485,-6.83533,0.968,0.959,-0.92975,48.765,53.927,10.58546
Case_17-04,avg,otsu,7,33.56,31.263,-6.84446,0.973,0.964,-0.92497,47.495,52.511,10.56111
Case_17-05,avg,otsu,7,33.959,31.389,-7.56795,0.964,0.953,-1.14108,49.105,53.914,9.7933
Case_17-06,avg,otsu,7,33.193,30.639,-7.69439,0.97,0.957,-1.34021,46.087,52.274,13.42461
Case_17-07,avg,otsu,7,33.889,31.676,-6.53014,0.971,0.962,-0.92688,50.708,52.625,3.78047
Case_17-08,avg,otsu,7,34.191,32.213,-5.78515,0.977,0.971,-0.61412,53.227,54.171,1.77354
Case_17-09,avg,otsu,7,33.977,31.709,-6.6751,0.972,0.964,-0.82305,53.537,54.072,0.99931
Case_17-10,avg,otsu,7,34.173,32.016,-6.312,0.968,0.96,-0.82645,51.037,52.954,3.7561
Case_17-11,avg,otsu,7,33.119,30.967,-6.49778,0.976,0.968,-0.81967,47.096,52.213,10.86504
Case_17-12,avg,otsu,7,33.674,31.553,-6.29863,0.97,0.962,-0.82474,49.255,52.04,5.65425
Case_2-01,avg,otsu,7,35.891,34.885,-2.80293,0.972,0.973,0.10288,45.317,53.666,18.42355
Case_2-02,avg,otsu,7,36.378,35.644,-2.0177,0.974,0.978,0.41068,44.547,58.033,30.27364
Case_2-03,avg,otsu,7,35.419,34.27,-3.24402,0.975,0.976,0.10256,43.043,56.598,31.49176
Case_2-04,avg,otsu,7,35.722,34.995,-2.03516,0.975,0.977,0.20513,47.07,54.12,14.97769
Case_2-05,avg,otsu,7,37.197,36.945,-0.67747,0.971,0.977,0.61792,47.499,54.267,14.24872
Case_2-06,avg,otsu,7,36.569,36.045,-1.43291,0.974,0.98,0.61602,45.713,57.777,26.39074
Case_2-07,avg,otsu,7,36.366,35.818,-1.5069,0.975,0.98,0.51282,45.189,57.357,26.92691
Case_2-08,avg,otsu,7,35.789,35.13,-1.84135,0.975,0.978,0.30769,46.356,54.993,18.63189
Case_3-01,avg,otsu,7,34.411,33.98,-1.25251,0.974,0.977,0.30801,47.791,52.565,9.98933
Case_3-02,avg,otsu,7,33.495,32.55,-2.82132,0.975,0.974,-0.10256,53.717,52.565,-2.14457
Case_3-03,avg,otsu,7,33.462,32.346,-3.33513,0.97,0.968,-0.20619,53.325,52.585,-1.38772
Case_3-04,avg,otsu,7,33.664,32.681,-2.92003,0.976,0.974,-0.20492,53.82,53.137,-1.26904
Case_3-05,avg,otsu,7,33.343,32.47,-2.61824,0.974,0.974,0,51.615,51.709,0.18212
Case_3-06,avg,otsu,7,33.534,32.25,-3.82895,0.972,0.968,-0.41152,51.383,53.602,4.31855
Case_3-07,avg,otsu,7,34.25,33.85,-1.16788,0.982,0.983,0.10183,52.011,56.229,8.10982
Case_3-08,avg,otsu,7,33.99,32.853,-3.3451,0.974,0.973,-0.10267,55.234,52.843,-4.32886
Case_3-09,avg,otsu,7,34.585,34.247,-0.9773,0.974,0.976,0.20534,52.623,54.539,3.64099
Case_3-10,avg,otsu,7,34.116,33.245,-2.55305,0.979,0.978,-0.10215,52.581,53.816,2.34876
Case_4-01,avg,otsu,7,36.198,35.617,-1.60506,0.975,0.979,0.41026,57.01,58.318,2.29433
Case_4-02,avg,otsu,7,35.2,35.035,-0.46875,0.989,0.991,0.20222,47.343,59.721,26.14536
Case_4-03,avg,otsu,7,35.465,34.983,-1.35909,0.985,0.987,0.20305,48.818,56.69,16.1252
Case_4-04,avg,otsu,7,35.075,34.774,-0.85816,0.99,0.991,0.10101,47.353,59.656,25.98146
Case_4-05,avg,otsu,7,35.035,34.589,-1.27301,0.987,0.989,0.20263,48.252,59.361,23.02288
Case_4-06,avg,otsu,7,35.192,34.725,-1.32701,0.988,0.99,0.20243,48.811,58.103,19.03669
Case_4-07,avg,otsu,7,35.473,35.268,-0.5779,0.987,0.989,0.20263,43.381,59.851,37.96593
Case_4-08,avg,otsu,7,36.438,36.859,1.15539,0.987,0.991,0.40527,47.883,62.366,30.24664
Case_4-09,avg,otsu,7,35.653,35.564,-0.24963,0.989,0.991,0.20222,44.463,60.034,35.02013
Case_4-10,avg,otsu,7,34.832,34.418,-1.18856,0.986,0.988,0.20284,46.797,58.038,24.02077
Case_5-01,avg,otsu,7,35.524,34.911,-1.72559,0.972,0.975,0.30864,51.268,54.446,6.1988
Case_5-02,avg,otsu,7,35.811,35.007,-2.24512,0.963,0.967,0.41537,49.475,54.127,9.40273
Case_5-04,avg,otsu,7,36.049,35.322,-2.0167,0.964,0.969,0.51867,44.307,57.442,29.64543
Case_5-05,avg,otsu,7,35.889,35.351,-1.49907,0.974,0.977,0.30801,52.911,52.977,0.12474
Case_5-07,avg,otsu,7,36.058,35.327,-2.02729,0.966,0.971,0.5176,46.34,56.867,22.71688
Case_5-08,avg,otsu,7,35.829,35.049,-2.17701,0.969,0.973,0.4128,51.889,53.578,3.25503
Case_6-01,avg,otsu,7,33.747,32.169,-4.67597,0.972,0.971,-0.10288,52.247,52.816,1.08906
Case_6-02,avg,otsu,7,33.631,32.12,-4.49288,0.97,0.97,0,53.115,50.626,-4.68606
Case_6-03,avg,otsu,7,33.686,32.212,-4.37571,0.974,0.972,-0.20534,52.509,51.359,-2.1901
Case_6-04,avg,otsu,7,34.387,33.013,-3.9957,0.972,0.972,0,43.391,56.475,30.15372
Case_6-05,avg,otsu,7,33.69,32.625,-3.16118,0.975,0.977,0.20513,53.746,50.085,-6.81167
Case_6-06,avg,otsu,7,34.027,33.031,-2.92709,0.977,0.978,0.10235,50.368,52.477,4.18718
Case_6-07,avg,otsu,7,34.428,33.155,-3.69757,0.973,0.973,0,42.993,55.902,30.02582
Case_6-08,avg,otsu,7,33.592,32.38,-3.608,0.968,0.97,0.20661,50.744,51.202,0.90257
Case_6-10,avg,otsu,7,34.305,33.393,-2.6585,0.972,0.975,0.30864,49.742,51.576,3.68703
Case_7-01,avg,otsu,7,39.116,38.161,-2.44146,0.957,0.961,0.41797,49.84,55.298,10.95104
Case_7-02,avg,otsu,7,39.128,38.219,-2.32314,0.959,0.963,0.4171,45.954,52.96,15.24568
Case_7-03,avg,otsu,7,38.507,37.146,-3.53442,0.962,0.964,0.2079,46.162,54.308,17.64655
Case_7-04,avg,otsu,7,38.833,37.719,-2.86869,0.963,0.965,0.20768,45.408,53.964,18.84249
Case_7-05,avg,otsu,7,38.177,36.689,-3.89763,0.963,0.964,0.10384,46.168,54.879,18.86805
Case_7-06,avg,otsu,7,38.122,36.416,-4.47511,0.964,0.964,0,45.409,53.614,18.06911
Case_7-07,avg,otsu,7,38.318,36.977,-3.49966,0.967,0.968,0.10341,48.802,52.605,7.79271
