name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,15,33.476,24.878,-25.68407,0.972,0.926,-4.73251,52.435,57.528,9.71298
Case_1-02,avg,otsu,15,33.482,24.257,-27.55212,0.972,0.921,-5.24691,52.75,57.367,8.75261
Case_1-03,avg,otsu,15,33.98,26.644,-21.58917,0.977,0.951,-2.66121,49.548,62.489,26.11811
Case_1-04,avg,otsu,15,33.947,26.375,-22.30536,0.979,0.953,-2.65577,52.916,61.631,16.4695
Case_1-05,avg,otsu,15,33.969,26.454,-22.12311,0.978,0.949,-2.96524,49.426,63.172,27.81127
Case_1-06,avg,otsu,15,33.434,24.548,-26.57774,0.977,0.93,-4.81064,53.791,56.397,4.84468
Case_1-07,avg,otsu,15,33.741,25.556,-24.25832,0.981,0.943,-3.8736,52.955,60.974,15.14305
Case_1-08,avg,otsu,15,34.152,26.689,-21.85231,0.975,0.947,-2.87179,49.907,61.969,24.16895
Case_10-01,avg,otsu,15,32.913,23.025,-30.04284,0.964,0.815,-15.45643,41.999,62.239,48.19162
Case_10-02,avg,otsu,15,33.662,22.983,-31.7242,0.969,0.823,-15.06708,44.972,59.337,31.9421
Case_10-03,avg,otsu,15,32.564,22.859,-29.80285,0.961,0.806,-16.12903,41.347,63.015,52.40525
Case_10-04,avg,otsu,15,32.984,22.433,-31.98824,0.967,0.813,-15.92554,42.219,60.857,44.146
Case_10-05,avg,otsu,15,34.767,25.819,-25.73705,0.972,0.894,-8.02469,50.273,65.294,29.87886
Case_10-06,avg,otsu,15,33.637,23.082,-31.37914,0.97,0.836,-13.81443,45.244,58.681,29.69897
Case_10-07,avg,otsu,15,33.555,23.07,-31.24721,0.971,0.837,-13.80021,43.705,62.208,42.33612
Case_10-08,avg,otsu,15,33.535,23.139,-31.00045,0.971,0.839,-13.59423,43.72,62.257,42.39936
Case_10-09,avg,otsu,15,33.125,23.35,-29.50943,0.969,0.84,-13.31269,44.105,63.085,43.03367
Case_10-10,avg,otsu,15,33.951,24.812,-26.91821,0.965,0.845,-12.43523,42.055,66.031,57.01106
Case_11-07,avg,otsu,15,34.089,24.494,-28.14691,0.963,0.838,-12.98027,54.242,58.788,8.38096
Case_11-09,avg,otsu,15,38.547,30.803,-20.08976,0.965,0.936,-3.00518,48.089,50.817,5.67281
Case_11-10,avg,otsu,15,36.241,27.926,-22.94363,0.964,0.902,-6.43154,39.272,56.185,43.06631
Case_11-11,avg,otsu,15,36.246,27.708,-23.5557,0.965,0.9,-6.73575,39.729,55.791,40.42891
Case_11-12,avg,otsu,15,35.801,27.329,-23.66414,0.962,0.892,-7.27651,45.986,55.343,20.3475
Case_11-13,avg,otsu,15,37.679,29.365,-22.06534,0.966,0.918,-4.96894,45.616,54.716,19.94914
Case_11-15,avg,otsu,15,34.824,26.478,-23.96623,0.971,0.903,-7.00309,54.989,56.48,2.71145
Case_12-01,avg,otsu,15,34.878,28.08,-19.4908,0.98,0.952,-2.85714,51.159,67.635,32.20548
Case_12-02,avg,otsu,15,34.763,28.006,-19.43733,0.981,0.954,-2.75229,53.067,68.433,28.95585
