name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,19,35.513,22.78,-35.85448,0.982,0.903,-8.04481,52.735,60.989,15.65184
Case_1-02,avg,multilevel_tresholding,19,35.612,21.937,-38.39998,0.982,0.891,-9.2668,54.475,58.978,8.26618
Case_1-03,avg,multilevel_tresholding,19,36.059,24.451,-32.19169,0.985,0.936,-4.97462,51.448,65.282,26.88929
Case_1-04,avg,multilevel_tresholding,19,36.06,24.082,-33.21686,0.986,0.935,-5.17241,54.6,66.135,21.12637
Case_1-05,avg,multilevel_tresholding,19,36.008,24.333,-32.42335,0.985,0.933,-5.27919,51.409,66.746,29.8333
Case_1-06,avg,multilevel_tresholding,19,35.482,22.283,-37.19914,0.985,0.906,-8.0203,54.128,61.51,13.63804
Case_1-07,avg,multilevel_tresholding,19,35.785,23.489,-34.36077,0.987,0.927,-6.07903,51.387,67.726,31.79598
Case_1-08,avg,multilevel_tresholding,19,36.215,24.473,-32.42303,0.983,0.93,-5.39166,51.919,65.221,25.62068
Case_10-01,avg,multilevel_tresholding,19,34.946,21.874,-37.40628,0.976,0.794,-18.64754,42.96,67.045,56.06378
Case_10-02,avg,multilevel_tresholding,19,35.813,21.618,-39.63644,0.98,0.796,-18.77551,45.966,67.801,47.5025
Case_10-03,avg,multilevel_tresholding,19,34.463,21.747,-36.89754,0.973,0.786,-19.21891,42.322,66.807,57.85407
Case_10-04,avg,multilevel_tresholding,19,35.063,21.177,-39.603,0.978,0.789,-19.32515,43.414,66.883,54.0586
Case_10-05,avg,multilevel_tresholding,19,36.909,24.316,-34.11905,0.982,0.876,-10.7943,53.361,66.458,24.54414
Case_10-06,avg,multilevel_tresholding,19,35.791,21.595,-39.6636,0.98,0.808,-17.55102,46.239,66.477,43.76825
Case_10-07,avg,multilevel_tresholding,19,35.684,21.79,-38.93622,0.981,0.815,-16.92151,44.532,67.043,50.55017
Case_10-08,avg,multilevel_tresholding,19,35.654,21.851,-38.71375,0.981,0.816,-16.81957,44.582,67.025,50.34094
Case_10-09,avg,multilevel_tresholding,19,35.198,22.138,-37.10438,0.98,0.821,-16.22449,44.956,67.283,49.66412
Case_10-10,avg,multilevel_tresholding,19,35.995,23.66,-34.26865,0.977,0.828,-15.25077,42.752,64.454,50.76254
Case_11-07,avg,multilevel_tresholding,19,36.157,23.365,-35.37904,0.975,0.819,-16,45.684,56.526,23.7326
Case_11-09,avg,multilevel_tresholding,19,40.644,29.477,-27.47515,0.974,0.931,-4.41478,47.147,50.186,6.4458
Case_11-10,avg,multilevel_tresholding,19,38.256,26.789,-29.97438,0.973,0.892,-8.32477,38.639,56.093,45.17198
Case_11-11,avg,multilevel_tresholding,19,38.322,26.517,-30.80476,0.974,0.888,-8.82957,41.793,55.955,33.88606
Case_11-12,avg,multilevel_tresholding,19,37.84,26.114,-30.98837,0.973,0.88,-9.55807,52.506,55.511,5.72316
Case_11-13,avg,multilevel_tresholding,19,39.641,28.255,-28.72279,0.974,0.911,-6.46817,44.545,54.214,21.70614
Case_11-15,avg,multilevel_tresholding,19,37.002,25.334,-31.53343,0.981,0.892,-9.07238,51.014,56.975,11.68503
Case_12-01,avg,multilevel_tresholding,19,36.767,26.196,-28.75133,0.986,0.942,-4.46247,52.954,67.889,28.20372
Case_12-02,avg,multilevel_tresholding,19,36.615,26.209,-28.42005,0.987,0.945,-4.25532,52.77,67.11,27.17453
Case_12-03,avg,multilevel_tresholding,19,36.529,25.942,-28.98245,0.986,0.942,-4.46247,52.071,68.095,30.77337
Case_12-04,avg,multilevel_tresholding,19,36.886,24.741,-32.92577,0.987,0.915,-7.29483,50.243,68.526,36.38915
Case_12-05,avg,multilevel_tresholding,19,36.478,24.399,-33.11311,0.985,0.902,-8.4264,46.963,69.194,47.33727
Case_12-06,avg,multilevel_tresholding,19,36.103,24.703,-31.57632,0.985,0.914,-7.20812,46.111,68.256,48.02542
Case_12-07,avg,multilevel_tresholding,19,36.32,24.651,-32.1283,0.984,0.903,-8.23171,46.224,69.077,49.43969
Case_12-08,avg,multilevel_tresholding,19,36.373,24.969,-31.35293,0.986,0.919,-6.79513,47.316,68.822,45.45186
Case_12-09,avg,multilevel_tresholding,19,36.466,24.954,-31.56913,0.987,0.924,-6.38298,47.507,68.709,44.62921
