sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-0.626575550059054,-0.148888775288192,-3.61620594161511,-25.0753467002491
0.7,3,1.16964132608596,0.915624559539273,0.372893362242734,-55.5063206669908
1.1,3,1.5886997036455,1.14597211681726,-0.315638318549835,-46.3706617943586
1.4,3,1.65717549778055,1.18537979397556,-1.18432726617217,-43.2405963707545
1.7,3,1.68210658741974,1.19844534084893,-1.47351709531898,-41.6344762324455
2,3,1.69365302390524,1.20443594759175,-1.86159952961331,-40.9591471642068
2.3,3,1.70083721916992,1.20793853727327,-2.02272494499392,-40.4040244321961
2.6,3,1.70545542011207,1.21031799438677,-2.14783811241608,-40.0451537170781
2.9,3,1.70898916891238,1.21211791989577,-2.19717143851665,-39.9016127809072
0.4,5,-1.3546725325318,-0.367733054501777,-4.43476224031523,-26.127982038214
0.7,5,0.740548468397469,0.862400130571138,0.421380416777986,-57.0536068062769
1.1,5,1.99627722323094,1.48157486281883,4.21514769194666,-53.0964943156161
1.4,5,2.27626286079438,1.61310171275874,4.92619761841878,-48.8101980346843
1.7,5,2.36066005728236,1.64974189425542,3.81173519209773,-46.107936412108
2,5,2.38482463464956,1.65975127054599,2.92806205432152,-44.1696784916938
2.3,5,2.37951745918453,1.65441674681924,2.1026042631249,-42.7355922968181
2.6,5,2.37007101517239,1.64938685489477,1.50665896910053,-42.1340346310609
2.9,5,2.36012245711741,1.64453429180105,1.08054646055193,-41.3461918811889
0.4,7,-1.36467395669109,-0.369669293710804,-4.44498661531401,-26.1927460278634
0.7,7,0.790161547422911,0.876659541609043,0.300919876247687,-57.4586617492623
1.1,7,2.50963966016242,1.64602224189844,4.63016111336076,-50.2165011445576
1.4,7,3.08592476754455,1.87160484974146,6.49435371680985,-42.3149094447675
1.7,7,3.18615116845332,1.90664912740384,7.90595130808698,-34.0932227892067
2,7,3.06782914204292,1.85326514963787,8.29740966907157,-25.6129255768804
2.3,7,2.90019617003153,1.78152475432921,7.60126336477448,-20.6880133003332
2.6,7,2.73801024614936,1.71180451908769,6.71531009742221,-16.4089407306861
2.9,7,2.60173621691035,1.65805193501944,5.91553179957522,-14.0184027214412
0.4,9,-1.364686839642,-0.369673555585441,-4.44446368442988,-26.1930808263582
0.7,9,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
1.1,9,2.55211888169753,1.65825567135086,4.66325648970703,-49.9966686162625
1.4,9,3.22783901444005,1.91264987796124,6.8416584870384,-40.2976575519964
1.7,9,3.28622810131535,1.9316591887953,8.73966314593706,-31.568221481202
2,9,2.93433742531326,1.80269337389498,8.99243327088535,-25.1547662998841
2.3,9,2.44232624288049,1.61996899789661,8.32926248975389,-19.665769253719
2.6,9,1.96381402878557,1.43886919302265,7.92809566511727,-15.4423235559212
2.9,9,1.54277220731582,1.27474821015301,7.09777854443019,-11.9142276706274
0.4,11,-1.36465813531578,-0.369664713935084,-4.44499495436805,-26.1934211407219
0.7,11,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
1.1,11,2.55329294355193,1.65857455621767,4.66534629457622,-49.9892237777044
1.4,11,3.24361784248617,1.91688485495139,6.8597210632579,-40.1254712967858
1.7,11,3.29284858366242,1.93484754641386,8.81202723437338,-31.1023522434487
2,11,2.79848984592027,1.76404673427665,8.96843568090618,-24.38160686608
2.3,11,2.03265094486507,1.50033540481675,8.61256168378222,-17.9828708304329
2.6,11,1.2113949804306,1.21240238125306,8.2056415320644,-11.6299981010299
2.9,11,0.450000985825002,0.93519121630499,7.68330553796168,-6.97535224017716
0.4,13,-1.36469247428318,-0.369675084857854,-4.44498744153446,-26.1932655566952
0.7,13,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
1.1,13,2.55330366664901,1.65857712554971,4.66524631514557,-49.9882762603576
1.4,13,3.24454519420085,1.91712816627676,6.86136268411177,-40.1191640831132
1.7,13,3.29241592333643,1.93499185402922,8.81677519428724,-31.0113636012605
2,13,2.75038212245369,1.75289179843929,8.97347445262234,-23.6056202981228
2.3,13,1.83394657425226,1.45336015968478,8.56929122152211,-16.9342524804377
2.6,13,0.762313224475214,1.09682716712173,8.207731065696,-10.3441062836031
2.9,13,-0.297020525810906,0.733360938181844,8.1705812837875,-4.70969431076157
0.4,15,-1.36469049335347,-0.369674457497888,-4.44498913822734,-26.1933409065323
0.7,15,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
1.1,15,2.55330368493229,1.65857712676282,4.66524637346042,-49.9882689714948
1.4,15,3.24457947762779,1.91713699383952,6.86148965393852,-40.1214714142205
1.7,15,3.29228957720051,1.93499882712985,8.81850885814674,-30.9999581688976
2,15,2.73929884260768,1.75083504951419,8.95208611091441,-23.5921467609032
2.3,15,1.76490719970875,1.43903632603336,8.58386102656847,-16.632729412807
2.6,15,0.558316301388071,1.05169222045955,8.15965497822534,-9.8179338546048
2.9,15,-0.703828119077911,0.640742762287892,8.23179063221573,-3.57162927132034
0.4,17,-1.36469321417755,-0.369675109651285,-4.44499010368002,-26.1930711960529
0.7,17,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
1.1,17,2.55330368493229,1.65857712676282,4.66524637346042,-49.9882689714948
1.4,17,3.24458031657768,1.9171372112144,6.86143416893436,-40.1218300577299
1.7,17,3.29227738624166,1.93499947913697,8.81841736924918,-31.0012956210853
2,17,2.73749521090958,1.75055137429442,8.95124049031046,-23.5762329906087
2.3,17,1.74677647798803,1.43590496493624,8.59434846985561,-16.5666263749597
2.6,17,0.483852674127937,1.03750807101352,8.17404384859683,-9.58252341167726
2.9,17,-0.890308695056026,0.603471123971833,8.23480914317969,-3.11194082338996
0.4,19,-1.36467424324972,-0.369669967670439,-4.44499293787547,-26.1938735140227
0.7,19,0.790262635335008,0.876683095083306,0.300922810986054,-57.4591429615386
