name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,5,33.476,33.096,-1.13514,0.972,0.976,0.41152,52.435,56.573,7.89168
Case_1-02,avg,multilevel_tresholding,5,33.482,33.112,-1.10507,0.972,0.977,0.5144,52.75,55.472,5.16019
Case_1-03,avg,multilevel_tresholding,5,33.98,33.396,-1.71866,0.977,0.98,0.30706,49.548,57.27,15.58489
Case_1-04,avg,multilevel_tresholding,5,33.947,34.047,0.29458,0.979,0.983,0.40858,52.916,57.022,7.75947
Case_1-05,avg,multilevel_tresholding,5,33.969,33.745,-0.65942,0.978,0.981,0.30675,49.426,57.751,16.84336
Case_1-06,avg,multilevel_tresholding,5,33.434,33.025,-1.22331,0.977,0.98,0.30706,53.791,56.216,4.50819
Case_1-07,avg,multilevel_tresholding,5,33.741,33.445,-0.87727,0.981,0.982,0.10194,52.955,57.297,8.19941
Case_1-08,avg,multilevel_tresholding,5,34.152,33.823,-0.96334,0.975,0.979,0.41026,49.907,57.468,15.15018
Case_10-01,avg,multilevel_tresholding,5,32.913,31.129,-5.42035,0.964,0.951,-1.34855,41.999,54.292,29.26974
Case_10-02,avg,multilevel_tresholding,5,33.662,31.609,-6.09887,0.969,0.959,-1.03199,44.972,50.056,11.30481
Case_10-03,avg,multilevel_tresholding,5,32.564,30.838,-5.30033,0.961,0.948,-1.35276,41.347,54.584,32.01441
Case_10-04,avg,multilevel_tresholding,5,32.984,30.983,-6.06658,0.967,0.954,-1.34436,42.219,54.148,28.25505
Case_10-05,avg,multilevel_tresholding,5,34.767,33.555,-3.48606,0.972,0.969,-0.30864,50.273,57.043,13.46647
Case_10-06,avg,multilevel_tresholding,5,33.637,31.817,-5.41071,0.97,0.961,-0.92784,45.244,51.448,13.71232
Case_10-07,avg,multilevel_tresholding,5,33.555,31.55,-5.97526,0.971,0.961,-1.02987,43.705,55.173,26.23956
