name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,9,33.476,29.135,-12.9675,0.972,0.959,-1.33745,52.435,53.462,1.95862
Case_1-02,avg,multilevel_tresholding,9,33.482,29.077,-13.15632,0.972,0.961,-1.13169,52.75,51.557,-2.26161
Case_1-03,avg,multilevel_tresholding,9,33.98,30.677,-9.72042,0.977,0.971,-0.61412,49.548,52.66,6.28078
Case_1-04,avg,multilevel_tresholding,9,33.947,30.773,-9.34987,0.979,0.975,-0.40858,52.916,53.586,1.26616
Case_1-05,avg,multilevel_tresholding,9,33.969,30.425,-10.43304,0.978,0.97,-0.818,49.426,53.894,9.03978
Case_1-06,avg,multilevel_tresholding,9,33.434,29.228,-12.58001,0.977,0.965,-1.22825,53.791,53.022,-1.42961
Case_1-07,avg,multilevel_tresholding,9,33.741,29.874,-11.46083,0.981,0.969,-1.22324,52.955,54.091,2.14522
Case_1-08,avg,multilevel_tresholding,9,34.152,30.842,-9.69197,0.975,0.969,-0.61538,49.907,52.813,5.82283
Case_10-01,avg,multilevel_tresholding,9,32.913,26.258,-20.21997,0.964,0.881,-8.60996,41.999,57.144,36.06038
Case_10-02,avg,multilevel_tresholding,9,33.662,26.821,-20.32262,0.969,0.897,-7.43034,44.972,53.768,19.55884
Case_10-03,avg,multilevel_tresholding,9,32.564,25.988,-20.19408,0.961,0.872,-9.26119,41.347,56.984,37.81895
Case_10-04,avg,multilevel_tresholding,9,32.984,25.919,-21.41948,0.967,0.884,-8.58325,42.219,55.469,31.38397
Case_10-05,avg,multilevel_tresholding,9,34.767,29.562,-14.97109,0.972,0.937,-3.60082,50.273,55.381,10.16052
Case_10-06,avg,multilevel_tresholding,9,33.637,26.996,-19.74314,0.97,0.905,-6.70103,45.244,53.222,17.63328
Case_10-07,avg,multilevel_tresholding,9,33.555,26.685,-20.47385,0.971,0.902,-7.10608,43.705,55.994,28.11806
Case_10-08,avg,multilevel_tresholding,9,33.535,26.777,-20.15208,0.971,0.903,-7.00309,43.72,56.187,28.51555
Case_10-09,avg,multilevel_tresholding,9,33.125,26.715,-19.35094,0.969,0.9,-7.12074,44.105,57.247,29.79708
Case_10-10,avg,multilevel_tresholding,9,33.951,27.882,-17.87576,0.965,0.896,-7.15026,42.055,59.874,42.37071
Case_11-07,avg,multilevel_tresholding,9,34.089,27.91,-18.12608,0.963,0.9,-6.54206,54.242,56.607,4.36009
