name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,19,33.476,22.76,-32.01099,0.972,0.902,-7.20165,52.435,61.083,16.4928
Case_1-02,avg,multilevel_tresholding,19,33.482,21.928,-34.50809,0.972,0.89,-8.43621,52.75,59.153,12.13839
Case_1-03,avg,multilevel_tresholding,19,33.98,24.44,-28.07534,0.977,0.935,-4.29887,49.548,65.088,31.36353
Case_1-04,avg,multilevel_tresholding,19,33.947,24.079,-29.06884,0.979,0.934,-4.59653,52.916,65.851,24.4444
Case_1-05,avg,multilevel_tresholding,19,33.969,24.314,-28.42297,0.978,0.933,-4.60123,49.426,66.642,34.83187
Case_1-06,avg,multilevel_tresholding,19,33.434,22.278,-33.36723,0.977,0.905,-7.3695,53.791,61.374,14.09715
Case_1-07,avg,multilevel_tresholding,19,33.741,23.478,-30.417,0.981,0.926,-5.60652,52.955,67.772,27.98036
Case_1-08,avg,multilevel_tresholding,19,34.152,24.446,-28.42,0.975,0.929,-4.71795,49.907,65.209,30.66103
Case_10-01,avg,multilevel_tresholding,19,32.913,21.864,-33.57032,0.964,0.794,-17.63485,41.999,67.121,59.81571
Case_10-02,avg,multilevel_tresholding,19,33.662,21.619,-35.77625,0.969,0.795,-17.95666,44.972,67.823,50.81162
Case_10-03,avg,multilevel_tresholding,19,32.564,21.736,-33.25144,0.961,0.785,-18.31426,41.347,66.525,60.89438
Case_10-04,avg,multilevel_tresholding,19,32.984,21.17,-35.81737,0.967,0.788,-18.51086,42.219,66.778,58.17049
Case_10-05,avg,multilevel_tresholding,19,34.767,24.31,-30.07737,0.972,0.875,-9.97942,50.273,66.777,32.82875
Case_10-06,avg,multilevel_tresholding,19,33.637,21.584,-35.83257,0.97,0.808,-16.70103,45.244,66.526,47.03828
Case_10-07,avg,multilevel_tresholding,19,33.555,21.788,-35.0678,0.971,0.814,-16.1689,43.705,67.146,53.6346
Case_10-08,avg,multilevel_tresholding,19,33.535,21.846,-34.85612,0.971,0.815,-16.06591,43.72,67.114,53.50869
