name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,17,33.476,23.613,-29.4629,0.972,0.912,-6.17284,52.435,60.888,16.12091
Case_1-02,avg,multilevel_tresholding,17,33.482,22.854,-31.74243,0.972,0.903,-7.09877,52.75,57.527,9.05592
Case_1-03,avg,multilevel_tresholding,17,33.98,25.343,-25.41789,0.977,0.942,-3.5824,49.548,63.61,28.38056
Case_1-04,avg,multilevel_tresholding,17,33.947,24.999,-26.35874,0.979,0.942,-3.77937,52.916,64.163,21.25444
Case_1-05,avg,multilevel_tresholding,17,33.969,25.183,-25.86476,0.978,0.94,-3.88548,49.426,65.283,32.0823
Case_1-06,avg,multilevel_tresholding,17,33.434,23.188,-30.64545,0.977,0.916,-6.2436,53.791,60.518,12.50581
Case_1-07,avg,multilevel_tresholding,17,33.741,24.335,-27.87706,0.981,0.934,-4.79103,52.955,66.098,24.81919
Case_1-08,avg,multilevel_tresholding,17,34.152,25.358,-25.74959,0.975,0.937,-3.89744,49.907,63.964,28.16639
Case_10-01,avg,multilevel_tresholding,17,32.913,22.35,-32.0937,0.964,0.802,-16.80498,41.999,67.122,59.81809
Case_10-02,avg,multilevel_tresholding,17,33.662,22.186,-34.09185,0.969,0.806,-16.82147,44.972,66.568,48.02099
Case_10-03,avg,multilevel_tresholding,17,32.564,22.21,-31.79585,0.961,0.794,-17.37773,41.347,66.344,60.45662
Case_10-04,avg,multilevel_tresholding,17,32.984,21.698,-34.21659,0.967,0.798,-17.47673,42.219,65.531,55.21685
Case_10-05,avg,multilevel_tresholding,17,34.767,24.931,-28.2912,0.972,0.883,-9.15638,50.273,66.697,32.66962
Case_10-06,avg,multilevel_tresholding,17,33.637,22.203,-33.99233,0.97,0.819,-15.56701,45.244,65.36,44.46114
Case_10-07,avg,multilevel_tresholding,17,33.555,22.32,-33.48234,0.971,0.823,-15.24202,43.705,66.671,52.54776
Case_10-08,avg,multilevel_tresholding,17,33.535,22.381,-33.26077,0.971,0.824,-15.13903,43.72,66.747,52.66926
Case_10-09,avg,multilevel_tresholding,17,33.125,22.637,-31.66189,0.969,0.828,-14.55108,44.105,67.115,52.17096
Case_10-10,avg,multilevel_tresholding,17,33.951,24.14,-28.89753,0.965,0.834,-13.57513,42.055,67.174,59.72893
Case_11-07,avg,multilevel_tresholding,17,34.089,23.823,-30.11529,0.963,0.826,-14.22638,54.242,57.494,5.99535
Case_11-09,avg,multilevel_tresholding,17,38.547,30.036,-22.07954,0.965,0.931,-3.52332,48.089,50.588,5.19661
Case_11-10,avg,multilevel_tresholding,17,36.241,27.266,-24.76477,0.964,0.895,-7.15768,39.272,55.922,42.39662
Case_11-11,avg,multilevel_tresholding,17,36.246,27.022,-25.44833,0.965,0.892,-7.56477,39.729,56.233,41.54144
Case_11-12,avg,multilevel_tresholding,17,35.801,26.629,-25.6194,0.962,0.884,-8.10811,45.986,55.305,20.26486
Case_11-13,avg,multilevel_tresholding,17,37.679,28.726,-23.76125,0.966,0.913,-5.48654,45.616,54.386,19.22571
Case_11-15,avg,multilevel_tresholding,17,34.824,25.8,-25.91316,0.971,0.896,-7.724,54.989,56.569,2.8733
Case_12-01,avg,multilevel_tresholding,17,34.878,26.919,-22.81954,0.98,0.945,-3.57143,51.159,68.809,34.50028
Case_12-02,avg,multilevel_tresholding,17,34.763,26.896,-22.63038,0.981,0.948,-3.36391,53.067,67.971,28.08525
Case_12-03,avg,multilevel_tresholding,17,34.647,26.683,-22.98612,0.98,0.945,-3.57143,52.704,68.822,30.58212
Case_12-04,avg,multilevel_tresholding,17,34.72,25.429,-26.75979,0.98,0.92,-6.12245,52.736,68.854,30.56356
Case_12-05,avg,multilevel_tresholding,17,34.393,25.051,-27.1625,0.977,0.907,-7.16479,50.315,68.978,37.09232
Case_12-06,avg,multilevel_tresholding,17,34.131,25.352,-25.72148,0.977,0.918,-6.03889,49.589,68.873,38.88766
Case_12-07,avg,multilevel_tresholding,17,34.275,25.264,-26.2903,0.976,0.907,-7.06967,49.935,69.022,38.22369
Case_12-08,avg,multilevel_tresholding,17,34.359,25.602,-25.48677,0.979,0.922,-5.82227,51.181,69.167,35.14195
Case_12-09,avg,multilevel_tresholding,17,34.458,25.586,-25.74729,0.98,0.928,-5.30612,51.664,68.964,33.4856
Case_12-10,avg,multilevel_tresholding,17,34.418,26.15,-24.02231,0.98,0.944,-3.67347,52.146,68.919,32.16546
Case_12-11,avg,multilevel_tresholding,17,34.365,24.94,-27.42616,0.98,0.923,-5.81633,51.479,67.966,32.02665
Case_12-12,avg,multilevel_tresholding,17,34.446,25.776,-25.16983,0.976,0.924,-5.32787,52.459,68.707,30.97276
Case_13-01,avg,multilevel_tresholding,17,33.573,23.769,-29.20204,0.964,0.837,-13.17427,42.426,67.054,58.04931
Case_13-02,avg,multilevel_tresholding,17,33.589,23.359,-30.4564,0.962,0.805,-16.32017,43.447,66.315,52.63424
