sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,-0.62656833980549,-0.148887706614112,-3.61609441143927,-25.0750318522249,10
0.7,3,1.16963874421263,0.915623207483404,0.372692080670193,-55.506164361438,10
1.1,3,1.58866883420696,1.14595272095202,-0.314968332214947,-46.3688853786305,10
1.4,3,1.65717541136279,1.1853815098648,-1.18486826786952,-43.2425739164814,10
1.7,3,1.68209597125858,1.19844641626332,-1.47323865810783,-41.6351248123573,10
2.3,3,1.70084246441778,1.20794321503763,-2.02297448093317,-40.4046262738246,10
2.6,3,1.70544551662712,1.21031376617403,-2.14762896153683,-40.0426534814585,10
2.9,3,1.70896320016124,1.21209772020003,-2.19752157922201,-39.9013702425067,10
2,3,1.69366346502126,1.20444405907582,-1.86196318048158,-40.9653367316291,10
0.4,5,-1.35467908547483,-0.367735514592398,-4.43488781925023,-26.126522292389,10
0.7,5,0.740553830532025,0.862404154650163,0.421154029755382,-57.0534951021815,10
1.1,5,1.99627040523856,1.48156721392151,4.21410764097569,-53.0967248750359,10
1.4,5,2.27625812651968,1.61309876895109,4.92569402625473,-48.8115739931894,10
1.7,5,2.36068208030608,1.64974883477023,3.81156439090753,-46.1063172264201,10
2.3,5,2.37950980727313,1.65441043456413,2.10288501810294,-42.7328222769108,10
2.6,5,2.37007079708339,1.64939319124423,1.50606460474389,-42.1349621649111,10
2.9,5,2.36011970084757,1.64453542645077,1.0812101953691,-41.3455466669794,10
2,5,2.38483642783932,1.65975132853563,2.92776957520794,-44.1691236330317,10
0.4,7,-1.36468747923652,-0.369673937004492,-4.44446583627611,-26.1931493135112,10
0.7,7,0.790161547422911,0.876659541609043,0.300919876247687,-57.4586617492623,10
1.1,7,2.50963966016242,1.64602224189844,4.63016111336076,-50.2165011445576,10
1.4,7,3.08592476754455,1.87160484974146,6.49435371680985,-42.3149094447675,10
1.7,7,3.18615116845332,1.90664912740384,7.90595130808698,-34.0932227892067,10
2.3,7,2.90019617003153,1.78152475432921,7.60126336477448,-20.6880133003332,10
2.6,7,2.73801024614936,1.71180451908769,6.71531009742221,-16.4089407306861,10
2.9,7,2.60173621691035,1.65805193501944,5.91553179957522,-14.0184027214412,10
2,7,3.06782914204292,1.85326514963787,8.29740966907157,-25.6129255768804,10
0.4,9,-1.36468747923652,-0.369673937004492,-4.44446583627611,-26.1931493135112,10
