sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,3,0.284121953138309,0.0823629847112196,8.11080773365904,26.7820787336334,90
1.1,3,-1.05349606778241,0.0138920467484507,11.326220005404,36.1019087478598,90
1.4,3,-1.45217400485174,-0.0101876893515994,12.5957623803312,38.7080595609858,90
1.7,3,-1.6789078986726,-0.0246374142506086,13.0617090326068,39.6555134691992,90
2.3,3,-1.87230137312589,-0.0374329255891625,13.5293720750369,40.4681533834706,90
2.6,3,-1.94377307218687,-0.0421887768448638,13.7075652384254,41.0528455663151,90
2.9,3,-1.99348374494219,-0.0455477769781183,13.695856639307,41.5127465331963,90
2,3,-1.78838713666519,-0.031814634838663,13.2833302086974,40.0912030571315,90
0.4,5,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,5,-0.120228256596536,0.0651487379473596,9.19971709836088,28.9167237176222,90
1.1,5,-5.04035873860172,-0.258699584771222,17.8620836490575,57.9647591882563,90
1.4,5,-7.65055504388535,-0.51529959943047,21.4868183662352,73.9545460621937,90
1.7,5,-9.18880839132597,-0.700639540809964,23.3960115605684,83.8065640798954,90
2.3,5,-10.7160382780585,-0.913884149154939,24.7206292333269,94.1179150127205,90
2.6,5,-11.1188380663465,-0.975480274154989,25.0106903014835,96.9542140885729,90
2.9,5,-11.4024874125501,-1.02026060123617,25.1716868421172,98.8656300217989,90
2,5,-10.1196354186495,-0.826883257957337,24.2562384732275,90.0956176793171,90
0.4,7,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,7,-0.124811006335311,0.0649585063921179,9.20627327297642,28.9205334087718,90
1.1,7,-5.88115731001396,-0.324793151321335,18.7881842818199,61.9343891066771,90
1.4,7,-10.112852153562,-0.786047485501055,23.8982082546726,88.3425669336208,90
1.7,7,-13.09601668453,-1.23226422450128,26.1719482148238,110.087800892755,90
2.3,7,-16.3429024735475,-1.86781935696955,26.8013592022903,137.299767916652,90
2.6,7,-17.2267379903953,-2.07318513131157,26.755878455678,144.85434020401,90
2.9,7,-17.8523755306098,-2.22794342786466,26.7204410440808,149.898446150145,90
2,7,-15.0502338448574,-1.59357339939202,26.750372539387,126.202554204758,90
0.4,9,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,9,-0.124815452351541,0.0649583668418169,9.20639323981007,28.919611468278,90
1.1,9,-5.94286137354647,-0.329191939616675,18.8293430853282,62.1407860339455,90
1.4,9,-10.6412039862461,-0.843539041376124,24.2374042617517,90.9014736431999,90
1.7,9,-14.4739636634245,-1.43545294454768,26.6061463592099,118.769107954323,90
2.3,9,-19.2704219401273,-2.47654637302807,26.864348033016,161.170925748081,90
2.6,9,-20.675982467743,-2.86136970544782,26.8291046405021,174.331529403809,90
2.9,9,-21.6896323955272,-3.16515161935925,26.8839896225796,182.95216013753,90
2,9,-17.2848908455298,-1.99838359009415,26.9529856134014,143.128077221257,90
0.4,11,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,11,-0.124815452351541,0.0649583668418169,9.20639323981007,28.919611468278,90
1.1,11,-5.94461485342411,-0.329300160095571,18.8305937514515,62.1413134188047,90
1.4,11,-10.7048449433292,-0.849690360387445,24.2650366166053,91.0796022777152,90
1.7,11,-14.8171648202915,-1.48234806679445,26.6766427776786,120.364303961542,90
2.3,11,-20.6214241875803,-2.76249069892263,26.9635339912843,170.893273802407,90
2.6,11,-22.4972872330521,-3.30002399114029,27.0160165404693,188.6974502271,90
2.9,11,-23.8961683161577,-3.748037316112,27.140553791917,201.865884143654,90
2,11,-18.1092508478932,-2.14383926116071,27.0033513841553,148.103209447049,90
0.4,13,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
0.7,13,-0.124815452351541,0.0649583668418169,9.20639323981007,28.919611468278,90
1.1,13,-5.94463628316712,-0.329301423609242,18.8307692049323,62.1396937929134,90
1.4,13,-10.7091781838937,-0.850062177426857,24.2640716561008,91.0972758157079,90
1.7,13,-14.8753491701113,-1.48943608299554,26.6809398242227,120.590470179572,90
2.3,13,-21.14987928579,-2.86706918075192,27.0478035157763,173.972205268064,90
2.6,13,-23.3635836752154,-3.50047349934279,27.1636758288145,194.384687500333,90
2.9,13,-25.0866743713954,-4.05737729694627,27.2641201757587,210.748868524696,90
2,13,-18.3448114690568,-2.18161458281149,27.0278517887194,149.036998129578,90
0.4,15,0.328742859293733,0.0219700333985782,-1.83274014162094,-3.28479580479214,90
