name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,9,33.476,29.13,-12.98244,0.972,0.959,-1.33745,52.435,53.972,2.93125
Case_1-02,avg,fixed_multilevel_tresholding,9,33.482,29.067,-13.18619,0.972,0.961,-1.13169,52.75,52.251,-0.94597
Case_1-03,avg,fixed_multilevel_tresholding,9,33.98,30.65,-9.79988,0.977,0.971,-0.61412,49.548,53.453,7.88125
Case_1-04,avg,fixed_multilevel_tresholding,9,33.947,30.761,-9.38522,0.979,0.975,-0.40858,52.916,54.574,3.13327
Case_1-05,avg,fixed_multilevel_tresholding,9,33.969,30.41,-10.4772,0.978,0.97,-0.818,49.426,54.749,10.76964
Case_1-06,avg,fixed_multilevel_tresholding,9,33.434,29.221,-12.60095,0.977,0.965,-1.22825,53.791,53.386,-0.75291
Case_1-07,avg,fixed_multilevel_tresholding,9,33.741,29.864,-11.49047,0.981,0.969,-1.22324,52.955,55.118,4.0846
Case_1-08,avg,fixed_multilevel_tresholding,9,34.152,30.818,-9.76224,0.975,0.969,-0.61538,49.907,53.666,7.53201
Case_10-01,avg,fixed_multilevel_tresholding,9,32.913,26.249,-20.24732,0.964,0.881,-8.60996,41.999,57.502,36.91278
Case_10-02,avg,fixed_multilevel_tresholding,9,33.662,26.809,-20.35827,0.969,0.897,-7.43034,44.972,54.181,20.47719
Case_10-03,avg,fixed_multilevel_tresholding,9,32.564,25.979,-20.22172,0.961,0.872,-9.26119,41.347,57.382,38.78153
Case_10-04,avg,fixed_multilevel_tresholding,9,32.984,25.91,-21.44676,0.967,0.884,-8.58325,42.219,55.893,32.38826
Case_10-05,avg,fixed_multilevel_tresholding,9,34.767,29.546,-15.01711,0.972,0.936,-3.7037,50.273,56.561,12.50771
Case_10-06,avg,fixed_multilevel_tresholding,9,33.637,26.987,-19.7699,0.97,0.905,-6.70103,45.244,53.674,18.6323
Case_10-07,avg,fixed_multilevel_tresholding,9,33.555,26.672,-20.51259,0.971,0.902,-7.10608,43.705,56.504,29.28498
Case_10-08,avg,fixed_multilevel_tresholding,9,33.535,26.765,-20.18786,0.971,0.903,-7.00309,43.72,56.624,29.5151
Case_10-09,avg,fixed_multilevel_tresholding,9,33.125,26.708,-19.37208,0.969,0.899,-7.22394,44.105,57.526,30.42966
Case_10-10,avg,fixed_multilevel_tresholding,9,33.951,27.872,-17.90522,0.965,0.896,-7.15026,42.055,60.129,42.97705
Case_11-07,avg,fixed_multilevel_tresholding,9,34.089,27.896,-18.16715,0.963,0.9,-6.54206,54.242,56.454,4.07802
Case_11-09,avg,fixed_multilevel_tresholding,9,38.547,34.361,-10.85947,0.965,0.955,-1.03627,48.089,49.752,3.45817
Case_11-10,avg,fixed_multilevel_tresholding,9,36.241,31.05,-14.32356,0.964,0.933,-3.21577,39.272,51.815,31.93879
Case_11-11,avg,fixed_multilevel_tresholding,9,36.246,31.069,-14.28296,0.965,0.934,-3.21244,39.729,51.125,28.68434
Case_11-12,avg,fixed_multilevel_tresholding,9,35.801,30.665,-14.34597,0.962,0.928,-3.5343,45.986,52.356,13.85204
Case_11-13,avg,fixed_multilevel_tresholding,9,37.679,32.618,-13.43189,0.966,0.943,-2.38095,45.616,53.24,16.71343
Case_11-15,avg,fixed_multilevel_tresholding,9,34.824,29.703,-14.70538,0.971,0.936,-3.60453,54.989,56.638,2.99878
Case_12-01,avg,fixed_multilevel_tresholding,9,34.878,31.616,-9.3526,0.98,0.969,-1.12245,51.159,57.788,12.95764
Case_12-02,avg,fixed_multilevel_tresholding,9,34.763,31.503,-9.37779,0.981,0.97,-1.1213,53.067,58.105,9.49366
Case_12-03,avg,fixed_multilevel_tresholding,9,34.647,31.44,-9.25621,0.98,0.97,-1.02041,52.704,56.759,7.69391
Case_12-04,avg,fixed_multilevel_tresholding,9,34.72,30.154,-13.15092,0.98,0.956,-2.44898,52.736,57.331,8.71321
