name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,17,33.476,23.611,-29.46887,0.972,0.912,-6.17284,52.435,61.953,18.152
Case_1-02,avg,fixed_multilevel_tresholding,17,33.482,22.851,-31.75139,0.972,0.903,-7.09877,52.75,58.335,10.58768
Case_1-03,avg,fixed_multilevel_tresholding,17,33.98,25.343,-25.41789,0.977,0.942,-3.5824,49.548,64.905,30.99419
Case_1-04,avg,fixed_multilevel_tresholding,17,33.947,24.998,-26.36168,0.979,0.942,-3.77937,52.916,65.268,23.34266
Case_1-05,avg,fixed_multilevel_tresholding,17,33.969,25.182,-25.8677,0.978,0.94,-3.88548,49.426,66.291,34.12172
Case_1-06,avg,fixed_multilevel_tresholding,17,33.434,23.186,-30.65143,0.977,0.916,-6.2436,53.791,61.705,14.7125
Case_1-07,avg,fixed_multilevel_tresholding,17,33.741,24.33,-27.89188,0.981,0.934,-4.79103,52.955,66.754,26.05797
Case_1-08,avg,fixed_multilevel_tresholding,17,34.152,25.357,-25.75252,0.975,0.937,-3.89744,49.907,65.257,30.75721
Case_10-01,avg,fixed_multilevel_tresholding,17,32.913,22.344,-32.11193,0.964,0.802,-16.80498,41.999,67.062,59.67523
Case_10-02,avg,fixed_multilevel_tresholding,17,33.662,22.18,-34.10968,0.969,0.806,-16.82147,44.972,66.548,47.97652
Case_10-03,avg,fixed_multilevel_tresholding,17,32.564,22.202,-31.82042,0.961,0.793,-17.48179,41.347,66.326,60.41309
Case_10-04,avg,fixed_multilevel_tresholding,17,32.984,21.69,-34.24084,0.967,0.798,-17.47673,42.219,65.463,55.05578
Case_10-05,avg,fixed_multilevel_tresholding,17,34.767,24.925,-28.30845,0.972,0.883,-9.15638,50.273,66.988,33.24846
Case_10-06,avg,fixed_multilevel_tresholding,17,33.637,22.197,-34.01017,0.97,0.819,-15.56701,45.244,65.534,44.84573
Case_10-07,avg,fixed_multilevel_tresholding,17,33.555,22.314,-33.50022,0.971,0.823,-15.24202,43.705,66.662,52.52717
Case_10-08,avg,fixed_multilevel_tresholding,17,33.535,22.375,-33.27866,0.971,0.824,-15.13903,43.72,66.761,52.70128
Case_10-09,avg,fixed_multilevel_tresholding,17,33.125,22.632,-31.67698,0.969,0.828,-14.55108,44.105,67.052,52.02811
Case_10-10,avg,fixed_multilevel_tresholding,17,33.951,24.134,-28.9152,0.965,0.834,-13.57513,42.055,67.296,60.01902
Case_11-07,avg,fixed_multilevel_tresholding,17,34.089,23.814,-30.14169,0.963,0.825,-14.33022,54.242,57.987,6.90424
Case_11-09,avg,fixed_multilevel_tresholding,17,38.547,30.01,-22.14699,0.965,0.931,-3.52332,48.089,50.95,5.94939
Case_11-10,avg,fixed_multilevel_tresholding,17,36.241,27.249,-24.81168,0.964,0.895,-7.15768,39.272,56.784,44.59157
Case_11-11,avg,fixed_multilevel_tresholding,17,36.246,27,-25.50902,0.965,0.892,-7.56477,39.729,56.842,43.07433
Case_11-12,avg,fixed_multilevel_tresholding,17,35.801,26.612,-25.66688,0.962,0.884,-8.10811,45.986,55.575,20.852
Case_11-13,avg,fixed_multilevel_tresholding,17,37.679,28.705,-23.81698,0.966,0.913,-5.48654,45.616,55.076,20.73834
Case_11-15,avg,fixed_multilevel_tresholding,17,34.824,25.792,-25.93614,0.971,0.895,-7.82698,54.989,56.737,3.17882
Case_12-01,avg,fixed_multilevel_tresholding,17,34.878,26.916,-22.82814,0.98,0.945,-3.57143,51.159,68.672,34.23249
Case_12-02,avg,fixed_multilevel_tresholding,17,34.763,26.892,-22.64189,0.981,0.948,-3.36391,53.067,67.712,27.59719
Case_12-03,avg,fixed_multilevel_tresholding,17,34.647,26.68,-22.99478,0.98,0.945,-3.57143,52.704,68.486,29.9446
Case_12-04,avg,fixed_multilevel_tresholding,17,34.72,25.425,-26.77131,0.98,0.92,-6.12245,52.736,68.759,30.38342
