name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,3,33.476,33.653,0.52874,0.972,0.977,0.5144,52.435,55.037,4.96233
Case_1-02,avg,fixed_multilevel_tresholding,3,33.482,33.544,0.18517,0.972,0.976,0.41152,52.75,56.566,7.23412
Case_1-03,avg,fixed_multilevel_tresholding,3,33.98,34.059,0.23249,0.977,0.98,0.30706,49.548,55.562,12.13773
Case_1-04,avg,fixed_multilevel_tresholding,3,33.947,34.346,1.17536,0.979,0.982,0.30644,52.916,56.693,7.13773
Case_1-05,avg,fixed_multilevel_tresholding,3,33.969,34.304,0.98619,0.978,0.981,0.30675,49.426,54.647,10.56327
Case_1-06,avg,fixed_multilevel_tresholding,3,33.434,33.466,0.09571,0.977,0.98,0.30706,53.791,56.907,5.79279
Case_1-07,avg,fixed_multilevel_tresholding,3,33.741,33.808,0.19857,0.981,0.983,0.20387,52.955,55.994,5.73883
Case_1-08,avg,fixed_multilevel_tresholding,3,34.152,34.352,0.58562,0.975,0.979,0.41026,49.907,56.218,12.64552
Case_10-01,avg,fixed_multilevel_tresholding,3,32.913,32.969,0.17015,0.964,0.968,0.41494,41.999,46.515,10.75264
Case_10-02,avg,fixed_multilevel_tresholding,3,33.662,32.986,-2.0082,0.969,0.97,0.1032,44.972,46.228,2.79285
Case_10-03,avg,fixed_multilevel_tresholding,3,32.564,32.636,0.2211,0.961,0.965,0.41623,41.347,46.323,12.03473
Case_10-04,avg,fixed_multilevel_tresholding,3,32.984,32.676,-0.93379,0.967,0.969,0.20683,42.219,47.252,11.92117
Case_10-05,avg,fixed_multilevel_tresholding,3,34.767,34.697,-0.20134,0.972,0.975,0.30864,50.273,54.076,7.5647
Case_10-06,avg,fixed_multilevel_tresholding,3,33.637,33.131,-1.5043,0.97,0.972,0.20619,45.244,47.226,4.38069
Case_10-07,avg,fixed_multilevel_tresholding,3,33.555,33.111,-1.3232,0.971,0.972,0.10299,43.705,48.443,10.84086
Case_10-08,avg,fixed_multilevel_tresholding,3,33.535,33.237,-0.88862,0.971,0.973,0.20597,43.72,48.336,10.5581
Case_10-09,avg,fixed_multilevel_tresholding,3,33.125,33.121,-0.01208,0.969,0.972,0.3096,44.105,45.543,3.2604
Case_10-10,avg,fixed_multilevel_tresholding,3,33.951,34.059,0.31811,0.965,0.969,0.41451,42.055,47.703,13.43003
Case_11-07,avg,fixed_multilevel_tresholding,3,34.089,34.097,0.02347,0.963,0.967,0.41537,54.242,48.381,-10.80528
Case_11-09,avg,fixed_multilevel_tresholding,3,38.547,38.299,-0.64337,0.965,0.968,0.31088,48.089,47.344,-1.54921
Case_11-10,avg,fixed_multilevel_tresholding,3,36.241,36.387,0.40286,0.964,0.968,0.41494,39.272,40.499,3.12436
Case_11-11,avg,fixed_multilevel_tresholding,3,36.246,36.028,-0.60145,0.965,0.968,0.31088,39.729,41.392,4.18586
Case_11-12,avg,fixed_multilevel_tresholding,3,35.801,35.768,-0.09218,0.962,0.966,0.4158,45.986,49.218,7.02823
Case_11-13,avg,fixed_multilevel_tresholding,3,37.679,37.536,-0.37952,0.966,0.969,0.31056,45.616,46.734,2.45089
Case_11-15,avg,fixed_multilevel_tresholding,3,34.824,35.233,1.17448,0.971,0.975,0.41195,54.989,49.422,-10.12384
