name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,15,33.476,24.621,-26.45179,0.972,0.923,-5.04115,52.435,60.491,15.36378
Case_1-02,avg,fixed_multilevel_tresholding,15,33.482,23.966,-28.42124,0.972,0.918,-5.55556,52.75,58.858,11.57915
Case_1-03,avg,fixed_multilevel_tresholding,15,33.98,26.381,-22.36315,0.977,0.949,-2.86592,49.548,63.753,28.66917
Case_1-04,avg,fixed_multilevel_tresholding,15,33.947,26.08,-23.17436,0.979,0.95,-2.96221,52.916,64.059,21.0579
Case_1-05,avg,fixed_multilevel_tresholding,15,33.969,26.186,-22.91207,0.978,0.947,-3.16973,49.426,64.902,31.31146
Case_1-06,avg,fixed_multilevel_tresholding,15,33.434,24.281,-27.37632,0.977,0.928,-5.01535,53.791,59.401,10.42925
Case_1-07,avg,fixed_multilevel_tresholding,15,33.741,25.35,-24.86885,0.981,0.942,-3.97554,52.955,63.968,20.7969
Case_1-08,avg,fixed_multilevel_tresholding,15,34.152,26.412,-22.66339,0.975,0.945,-3.07692,49.907,64.22,28.67934
Case_10-01,avg,fixed_multilevel_tresholding,15,32.913,22.953,-30.2616,0.964,0.813,-15.6639,41.999,63.609,51.45361
Case_10-02,avg,fixed_multilevel_tresholding,15,33.662,22.903,-31.96186,0.969,0.821,-15.27348,44.972,61.476,36.69839
Case_10-03,avg,fixed_multilevel_tresholding,15,32.564,22.792,-30.0086,0.961,0.805,-16.23309,41.347,64.041,54.88669
Case_10-04,avg,fixed_multilevel_tresholding,15,32.984,22.354,-32.22775,0.967,0.811,-16.13237,42.219,62.299,47.56152
Case_10-05,avg,fixed_multilevel_tresholding,15,34.767,25.692,-26.10234,0.972,0.892,-8.23045,50.273,66.264,31.80833
Case_10-06,avg,fixed_multilevel_tresholding,15,33.637,22.972,-31.70616,0.97,0.834,-14.02062,45.244,60.872,34.5416
Case_10-07,avg,fixed_multilevel_tresholding,15,33.555,22.992,-31.47966,0.971,0.836,-13.90319,43.705,63.572,45.45704
Case_10-08,avg,fixed_multilevel_tresholding,15,33.535,23.057,-31.24497,0.971,0.837,-13.80021,43.72,63.656,45.59927
Case_10-09,avg,fixed_multilevel_tresholding,15,33.125,23.267,-29.76,0.969,0.838,-13.51909,44.105,64.538,46.32808
Case_10-10,avg,fixed_multilevel_tresholding,15,33.951,24.731,-27.15678,0.965,0.843,-12.64249,42.055,67,59.31518
Case_11-07,avg,fixed_multilevel_tresholding,15,34.089,24.424,-28.35225,0.963,0.836,-13.18795,54.242,57.923,6.78625
Case_11-09,avg,fixed_multilevel_tresholding,15,38.547,30.735,-20.26617,0.965,0.935,-3.10881,48.089,50.796,5.62915
Case_11-10,avg,fixed_multilevel_tresholding,15,36.241,27.861,-23.12298,0.964,0.901,-6.53527,39.272,56.798,44.62722
Case_11-11,avg,fixed_multilevel_tresholding,15,36.246,27.648,-23.72124,0.965,0.898,-6.94301,39.729,56.527,42.28146
Case_11-12,avg,fixed_multilevel_tresholding,15,35.801,27.256,-23.86805,0.962,0.89,-7.48441,45.986,55.329,20.31705
Case_11-13,avg,fixed_multilevel_tresholding,15,37.679,29.318,-22.19008,0.966,0.917,-5.07246,45.616,55.179,20.96414
Case_11-15,avg,fixed_multilevel_tresholding,15,34.824,26.399,-24.19309,0.971,0.901,-7.20906,54.989,56.324,2.42776
Case_12-01,avg,fixed_multilevel_tresholding,15,34.878,27.783,-20.34234,0.98,0.95,-3.06122,51.159,68.764,34.41232
Case_12-02,avg,fixed_multilevel_tresholding,15,34.763,27.735,-20.2169,0.981,0.952,-2.95617,53.067,68.722,29.50044
Case_12-03,avg,fixed_multilevel_tresholding,15,34.647,27.557,-20.46353,0.98,0.95,-3.06122,52.704,68.107,29.22549
Case_12-04,avg,fixed_multilevel_tresholding,15,34.72,26.26,-24.36636,0.98,0.927,-5.40816,52.736,66.541,26.17756
Case_12-05,avg,fixed_multilevel_tresholding,15,34.393,25.831,-24.8946,0.977,0.914,-6.44831,50.315,66.961,33.08357
Case_12-06,avg,fixed_multilevel_tresholding,15,34.131,26.112,-23.49477,0.977,0.924,-5.42477,49.589,67.972,37.07072
