name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque,jpg_niqe,im_niqe,delta_niqe
Case_1-01,gauss,blurr,1.4,9,37.2952453771482,34.970803379674,-6.23254244332819,0.987633574542662,0.985887454870912,-0.176798330550735,51.3781679947428,56.8178847774505,10.5876036359731,6.74017183358787,10.3595457687878,53.6985409951077
Case_1-02,gauss,blurr,1.4,9,37.4410039067037,35.1824904404177,-6.03219259802383,0.987759080047129,0.987005594373752,-0.0762823332730545,54.693254168189,56.6399119172133,3.559228242368,7.14737117146963,11.2231803748722,57.0252909163602
Case_1-03,gauss,blurr,1.4,9,37.9084872566381,36.2405174012986,-4.39999054577789,0.989965298369266,0.989580576397686,-0.0388621674127342,51.2830832109972,58.9142804149942,14.8805351125233,7.16992479890151,11.3593672094386,58.4307719821411
Case_1-04,gauss,blurr,1.4,9,37.9083260790503,36.5091718187964,-3.6908890604565,0.990933219012008,0.990995771402642,0.0063124728724064,54.9405060818229,58.8415111832214,7.10041712318536,7.50042155588556,12.4473639548562,65.9555247943203
Case_1-05,gauss,blurr,1.4,9,37.8368974391421,36.0304653553039,-4.77426059243797,0.990029668044883,0.989229676140893,-0.080804841492241,50.6890384255133,58.9905107597525,16.3772535287646,7.13028183617835,10.7084031266104,50.1820457120922
Case_1-06,gauss,blurr,1.4,9,37.313821888529,35.0922667960733,-5.95370557080001,0.989858277688834,0.988089574844713,-0.17868243201956,53.4723749207389,57.1850406020594,6.94314716117179,7.16884020856128,11.7495451975802,63.8974346721866
Case_1-07,gauss,blurr,1.4,9,37.6177136883956,35.6025935809979,-5.35683833443437,0.991486991469116,0.989621433816429,-0.188157552115031,49.3545851173106,57.3145403265135,16.1280966910832,7.28961275608837,11.2978086666879,54.985032054712
Case_1-08,gauss,blurr,1.4,9,38.0676599934277,36.4107477413141,-4.35254557910745,0.988872308662103,0.988726416634465,-0.0147533737531101,51.9630453806607,59.0036778868169,13.5493069249105,7.45068683740843,11.2495198571292,50.9863466633378
Case_10-01,gauss,blurr,1.4,9,36.7345461707111,32.3483876991671,-11.9401460716594,0.983735162649988,0.965399916883151,-1.86383962503136,43.7050636688008,53.880598323308,23.28227852868,6.23973360486822,8.52806519946159,36.6735463322989
Case_10-02,gauss,blurr,1.4,9,37.7420148157016,33.156271771219,-12.1502338093904,0.986669760401793,0.971849026489782,-1.50209670011328,46.2178581436987,53.3573586694494,15.4474932688419,6.4198582315031,9.2463578991642,44.0274468023467
Case_10-03,gauss,blurr,1.4,9,36.1418271620352,31.9606010902163,-11.5689393706443,0.981194919120078,0.961972742513418,-1.95905790297991,43.095603454508,53.8980230749233,25.066175559691,6.00307319481979,8.23439500156924,37.1696585121588
Case_10-04,gauss,blurr,1.4,9,36.917508515903,32.1205941639897,-12.9936026149948,0.985365043501796,0.967121715579499,-1.85142836582305,44.1586840112477,54.1599195621547,22.6484003652817,5.497331629691,8.34344933362893,51.7727125750628
