sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-8.77178282507525e-05,-1.97578130327271e-06,-2.86038166261961e-05,9.67496649197955e-05
0.2,3,-9.96819482129411e-05,-2.1976156697933e-06,-2.95366905487281e-05,9.01053470343479e-05
0.3,3,-0.000164483819320159,-3.63892166654576e-06,-7.81598794816089e-05,0.000858584295577102
0.4,3,0.413613088996833,0.0423841140524736,-1.05423845727982,-18.6493979637932
0.5,3,1.36139739887882,0.154520593744535,0.526341748711707,-8.17211367005743
0.6,3,1.62966949753866,0.197729433489344,3.6319735416567,-2.16846856060868
0.7,3,1.57210688375144,0.206990455589292,6.12053446868959,4.250320997321
0.8,3,1.41748225658818,0.200591412564213,7.10201319323078,7.62674888064467
0.9,3,1.27036072648477,0.193443509005893,8.02585946125489,9.36101624735341
1,3,1.13598955942788,0.183969834664969,8.02412673630593,10.9626363761293
1.1,3,1.02230863343054,0.176030619590794,8.42106066660812,12.3014635607004
1.2,3,0.943956462928562,0.169987858783438,8.27760645623882,12.6136310525706
1.3,3,0.873571344804395,0.165624588294788,9.18409054821514,13.2361816036276
1.4,3,0.813493517112643,0.160951931879585,9.259337650182,13.8986640731808
1.5,3,0.766295617469751,0.15714551779897,9.24602446514623,14.2396787477887
1.6,3,0.724155189214916,0.154184255975286,9.59293214468724,14.4406749904973
1.7,3,0.690201178565228,0.151356315166313,9.56588646562671,14.7424749622152
1.8,3,0.668649624945101,0.149595717981812,9.5475140693733,14.8619550568946
1.9,3,0.64349354785778,0.14772603687701,9.70678698418423,15.0635876323057
2,3,0.628158472321985,0.14644114503037,9.68022651245056,15.1207683060668
2.1,3,0.615860537457484,0.145444180281048,9.67432184850351,15.1691102299636
2.2,3,0.586898231305486,0.143111168938746,9.88205765502292,15.4530057815227
2.3,3,0.580531816441492,0.142605718310378,9.87480496143782,15.4745309283219
2.4,3,0.561550965291877,0.14109297756887,9.94526887695753,15.6957892143053
2.5,3,0.556803610335635,0.140714377052644,9.93824401781741,15.6965401980416
2.6,3,0.542730378402927,0.139551410406437,9.99714163600256,15.880783787708
2.7,3,0.539770649763329,0.139326553114563,9.99514305194396,15.8809655040147
2.8,3,0.522172541371862,0.137789356630575,10.0053509143952,16.1073097176393
2.9,3,0.513580788957946,0.137084462208073,9.99617399877725,16.2246757011619
3,3,0.509061611637394,0.136694058842956,10.0087155811202,16.2401733027331
