name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,17,33.476,31.786,-5.04839,0.972,0.966,-0.61728,52.435,48.97,-6.60818
Case_1-01,gauss,otsu,0.7,17,33.476,32.618,-2.56303,0.972,0.972,0,52.435,53.009,1.09469
Case_1-01,gauss,otsu,1.1,17,33.476,33.316,-0.47795,0.972,0.976,0.41152,52.435,57.259,9.19996
Case_1-01,gauss,otsu,1.4,17,33.476,33.348,-0.38236,0.972,0.977,0.5144,52.435,59.108,12.72623
Case_1-01,gauss,otsu,1.7,17,33.476,32.899,-1.72362,0.972,0.976,0.41152,52.435,59.248,12.99323
Case_1-01,gauss,otsu,2,17,33.476,32.115,-4.0656,0.972,0.974,0.20576,52.435,57.556,9.76638
Case_1-01,gauss,otsu,2.3,17,33.476,31.184,-6.8467,0.972,0.971,-0.10288,52.435,54.918,4.73539
Case_1-01,gauss,otsu,2.6,17,33.476,30.241,-9.66364,0.972,0.967,-0.5144,52.435,52.606,0.32612
Case_1-01,gauss,otsu,2.9,17,33.476,29.365,-12.28044,0.972,0.963,-0.92593,52.435,51.5,-1.78316
Case_1-02,gauss,otsu,0.4,17,33.482,31.543,-5.79117,0.972,0.965,-0.72016,52.75,54.375,3.08057
Case_1-02,gauss,otsu,0.7,17,33.482,32.343,-3.40183,0.972,0.971,-0.10288,52.75,55.577,5.35924
Case_1-02,gauss,otsu,1.1,17,33.482,33.108,-1.11702,0.972,0.975,0.30864,52.75,58.097,10.13649
Case_1-02,gauss,otsu,1.4,17,33.482,33.273,-0.62422,0.972,0.977,0.5144,52.75,58.798,11.4654
Case_1-02,gauss,otsu,1.7,17,33.482,32.935,-1.63371,0.972,0.977,0.5144,52.75,58.72,11.31754
Case_1-02,gauss,otsu,2,17,33.482,32.176,-3.9006,0.972,0.975,0.30864,52.75,57.915,9.79147
Case_1-02,gauss,otsu,2.3,17,33.482,31.193,-6.83651,0.972,0.972,0,52.75,55.78,5.74408
Case_1-02,gauss,otsu,2.6,17,33.482,30.16,-9.92175,0.972,0.969,-0.30864,52.75,53.617,1.6436
Case_1-02,gauss,otsu,2.9,17,33.482,29.185,-12.83376,0.972,0.964,-0.82305,52.75,52.344,-0.76967
Case_1-03,gauss,otsu,0.4,17,33.98,32.543,-4.22896,0.977,0.973,-0.40942,49.548,49.576,0.05651
Case_1-03,gauss,otsu,0.7,17,33.98,33.351,-1.85109,0.977,0.977,0,49.548,52.021,4.99112
Case_1-03,gauss,otsu,1.1,17,33.98,34.005,0.07357,0.977,0.981,0.40942,49.548,52.936,6.83781
Case_1-03,gauss,otsu,1.4,17,33.98,34.105,0.36786,0.977,0.982,0.51177,49.548,54.038,9.06192
Case_1-03,gauss,otsu,1.7,17,33.98,33.808,-0.50618,0.977,0.982,0.51177,49.548,54.015,9.0155
Case_1-03,gauss,otsu,2,17,33.98,33.207,-2.27487,0.977,0.98,0.30706,49.548,53.411,7.79648
Case_1-03,gauss,otsu,2.3,17,33.98,32.443,-4.52325,0.977,0.979,0.20471,49.548,53.274,7.51998
Case_1-03,gauss,otsu,2.6,17,33.98,31.634,-6.90406,0.977,0.976,-0.10235,49.548,54.082,9.15072
Case_1-03,gauss,otsu,2.9,17,33.98,30.856,-9.19364,0.977,0.974,-0.30706,49.548,55.132,11.26988
Case_1-04,gauss,otsu,0.4,17,33.947,32.558,-4.09167,0.979,0.974,-0.51073,52.916,53.398,0.91088
Case_1-04,gauss,otsu,0.7,17,33.947,33.337,-1.79692,0.979,0.979,0,52.916,55.205,4.32572
Case_1-04,gauss,otsu,1.1,17,33.947,34.027,0.23566,0.979,0.982,0.30644,52.916,55.765,5.384
Case_1-04,gauss,otsu,1.4,17,33.947,34.209,0.77179,0.979,0.983,0.40858,52.916,56.078,5.97551
Case_1-04,gauss,otsu,1.7,17,33.947,33.987,0.11783,0.979,0.983,0.40858,52.916,55.345,4.59029
Case_1-04,gauss,otsu,2,17,33.947,33.413,-1.57304,0.979,0.983,0.40858,52.916,54.325,2.66271
Case_1-04,gauss,otsu,2.3,17,33.947,32.622,-3.90314,0.979,0.981,0.20429,52.916,54.058,2.15814
Case_1-04,gauss,otsu,2.6,17,33.947,31.755,-6.45712,0.979,0.979,0,52.916,55.094,4.11596
Case_1-04,gauss,otsu,2.9,17,33.947,30.909,-8.94924,0.979,0.977,-0.20429,52.916,56.334,6.45929
Case_1-05,gauss,otsu,0.4,17,33.969,32.54,-4.20678,0.978,0.973,-0.51125,49.426,48.754,-1.35961
Case_1-05,gauss,otsu,0.7,17,33.969,33.358,-1.7987,0.978,0.978,0,49.426,50.85,2.88107
Case_1-05,gauss,otsu,1.1,17,33.969,34.009,0.11775,0.978,0.981,0.30675,49.426,52.493,6.20524
Case_1-05,gauss,otsu,1.4,17,33.969,34.073,0.30616,0.978,0.982,0.409,49.426,53.97,9.19354
Case_1-05,gauss,otsu,1.7,17,33.969,33.725,-0.7183,0.978,0.981,0.30675,49.426,54.207,9.67305
Case_1-05,gauss,otsu,2,17,33.969,33.079,-2.62004,0.978,0.98,0.2045,49.426,53.813,8.8759
