name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,3,28.50617,20.82324,-26.95181,0.92862,0.84873,-8.60309,44.20611,59.77064,35.209
Case_1-01,avg,otsu,5,28.50617,28.90683,1.40552,0.92862,0.94248,1.49254,44.20611,52.18116,18.04061
Case_1-01,avg,otsu,7,28.50617,29.1999,2.43361,0.92862,0.94639,1.91359,44.20611,50.28715,13.75611
Case_1-01,avg,otsu,9,28.50617,28.26261,-0.85441,0.92862,0.94135,1.37085,44.20611,50.16443,13.4785
Case_1-01,avg,otsu,11,28.50617,27.0001,-5.28331,0.92862,0.93282,0.45228,44.20611,46.66047,5.55208
Case_1-01,avg,otsu,13,28.50617,25.74593,-9.68296,0.92862,0.92313,-0.5912,44.20611,52.80532,19.45254
Case_1-02,avg,otsu,3,28.43951,20.38684,-28.31508,0.92672,0.83981,-9.37824,45.46036,60.85951,33.8738
Case_1-02,avg,otsu,5,28.43951,28.6177,0.62656,0.92672,0.94032,1.46754,45.46036,50.88305,11.92839
Case_1-02,avg,otsu,7,28.43951,29.14674,2.48679,0.92672,0.94641,2.1247,45.46036,48.92379,7.61857
Case_1-02,avg,otsu,9,28.43951,28.16706,-0.958,0.92672,0.94193,1.64127,45.46036,48.74507,7.22544
Case_1-02,avg,otsu,11,28.43951,26.7376,-5.98432,0.92672,0.93248,0.62155,45.46036,45.77461,0.69126
Case_1-02,avg,otsu,13,28.43951,25.29911,-11.04238,0.92672,0.92061,-0.65931,45.46036,53.98467,18.75108
Case_1-03,avg,otsu,3,28.90018,21.23777,-26.51336,0.93991,0.86821,-7.62839,44.40646,57.28588,29.00348
Case_1-03,avg,otsu,5,28.90018,29.2844,1.32947,0.93991,0.95157,1.24054,44.40646,51.07146,15.00908
Case_1-03,avg,otsu,7,28.90018,29.88983,3.42437,0.93991,0.95684,1.80124,44.40646,53.52908,20.54345
Case_1-03,avg,otsu,9,28.90018,29.28929,1.34639,0.93991,0.95493,1.59803,44.40646,52.45187,18.11766
Case_1-03,avg,otsu,11,28.90018,28.31671,-2.01891,0.93991,0.95052,1.12883,44.40646,52.62313,18.50332
Case_1-03,avg,otsu,13,28.90018,27.25099,-5.7065,0.93991,0.94517,0.55963,44.40646,59.08576,33.05668
Case_1-04,avg,otsu,3,28.84174,21.30227,-26.14083,0.94415,0.8759,-7.22872,44.23323,58.39721,32.02113
Case_1-04,avg,otsu,5,28.84174,29.32296,1.66848,0.94415,0.95572,1.22544,44.23323,50.74502,14.72149
Case_1-04,avg,otsu,7,28.84174,29.93624,3.79485,0.94415,0.96121,1.80692,44.23323,52.50974,18.71107
Case_1-04,avg,otsu,9,28.84174,29.31938,1.65607,0.94415,0.9597,1.64698,44.23323,53.28098,20.45464
Case_1-04,avg,otsu,11,28.84174,28.25235,-2.04353,0.94415,0.95514,1.16401,44.23323,51.20494,15.76125
Case_1-04,avg,otsu,13,28.84174,27.07617,-6.12158,0.94415,0.94911,0.52534,44.23323,58.55531,32.37855
Case_1-05,avg,otsu,3,28.93539,21.12793,-26.98239,0.94115,0.86601,-7.98385,45.13338,57.13608,26.59384
Case_1-05,avg,otsu,5,28.93539,29.28837,1.21989,0.94115,0.95218,1.17197,45.13338,50.88606,12.74595
Case_1-05,avg,otsu,7,28.93539,29.83708,3.11622,0.94115,0.95699,1.68305,45.13338,52.6677,16.69345
Case_1-05,avg,otsu,9,28.93539,29.17457,0.8266,0.94115,0.95454,1.42273,45.13338,53.1198,17.69515
Case_1-05,avg,otsu,11,28.93539,28.16191,-2.67313,0.94115,0.94958,0.89571,45.13338,51.89899,14.99026
Case_1-05,avg,otsu,13,28.93539,27.08359,-6.39978,0.94115,0.94376,0.27732,45.13338,59.0869,30.91619
Case_1-06,avg,otsu,3,28.46618,20.73532,-27.15805,0.93898,0.85562,-8.87772,45.90516,58.10121,26.56793
Case_1-06,avg,otsu,5,28.46618,28.78079,1.10521,0.93898,0.9497,1.14166,45.90516,50.21074,9.37929
Case_1-06,avg,otsu,7,28.46618,29.19994,2.57766,0.93898,0.95383,1.5815,45.90516,49.31131,7.41997
Case_1-06,avg,otsu,9,28.46618,28.27995,-0.65421,0.93898,0.94908,1.07564,45.90516,49.23831,7.26095
Case_1-06,avg,otsu,11,28.46618,26.93222,-5.38871,0.93898,0.9404,0.15123,45.90516,45.97579,0.15386
Case_1-06,avg,otsu,13,28.46618,25.55571,-10.22431,0.93898,0.93005,-0.95103,45.90516,51.51692,12.22468
Case_1-07,avg,otsu,3,28.85317,21.02074,-27.14582,0.94956,0.869,-8.48393,45.99836,58.66188,27.53037
Case_1-07,avg,otsu,5,28.85317,29.21149,1.24187,0.94956,0.95785,0.87304,45.99836,51.73745,12.47673
Case_1-07,avg,otsu,7,28.85317,29.64732,2.75238,0.94956,0.96091,1.19529,45.99836,50.90175,10.65992
Case_1-07,avg,otsu,9,28.85317,28.82466,-0.09881,0.94956,0.95648,0.72876,45.99836,52.42519,13.97187
Case_1-07,avg,otsu,11,28.85317,27.63516,-4.22141,0.94956,0.94947,-0.00948,45.99836,48.33418,5.07805
Case_1-07,avg,otsu,13,28.85317,26.40874,-8.47196,0.94956,0.94175,-0.82249,45.99836,55.33394,20.29546
Case_1-08,avg,otsu,3,29.02288,21.13162,-27.18979,0.93454,0.86219,-7.74178,46.05699,57.08142,23.9365
Case_1-08,avg,otsu,5,29.02288,29.39869,1.29487,0.93454,0.94792,1.43172,46.05699,50.21988,9.03856
Case_1-08,avg,otsu,7,29.02288,30.01188,3.40766,0.93454,0.95368,2.04807,46.05699,53.02589,15.13104
Case_1-08,avg,otsu,9,29.02288,29.40099,1.3028,0.93454,0.95183,1.85011,46.05699,52.29747,13.54947
Case_1-08,avg,otsu,11,29.02288,28.39782,-2.15368,0.93454,0.94706,1.3397,46.05699,50.71953,10.12341
Case_1-08,avg,otsu,13,29.02288,27.30015,-5.93577,0.93454,0.94109,0.70088,46.05699,57.82116,25.54264
Case_10-01,avg,otsu,3,28.26467,22.08158,-21.87568,0.90857,0.84432,-7.07155,52.36848,47.36189,-9.56031
Case_10-01,avg,otsu,5,28.26467,28.59116,1.15512,0.90857,0.9181,1.0489,52.36848,51.26168,-2.11349
Case_10-01,avg,otsu,7,28.26467,27.5131,-2.65904,0.90857,0.89743,-1.2261,52.36848,53.42887,2.02486
Case_10-01,avg,otsu,9,28.26467,25.9519,-8.18255,0.90857,0.86641,-4.64026,52.36848,53.81398,2.76025
Case_10-01,avg,otsu,11,28.26467,24.65138,-12.78377,0.90857,0.83787,-7.78146,52.36848,50.02496,-4.47506
Case_10-01,avg,otsu,13,28.26467,23.65455,-16.31054,0.90857,0.81609,-10.17863,52.36848,54.63036,4.31916
Case_10-02,avg,otsu,3,28.70528,21.28466,-25.85106,0.91637,0.83566,-8.80758,51.71895,48.1814,-6.83995
Case_10-02,avg,otsu,5,28.70528,28.96247,0.89597,0.91637,0.92661,1.11745,51.71895,46.21219,-10.64747
Case_10-02,avg,otsu,7,28.70528,28.11902,-2.04234,0.91637,0.91147,-0.53472,51.71895,48.98778,-5.28079
