name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,3,28.50617,20.66308,-27.51366,0.92862,0.8385,-9.70472,44.20611,43.21134,-2.2503
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,5,28.50617,28.11578,-1.36949,0.92862,0.92725,-0.14753,44.20611,44.62029,0.93693
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,7,28.50617,28.34211,-0.57552,0.92862,0.92857,-0.00538,44.20611,44.49724,0.65857
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,9,28.50617,28.34211,-0.57552,0.92862,0.92857,-0.00538,44.20611,44.49724,0.65857
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,11,28.50617,28.34211,-0.57552,0.92862,0.92857,-0.00538,44.20611,44.49724,0.65857
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,13,28.50617,28.34211,-0.57552,0.92862,0.92857,-0.00538,44.20611,44.49724,0.65857
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,3,28.50617,20.74824,-27.21492,0.92862,0.84604,-8.89277,44.20611,51.60707,16.74194
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,5,28.50617,28.66673,0.56325,0.92862,0.93698,0.90026,44.20611,54.0804,22.33693
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,7,28.50617,28.94153,1.52725,0.92862,0.93843,1.05641,44.20611,53.84581,21.80626
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,9,28.50617,28.94156,1.52735,0.92862,0.93843,1.05641,44.20611,53.84583,21.80631
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,11,28.50617,28.94156,1.52735,0.92862,0.93843,1.05641,44.20611,53.84583,21.80631
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,13,28.50617,28.94156,1.52735,0.92862,0.93843,1.05641,44.20611,53.84583,21.80631
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,3,28.50617,20.77126,-27.13416,0.92862,0.84781,-8.70216,44.20611,57.91802,31.01813
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,5,28.50617,29.03772,1.86468,0.92862,0.94247,1.49146,44.20611,56.26332,27.27499
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,7,28.50617,29.44998,3.3109,0.92862,0.94502,1.76606,44.20611,56.86298,28.63149
