name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque,jpg_niqe,im_niqe,delta_niqe
Case_1-01,avg,otsu,9,33.4759556501799,29.4871578871226,-11.9154111827002,0.972335269019959,0.960624390208548,-1.204407490352,52.4354281098805,49.3380571338897,-5.90701952408997,10.9190875605897,17.5191132935341,60.4448466625166
Case_1-02,avg,otsu,9,33.4818513379292,29.4832034848582,-11.9427322363778,0.971744175413089,0.962977226750238,-0.902186901107444,52.7504057077562,48.0813693712509,-8.85118564276506,10.1451097173562,16.2089155697606,59.770727191156
Case_1-03,avg,otsu,9,33.9803227533216,30.9416951673928,-8.94231525694303,0.977470683940988,0.972306471142462,-0.528324059572281,49.5483662885279,53.5958052693708,8.16866283193698,11.5281573163195,17.3894509934046,50.8432832434346
Case_1-04,avg,otsu,9,33.9474690974221,31.1314937225978,-8.295096658732,0.978930092078279,0.975905765071076,-0.308942081939897,52.91561020132,53.5206447445112,1.14339519262715,11.2660662381426,18.7373756255754,66.3169311231094
Case_1-05,avg,otsu,9,33.9685684905812,30.74471714195,-9.49068945759406,0.977688234308167,0.971235609134691,-0.659988015304413,49.4256758378466,53.979984661406,9.21445938038545,10.5888160888899,17.0338717528423,60.866631451978
Case_1-06,avg,otsu,9,33.4344180768726,29.621148484908,-11.4052219577954,0.976855423113748,0.966442416425451,-1.06597214305321,53.7911905989864,48.8339807442056,-9.21565371500467,10.6327561201067,17.7678998377518,67.1053077588454
Case_1-07,avg,otsu,9,33.7408043426096,30.1746437009421,-10.5692816491752,0.980742489719215,0.969967745334222,-1.09863134287961,52.9550586254756,52.5728719483958,-0.72171891977852,11.3283166213266,17.7180094011065,56.4046097347836
Case_1-08,avg,otsu,9,34.1521869592729,31.1142345502932,-8.89533783766928,0.974817433975707,0.970446003042167,-0.448435858980365,49.9069179039433,52.8987597147582,5.99484387429692,10.5160333523625,17.5791727541825,67.165433630289
Case_10-01,avg,otsu,9,32.9134891256976,26.462919992817,-19.5985576255549,0.964037670496018,0.884931621731131,-8.20570099964919,41.9987206203358,54.1228094965953,28.8677576297144,11.743832514298,14.649821389059,24.7448085726955
Case_10-02,avg,otsu,9,33.6615593813144,27.037573482941,-19.67819085069,0.96895347004584,0.90126440425692,-6.98579115318282,44.9721033212372,51.882366372563,15.3656656927197,11.4334337002638,15.4767458427416,35.3639357036242
Case_10-03,avg,otsu,9,32.5637287238298,26.180270029425,-19.6029722165492,0.960657616043432,0.876650725897729,-8.7447274390739,41.3466755236393,54.3114905564295,31.3563663065916,10.8886442830027,14.6459184667241,34.5063543823038
Case_10-04,avg,otsu,9,32.9835399093948,26.1249804997249,-20.7938851575975,0.966807333362887,0.887616520580808,-8.19096112010509,42.2190618011956,52.9247990259879,25.3575914955293,10.901110122425,14.3672506412038,31.7962159803206
Case_10-05,avg,otsu,9,34.7667913512929,29.8104346603783,-14.2560083869524,0.971829967287729,0.939317871547537,-3.34545103923167,50.2725434332673,54.6065144137752,8.6209502931971,11.3217583121142,15.6124161521575,37.8974512770895
Case_10-06,avg,otsu,9,33.6367400883358,27.2487592092248,-18.9910819607818,0.969510048523226,0.908678051437345,-6.27450918931072,45.243912845644,51.2036997827695,13.17257187162,10.9084889990185,15.8114820250002,44.9465826699081
Case_10-07,avg,otsu,9,33.5554762992269,26.8965956448377,-19.8443931923642,0.970942748565248,0.905853435225628,-6.70372310167637,43.7050082817061,53.1439947424385,21.5970362021034,11.3978916382202,14.4353492700848,26.6492938192113
Case_10-08,avg,otsu,9,33.5352097892162,27.001462315057,-19.4832461619495,0.970545026459748,0.907310990673293,-6.51531191882079,43.7199797089985,53.1856403876349,21.6506520397312,11.1659592242579,14.5911714032083,30.675485286648
Case_10-09,avg,otsu,9,33.124556430387,26.9299934137138,-18.7008180160584,0.968859697950638,0.903249921462787,-6.77185526724156,44.1049857852973,54.0496705097298,22.5477563304139,11.5005443734777,15.8199694538633,37.5584401930307
Case_10-10,avg,otsu,9,33.950519206451,28.0784190630787,-17.2960540239884,0.965173898889129,0.899530906570824,-6.80115701365901,42.054893004641,57.1311324252703,35.8489544105262,12.1862015136373,15.4851888434023,27.0714982521273
Case_11-07,avg,otsu,9,34.0888845657212,28.1256443235152,-17.493210230183,0.962896920467017,0.904439576523424,-6.07098669660718,54.2421494575954,57.350856187769,5.73116434591873,10.7000670144643,13.7944991935143,28.9197457816572
Case_11-09,avg,otsu,9,38.5469187624526,34.4981598280422,-10.5034567337561,0.964819332295967,0.955932933550746,-0.92104277430611,48.089169485998,49.506097915087,2.94646059442047,12.5553033334052,14.9358886666161,18.9607950520557
Case_11-10,avg,otsu,9,36.2409882887911,31.2146252839277,-13.8692768663208,0.963741701537482,0.935303151384005,-2.95084773317466,39.2724574976077,51.6960525135164,31.6343712808538,11.8210092341126,14.3807453608534,21.6541250924157
Case_11-11,avg,otsu,9,36.2455875744065,31.2344514084879,-13.8255067754979,0.964504620050172,0.936601241359165,-2.89302696026026,39.7291166388253,50.8572911813154,28.0101232646466,11.1187686248859,14.9526690827579,34.481340400329
Case_11-12,avg,otsu,9,35.8008583100385,30.852610158768,-13.8215908356671,0.961755602673155,0.930782856284317,-3.22043836321316,45.9857892892155,52.5253602447863,14.2208518254233,11.2336497952569,14.4629814330127,28.7469495365554
Case_11-13,avg,otsu,9,37.67920220668,32.7282095757567,-13.139855254275,0.965668688882702,0.945033017026592,-2.13693082251489,45.6155334791428,52.825188350461,15.8052626406634,13.2931069921707,13.5344858644796,1.81581982640336
Case_11-15,avg,otsu,9,34.8242691307297,29.9432220341378,-14.0162226471102,0.971268321482045,0.939278720614483,-3.29359046928962,54.9889490119794,57.2601323908669,4.13025420506359,10.829916724276,14.3993257614814,32.9587856313267
Case_12-01,avg,otsu,9,34.8784269138272,32.0062347366257,-8.23486731296029,0.979944503216563,0.971167933733136,-0.895619032977734,51.1587863088937,56.4758526253769,10.3932612560024,13.0586897551047,17.1108696655759,31.0305243976497
Case_12-02,avg,otsu,9,34.7628560637644,31.918661017272,-8.18170705328541,0.981206446380382,0.972396730870332,-0.897845253926809,53.0669183336821,56.8219440824044,7.07601998878262,12.6557426540854,18.3613463277846,45.0831202059672
Case_12-03,avg,otsu,9,34.647159194861,31.8020349786747,-8.21170994188843,0.980102653637559,0.971277243437281,-0.90045773955649,52.7042195132601,54.5667953266849,3.53401649929778,12.3089530457372,17.0559107930816,38.5650812843774
Case_12-04,avg,otsu,9,34.7195664173582,30.4362330827281,-12.3369436217632,0.980225183592422,0.957998911042829,-2.26746597839237,52.736404903357,53.9063480852571,2.21847352705234,11.7560102439383,17.4760776867612,48.6565367342406
Case_12-05,avg,otsu,9,34.3927263043223,29.7857518591961,-13.3951999162894,0.977005037063213,0.948018075180537,-2.96692041320568,50.3153470465787,53.2696315950082,5.87153765568718,12.1314182511026,16.9442977266706,39.6728509062045
Case_12-06,avg,otsu,9,34.1307093635477,29.9608304317158,-12.2173813834805,0.977211408780756,0.95323018202241,-2.45404694857865,49.5890540085921,54.9080476475049,10.7261446003612,12.0670737480406,17.1384104181769,42.0262341643488
Case_12-07,avg,otsu,9,34.275308998348,29.861331593943,-12.8780090782485,0.975802595233421,0.946633112239508,-2.98928114522338,49.9354738369439,55.0644934993717,10.2712946695483,12.3065986416947,17.3112223578866,40.6661813056641
Case_12-08,avg,otsu,9,34.3592651562103,30.259573289906,-11.9318380287399,0.978908651363141,0.95640730033438,-2.29861601462275,51.1811030042616,55.659821054877,8.75072592758026,12.3059691718057,17.9524359672862,45.8839666884351
Case_12-09,avg,otsu,9,34.4576868996664,30.2482321303463,-12.2163010580982,0.980452848283641,0.960361787668262,-2.04916132892563,51.6640776793682,56.1523800125184,8.68747209812783,12.2244445656093,16.8936509965933,38.1956530288482
Case_12-10,avg,otsu,9,34.418402678165,31.6994730388029,-7.89963922726422,0.979808857368622,0.972432335828467,-0.752853118716029,52.145644490596,53.460742500185,2.52197095737538,11.6298697788317,18.7525999499099,61.2451412314419
Case_12-11,avg,otsu,9,34.3649569062055,29.9015154781559,-12.9883515938401,0.979636465140792,0.958877437384765,-2.11905420987404,51.4789978095482,57.3166048557186,11.3397837847722,11.3341019063864,15.7397421339963,38.8706601016841
Case_12-12,avg,otsu,9,34.4456022333631,30.5815328722515,-11.2178888176584,0.975625320740265,0.956790399935084,-1.93054858302471,52.4592206940962,56.6049152649746,7.90269949882235,12.0093137362869,16.8278928664872,40.1236843004657
Case_13-01,avg,otsu,9,33.5734549689671,27.7895369531089,-17.2276520876521,0.963892288120713,0.903564278338318,-6.25879162287059,42.4256357188115,55.8217010049656,31.5754026054919,11.8435650109216,15.2562560404645,28.8147278829969
Case_13-02,avg,otsu,9,33.5893042382294,27.2712884568333,-18.8096059882219,0.961900246504194,0.884305284308323,-8.06684086815363,43.4465766997105,54.7758987736058,26.0764436107364,11.8185848342619,15.3724254899239,30.069933968401
Case_13-03,avg,otsu,9,33.7669729311817,27.469783478258,-18.6489605264814,0.96531857173916,0.897302438497642,-7.04597790126187,43.6641737668914,55.693390390935,27.5493971058828,12.0002372807545,15.4577005575656,28.8116242697637
Case_13-04,avg,otsu,9,34.317473468788,29.5026062207062,-14.0303663451825,0.96192307886004,0.918620220828194,-4.50169654762453,48.3487693949386,59.7752409977518,23.6334279978788,11.6003430770583,16.4771650252267,42.0403251504961
Case_13-05,avg,otsu,9,34.0426830484369,29.5770444195301,-13.1177634340777,0.964484757049087,0.928583867717014,-3.72228685520288,45.5104757712383,58.9924880513958,29.6239756928181,12.8761639677619,16.1504153980611,25.4287801747234
Case_13-06,avg,otsu,9,33.804442901873,27.7049256121117,-18.0435373760392,0.967747053216277,0.906289814948429,-6.35054770392708,42.9298852789818,55.5157827590178,29.317333131095,11.6680756159511,15.769207515345,35.1483143783142
Case_13-07,avg,otsu,9,33.5200103931765,28.3739187740168,-15.3522972063495,0.963673977855622,0.913743300790238,-5.18128311158612,42.1529728299561,57.2850648896161,35.8980424007161,11.9961492570636,15.7815641459144,31.555250003429
Case_13-10,avg,otsu,9,33.76460784025,28.3437364824964,-16.0548921030012,0.959250005653262,0.902920140320414,-5.87228199122979,44.0459735744166,56.7520750455651,28.8473620629165,11.7124583700501,15.4748559934173,32.1230394550466
Case_13-11,avg,otsu,9,33.5820637761932,27.4117462191314,-18.3738486061598,0.959820323934723,0.890726653912755,-7.19860460327856,43.1692444796662,55.4716522456717,28.4980844911479,11.5483806645208,15.5015909113861,34.2317279080556
Case_13-12,avg,otsu,9,34.232880713446,27.9558654570044,-18.3362168932986,0.964509571822514,0.900931283653398,-6.59177368753117,52.1007073157787,50.8194275630739,-2.45923677185234,11.1309820637352,14.7965279921089,32.9310199889376
Case_14-01,avg,otsu,9,34.4419980029728,30.4153746641686,-11.6910271536993,0.947327392242726,0.899718686437451,-5.02558103936651,51.727262608859,55.4008379629179,7.10181666065908,11.7036950549252,17.8704511263013,52.6906762559654
Case_14-02,avg,otsu,9,34.2478029554178,29.4802000200589,-13.9209015584596,0.941432340479981,0.865454352828418,-8.07046713657895,47.5013131559629,55.9536491243156,17.7938995930508,12.0924939261325,17.1077637434857,41.474238879003
Case_14-03,avg,otsu,9,34.3405892981906,29.4520791526268,-14.235370578866,0.950752138166395,0.888722910645476,-6.52422698102446,51.0013740723268,54.528405215365,6.91556101613339,11.7634943681387,16.8772914824466,43.4717521364957
Case_14-04,avg,otsu,9,34.8077347314025,29.5467930000872,-15.1142893150384,0.974895592200096,0.937783627652435,-3.80676298514279,52.1946362431488,55.3804925636496,6.10380021743904,12.0903758548334,16.0107785475156,32.4258132232914
Case_14-05,avg,otsu,9,34.2199031150262,29.3626201519869,-14.1943212016473,0.952001059798496,0.894141088777705,-6.07772128247826,52.509508878347,54.2927234596524,3.39598411677546,12.0783774256294,15.9164996770461,31.7768034245432
Case_14-06,avg,otsu,9,34.3206952786451,29.479597304493,-14.1054775692855,0.965586180693463,0.921864828165138,-4.52795963762915,51.9393833937073,55.4332147928862,6.72674793363488,12.3792991544945,16.3923623800559,32.4175316831607
Case_14-07,avg,otsu,9,34.1691131477199,29.0238351760442,-15.0582719236277,0.954783928685463,0.886703333194147,-7.13047145494466,50.2143181439608,57.1566887866981,13.8254802601002,12.4450750285729,15.7672110847287,26.6943835093677
Case_14-08,avg,otsu,9,34.3915844820357,29.7289544587047,-13.5574737062971,0.961123173365266,0.913453389011552,-4.95979970879318,49.7307570627439,56.1192395674086,12.8461396568013,11.562806510908,17.5644654261268,51.9048633180628
Case_14-09,avg,otsu,9,34.3120583502757,29.4828507970769,-14.0743743901918,0.953672898457736,0.889672756996846,-6.71091121121192,48.357992129298,57.4061118910905,18.7107019199636,12.1882825222464,16.8409236933616,38.1730663251621
Case_14-11,avg,otsu,9,34.3480351103906,29.3180894505489,-14.64405647565,0.946670357429045,0.871843765916523,-7.9041865973003,46.7228463765374,56.000035348386,19.8557872461024,12.5730144524558,16.8681790785266,34.1617727579387
Case_14-12,avg,otsu,9,34.5514152002018,29.5949376838609,-14.3452228732789,0.944997214838854,0.870128027005041,-7.92268872946674,50.6164954407149,56.4046538672916,11.4353203954156,12.5752067581031,16.0701096920469,27.79201170344
Case_15-02,avg,otsu,9,35.3368962599776,32.1067740786241,-9.14093348094039,0.961364489087892,0.945170775756751,-1.68445095642178,48.9912851087877,56.689822499908,15.7140956274677,12.3955398230865,16.3991435946653,32.2987447801352
Case_15-03,avg,otsu,9,34.4308787049785,30.3174722811727,-11.9468528789277,0.956091010415748,0.927864236650263,-2.95231034054082,53.4016215118598,56.1152420239395,5.08153204950354,11.8631572306611,16.9227786511649,42.6498723917017
Case_15-04,avg,otsu,9,35.1973057128938,32.4460228255556,-7.81674287736839,0.961893562332093,0.947110402728096,-1.53688102123848,46.0550619958581,57.9506054955165,25.8289599104832,12.3960208858037,16.1150650932657,30.0019195008064
Case_15-05,avg,otsu,9,35.4588374138472,32.813754146191,-7.45958824533606,0.968812031872277,0.956728019816181,-1.24730202129536,46.7834263302849,58.8806830923383,25.8579965405875,12.8431057401298,15.960234665555,24.2708343954947
Case_15-06,avg,otsu,9,35.4264700509665,32.7804649970285,-7.46900566195623,0.970296610819385,0.956826885984041,-1.38820693436918,48.3313033839348,58.947059460662,21.9645557505404,13.011866088219,17.0105047297162,30.7307085270242
Case_15-07,avg,otsu,9,35.5423129771509,33.4843677725827,-5.7901274064273,0.975490052104128,0.969536358234511,-0.610328506864284,50.4265529031534,57.997586752893,15.01398254265,12.7454909371685,17.0080225558654,33.4434478805874
Case_15-08,avg,otsu,9,35.2862514953023,32.6627185005249,-7.43500055574506,0.970682420652137,0.960739084187789,-1.02436556517301,47.0045492035452,58.8003379507875,25.0949938827465,13.2010333376972,15.5346092071686,17.6772212430344
Case_15-09,avg,otsu,9,34.8107085056845,31.5043062118443,-9.49823326146973,0.965692505143024,0.947835878270179,-1.84910070004121,52.6200012976908,57.2629496420914,8.82354281622615,11.8670113976081,16.7214820092546,40.9072718395208
Case_15-10,avg,otsu,9,34.3849486518467,31.1654623321833,-9.36306856892875,0.969745556361669,0.954830474852067,-1.53804071715071,52.2526216169818,55.8767995089746,6.93587762650171,12.3780511992006,15.5996172468375,26.0264398312143
Case_15-11,avg,otsu,9,34.1010354034184,30.4041420028173,-10.841000447249,0.964509606793219,0.941941160604784,-2.33988817005871,51.9963758091142,54.1230531025358,4.09004908578425,12.3294474024441,17.2007990666735,39.5098945250676
Case_15-12,avg,otsu,9,35.4043105893046,32.5590053454604,-8.03660683256944,0.971834878595965,0.961932443785141,-1.01894210929438,49.9918633259192,56.5343065154551,13.0870160747617,12.9545397305356,16.8975358360136,30.4371763682488
Case_16-01,avg,otsu,9,35.2321549292424,31.7331823905464,-9.93119082759235,0.952191371687247,0.9344305621553,-1.8652562982666,55.323154518786,58.5311222046756,5.79859864064745,12.3110395343454,15.1939007799779,23.416879115609
Case_16-02,avg,otsu,9,35.1502010089749,32.2692197251144,-8.19620144739669,0.963280324175196,0.952642307216224,-1.1043531869169,45.7931039654302,53.5354713726793,16.9072780327229,11.910993002015,15.8249950387907,32.8604175664745
