type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,otsu,0.4,3,35.51305,24.4645295625,-33.4654866875,0.98182,0.919884875,-5.986311,52.73484,43.892773875,-10.4038039375
gauss,otsu,0.4,5,35.51305,34.0826955,-7.3936490625,0.98182,0.9719538125,-0.66276525,52.73484,47.5941384375,-3.2829975
gauss,otsu,0.4,7,35.51305,34.925963125,-5.16426375,0.98182,0.973206625,-0.534947,52.73484,47.4672429375,-3.51863975
gauss,otsu,0.4,9,35.51305,34.925963375,-5.16426325,0.98182,0.973206625,-0.534947,52.73484,47.4672431875,-3.5186391875
gauss,otsu,0.4,11,35.51305,34.9259660625,-5.1642560625,0.98182,0.973206625,-0.534947,52.73484,47.4672439375,-3.5186376875
gauss,otsu,0.4,13,35.51305,34.9259583125,-5.1642765625,0.98182,0.973206625,-0.534947,52.73484,47.467241125,-3.5186431875
gauss,otsu,0.7,3,35.51305,24.5037631875,-33.3575153125,0.98182,0.922459375,-5.7226469375,52.73484,47.1240415,-3.733274375
gauss,otsu,0.7,5,35.51305,34.7574665625,-5.54404775,0.98182,0.9763241875,-0.215202625,52.73484,50.7011763125,3.10651875
gauss,otsu,0.7,7,35.51305,35.7621245625,-2.88356775,0.98182,0.9776730625,-0.0775631875,52.73484,50.325752125,2.362770625
gauss,otsu,0.7,9,35.51305,35.7622045,-2.8833545,0.98182,0.97767325,-0.0775440625,52.73484,50.3257788125,2.3628234375
gauss,otsu,0.7,11,35.51305,35.7622045,-2.8833545,0.98182,0.97767325,-0.0775440625,52.73484,50.3257788125,2.3628234375
gauss,otsu,0.7,13,35.51305,35.7622045,-2.8833545,0.98182,0.97767325,-0.0775440625,52.73484,50.3257788125,2.3628234375
gauss,otsu,1.1,3,35.51305,24.5033798125,-33.3587153125,0.98182,0.922546125,-5.71381875,52.73484,47.987772375,-1.9016590625
gauss,otsu,1.1,5,35.51305,34.934358625,-5.0617551875,0.98182,0.9771745,-0.1284400625,52.73484,52.72137125,7.296433625
gauss,otsu,1.1,7,35.51305,36.169506125,-1.780522125,0.98182,0.97892925,0.0506325625,52.73484,52.1110486875,6.08991575
gauss,otsu,1.1,9,35.51305,36.18687475,-1.7338726875,0.98182,0.9789656875,0.0543516875,52.73484,52.0937076875,6.0553389375
gauss,otsu,1.1,11,35.51305,36.1873305625,-1.73264875,0.98182,0.978966625,0.054447375,52.73484,52.0932991875,6.0545705
gauss,otsu,1.1,13,35.51305,36.1873345,-1.7326384375,0.98182,0.9789666875,0.0544536875,52.73484,52.0932213125,6.0543958125
gauss,otsu,1.4,3,35.51305,24.501882875,-33.362881375,0.98182,0.9224814375,-5.7204660625,52.73484,48.215646625,-1.4200626875
gauss,otsu,1.4,5,35.51305,34.77630375,-5.4990866875,0.98182,0.9762653125,-0.2218251875,52.73484,53.8609065,9.71273475
gauss,otsu,1.4,7,35.51305,35.8454204375,-2.678207625,0.98182,0.9772621875,-0.1206475625,52.73484,54.069007125,10.206206125
gauss,otsu,1.4,9,35.51305,35.825713,-2.7357135,0.98182,0.97712175,-0.1351229375,52.73484,54.052216375,10.1827185625
gauss,otsu,1.4,11,35.51305,35.8220245,-2.746207,0.98182,0.977106125,-0.1367330625,52.73484,54.050437875,10.1799489375
gauss,otsu,1.4,13,35.51305,35.8216840625,-2.747159375,0.98182,0.977105,-0.136848375,52.73484,54.04953475,10.1778993125
gauss,otsu,1.7,3,35.51305,24.5007074375,-33.366141125,0.98182,0.9224274375,-5.7260096875,52.73484,48.314942625,-1.20984775
gauss,otsu,1.7,5,35.51305,34.6242056875,-5.9189308125,0.98182,0.9753711875,-0.3135924375,52.73484,54.474649,11.0298320625
gauss,otsu,1.7,7,35.51305,35.3440511875,-4.056791625,0.98182,0.974764,-0.377021625,52.73484,55.6349325625,13.5300279375
gauss,otsu,1.7,9,35.51305,35.1076360625,-4.7092881875,0.98182,0.97366325,-0.490031125,52.73484,55.7373708125,13.784251
gauss,otsu,1.7,11,35.51305,35.036993875,-4.9036564375,0.98182,0.973389125,-0.518164125,52.73484,55.733090125,13.786125625
gauss,otsu,1.7,13,35.51305,35.0241355,-4.938964,0.98182,0.9733459375,-0.5225949375,52.73484,55.738401375,13.798769125
gauss,otsu,2,3,35.51305,24.500057,-33.367943,0.98182,0.922397375,-5.7290961875,52.73484,48.345011625,-1.1457939375
gauss,otsu,2,5,35.51305,34.51097775,-6.231143625,0.98182,0.9746818125,-0.38432975,52.73484,54.716307875,11.565833625
gauss,otsu,2,7,35.51305,34.902964,-5.26674825,0.98182,0.9723956875,-0.6199918125,52.73484,56.42869075,15.2534973125
gauss,otsu,2,9,35.51305,34.36388675,-6.7469808125,0.98182,0.9697005,-0.896527,52.73484,56.50077225,15.4917425625
gauss,otsu,2,11,35.51305,34.127095,-7.395511625,0.98182,0.96864625,-1.0046595,52.73484,56.35891325,15.2325739375
gauss,otsu,2,13,35.51305,34.0548885625,-7.592989625,0.98182,0.9683634375,-1.0336600625,52.73484,56.3152085625,15.1504464375
