type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,multilevel_tresholding,3,35.51305,34.9910233125,-4.97009225,0.98182,0.9789055625,0.0487106875,52.73484,53.5555053125,9.0742303125
avg,multilevel_tresholding,5,35.51305,34.9089968125,-5.2239125,0.98182,0.9740318125,-0.452051,52.73484,56.7569349375,15.8796346875
avg,multilevel_tresholding,7,35.51305,33.120227625,-10.1469715625,0.98182,0.9605888125,-1.8309578125,52.73484,56.733054875,15.87092525
avg,multilevel_tresholding,9,35.51305,31.03940725,-15.8206590625,0.98182,0.9448190625,-3.4476685625,52.73484,57.227278125,17.0049459375
avg,multilevel_tresholding,11,35.51305,29.3646018125,-20.3771803125,0.98182,0.9303304375,-4.9324569375,52.73484,57.5243485,17.6221425625
avg,multilevel_tresholding,13,35.51305,28.041255,-23.974040625,0.98182,0.917971625,-6.1984954375,52.73484,60.911913375,24.45159375
