filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,3.29576149689215,1.74443338637243,-1.85119320611914,-32.1950441089964,1
5,3.68329487319445,1.94989294866137,2.84496373921584,-29.5608485328212,1
7,1.38982499926249,1.10955566700171,7.6037068394908,-13.1255935724994,1
9,-2.05719079001301,-0.159766564393782,8.24059029602443,-1.29944699656444,1
11,-5.57474235226946,-1.42832600514855,10.6066633492012,9.31709805124496,1
13,-8.7610510850801,-2.51763703577908,18.5016621559251,14.3777097778582,1
15,-11.5381993227564,-3.40706994749352,23.3879587418673,17.3812412478275,1
17,-13.9376358712621,-4.12940770656436,24.3080506701817,20.0438306148395,1
19,-16.0153625122844,-4.72526302647285,23.8228417505602,23.1943576204119,1
