name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,5,40.124,34.351,-14.3879,0.993,0.985,-0.80564,48.578,54.681,12.5633
Case_1-02,avg,otsu,5,40.294,34.185,-15.16107,0.993,0.985,-0.80564,53.816,46.764,-13.10391
Case_1-03,avg,otsu,5,40.758,35.573,-12.72143,0.994,0.989,-0.50302,47.54,54.473,14.58351
Case_1-04,avg,otsu,5,40.757,35.877,-11.9734,0.995,0.99,-0.50251,53.792,54.762,1.80324
Case_1-05,avg,otsu,5,40.656,35.49,-12.70661,0.994,0.989,-0.50302,46.334,55.28,19.30764
Case_1-06,avg,otsu,5,40.142,34.458,-14.15973,0.994,0.987,-0.70423,52.807,52.212,-1.12674
Case_1-07,avg,otsu,5,40.462,35.193,-13.02209,0.995,0.989,-0.60302,49.158,57.596,17.16506
Case_1-08,avg,otsu,5,40.894,35.654,-12.81362,0.994,0.988,-0.60362,49.059,54.044,10.16123
Case_10-01,avg,otsu,5,39.593,32.262,-18.5159,0.991,0.964,-2.72452,44.341,50.817,14.60499
Case_10-02,avg,otsu,5,40.734,33.035,-18.90067,0.993,0.97,-2.31621,45.806,44.348,-3.18299
Case_10-03,avg,otsu,5,38.835,31.902,-17.85245,0.989,0.96,-2.93225,43.98,51.873,17.94679
Case_10-04,avg,otsu,5,39.831,32.054,-19.52499,0.992,0.965,-2.72177,44.569,48.525,8.87612
Case_10-05,avg,otsu,5,41.79,35.311,-15.50371,0.993,0.98,-1.30916,49.507,57.454,16.05228
Case_10-06,avg,otsu,5,40.731,33.102,-18.73021,0.993,0.972,-2.1148,46.657,44.447,-4.7367
Case_10-07,avg,otsu,5,40.561,32.857,-18.99361,0.993,0.971,-2.21551,45.585,48.787,7.02424
Case_10-08,avg,otsu,5,40.523,33.015,-18.52775,0.993,0.972,-2.1148,45.624,48.962,7.31632
Case_10-09,avg,otsu,5,40.008,32.878,-17.82144,0.993,0.971,-2.21551,44.324,49.104,10.78423
Case_10-10,avg,otsu,5,40.71,33.619,-17.41832,0.991,0.966,-2.5227,44.168,56.184,27.20522
Case_11-07,avg,otsu,5,40.937,34.167,-16.53761,0.989,0.971,-1.82002,48.022,52.566,9.46233
Case_11-09,avg,otsu,5,44.503,39.494,-11.25542,0.985,0.98,-0.50761,37.659,53.017,40.78175
Case_11-10,avg,otsu,5,42.576,36.574,-14.09714,0.986,0.975,-1.11562,36.004,53.318,48.0891
Case_11-11,avg,otsu,5,42.828,36.769,-14.14729,0.987,0.977,-1.01317,36.227,51.155,41.20683
Case_11-12,avg,otsu,5,42.453,36.385,-14.29345,0.988,0.976,-1.21457,35.143,54.136,54.0449
Case_11-13,avg,otsu,5,43.838,37.93,-13.47689,0.985,0.977,-0.81218,33.158,55.527,67.46185
Case_11-15,avg,otsu,5,42.004,35.726,-14.9462,0.992,0.981,-1.10887,45.871,54.192,18.14
Case_12-01,avg,otsu,5,41.011,36.783,-10.30943,0.994,0.989,-0.50302,44.763,55.683,24.39515
Case_12-02,avg,otsu,5,40.787,36.916,-9.49077,0.995,0.989,-0.60302,47.114,56.514,19.95161
Case_12-03,avg,otsu,5,40.661,36.692,-9.7612,0.994,0.989,-0.50302,46.468,56.735,22.09477
Case_12-04,avg,otsu,5,41.757,35.467,-15.06334,0.995,0.985,-1.00503,48.837,58.456,19.69613
Case_12-05,avg,otsu,5,41.28,34.903,-15.44816,0.995,0.981,-1.40704,47.772,58.87,23.23118
Case_12-06,avg,otsu,5,40.684,35.125,-13.66385,0.994,0.983,-1.10664,46.888,58.494,24.7526
Case_12-07,avg,otsu,5,41.006,34.983,-14.68809,0.994,0.981,-1.30785,47.251,58.761,24.35927
Case_12-08,avg,otsu,5,40.991,35.422,-13.58591,0.995,0.984,-1.10553,47.245,58.493,23.80781
Case_12-09,avg,otsu,5,41.197,35.387,-14.10297,0.995,0.986,-0.90452,47.838,58.36,21.99507
Case_12-10,avg,otsu,5,40.505,36.431,-10.05802,0.994,0.989,-0.50302,47.234,55.083,16.61727
Case_12-11,avg,otsu,5,41.32,34.922,-15.48403,0.995,0.985,-1.00503,45.996,56.954,23.82381
Case_12-12,avg,otsu,5,40.941,35.629,-12.97477,0.994,0.984,-1.00604,45.606,57.182,25.38263
Case_13-01,avg,otsu,5,40.311,33.502,-16.89117,0.991,0.969,-2.21998,44.01,53.697,22.01091
Case_13-02,avg,otsu,5,40.347,33.091,-17.98399,0.991,0.964,-2.72452,43.522,48.51,11.46087
Case_13-03,avg,otsu,5,40.575,33.385,-17.72027,0.992,0.969,-2.31855,44.191,49.676,12.41203
Case_13-04,avg,otsu,5,40.927,34.957,-14.58695,0.99,0.973,-1.71717,45.104,57.277,26.98874
Case_13-05,avg,otsu,5,40.451,34.87,-13.79694,0.99,0.975,-1.51515,43.19,58.689,35.88562
Case_13-06,avg,otsu,5,40.716,33.543,-17.61715,0.992,0.97,-2.21774,44.646,52.561,17.72835
Case_13-07,avg,otsu,5,40.046,33.848,-15.4772,0.991,0.971,-2.01816,43.378,56.292,29.77085
Case_13-10,avg,otsu,5,40.343,34.034,-15.6384,0.989,0.969,-2.02224,44.592,57.026,27.88393
Case_13-11,avg,otsu,5,40.368,33.305,-17.49653,0.99,0.966,-2.42424,44.525,51.811,16.36384
Case_13-12,avg,otsu,5,41.185,33.75,-18.05269,0.991,0.969,-2.21998,48.505,56.542,16.56943
Case_14-01,avg,otsu,5,40.608,35.362,-12.91864,0.984,0.961,-2.3374,48.956,56.847,16.11856
Case_14-02,avg,otsu,5,40.599,34.461,-15.1186,0.984,0.949,-3.55691,45.773,57.065,24.66957
Case_14-03,avg,otsu,5,40.862,34.341,-15.95859,0.987,0.957,-3.03951,46.629,57.949,24.27674
Case_14-04,avg,otsu,5,41.4,34.412,-16.87923,0.994,0.975,-1.91147,46.697,58.254,24.74891
Case_14-05,avg,otsu,5,40.827,34.224,-16.17312,0.987,0.959,-2.83688,47.305,58.204,23.03985
Case_14-06,avg,otsu,5,40.759,34.491,-15.3782,0.991,0.97,-2.11907,47.136,58.218,23.51069
Case_14-07,avg,otsu,5,40.576,34.056,-16.06861,0.988,0.956,-3.23887,45.825,57.38,25.21549
Case_14-08,avg,otsu,5,40.983,34.768,-15.16482,0.99,0.967,-2.32323,47.441,58.501,23.31317
Case_14-09,avg,otsu,5,40.879,34.465,-15.69021,0.988,0.958,-3.03644,46.323,58.347,25.95687
Case_14-11,avg,otsu,5,40.635,34.366,-15.42759,0.985,0.951,-3.45178,45.087,55.762,23.67645
Case_14-12,avg,otsu,5,40.992,34.582,-15.6372,0.985,0.95,-3.5533,46.286,58.316,25.99058
Case_15-02,avg,otsu,5,42.06,36.868,-12.34427,0.99,0.978,-1.21212,42.936,55.723,29.78154
Case_15-03,avg,otsu,5,40.923,35.429,-13.42521,0.988,0.974,-1.417,50.247,58.104,15.63675
Case_15-04,avg,otsu,5,41.905,37.295,-11.00107,0.99,0.979,-1.11111,40.702,56.485,38.77696
Case_15-05,avg,otsu,5,42.153,37.684,-10.60186,0.992,0.983,-0.90726,41.69,56.548,35.63924
Case_15-06,avg,otsu,5,42.066,37.635,-10.53345,0.992,0.982,-1.00806,40.056,56.402,40.80787
Case_15-07,avg,otsu,5,42.31,38.295,-9.48948,0.994,0.988,-0.60362,46.824,55.858,19.29352
Case_15-08,avg,otsu,5,41.907,37.65,-10.15821,0.992,0.985,-0.70565,43.074,56.22,30.51957
Case_15-09,avg,otsu,5,41.596,36.587,-12.04202,0.991,0.981,-1.00908,46.059,56.612,22.91192
Case_15-10,avg,otsu,5,40.97,36.56,-10.76397,0.992,0.984,-0.80645,50.055,57.939,15.75067
Case_15-11,avg,otsu,5,40.711,35.813,-12.03115,0.991,0.979,-1.2109,49.681,57.96,16.66432
Case_15-12,avg,otsu,5,42.175,37.406,-11.30765,0.993,0.985,-0.80564,43.373,55.462,27.87218
Case_16-01,avg,otsu,5,41.751,36.72,-12.05001,0.986,0.975,-1.11562,38.225,56.591,48.04709
Case_16-02,avg,otsu,5,41.89,37.267,-11.03605,0.99,0.982,-0.80808,41.265,57.646,39.69708
Case_16-03,avg,otsu,5,41.555,36.153,-12.99964,0.988,0.973,-1.51822,35.611,57.441,61.30128
Case_16-04,avg,otsu,5,42.044,37.084,-11.79716,0.987,0.976,-1.11449,37.699,59.264,57.20311
Case_16-05,avg,otsu,5,41.98,36.932,-12.02477,0.986,0.977,-0.91278,37.888,53.992,42.50422
Case_16-06,avg,otsu,5,40.864,35.749,-12.51713,0.992,0.981,-1.10887,44.481,57.5,29.26868
Case_16-07,avg,otsu,5,41.907,36.729,-12.35593,0.99,0.98,-1.0101,40.167,58.632,45.97057
Case_16-08,avg,otsu,5,40.981,36.028,-12.08609,0.993,0.982,-1.10775,47.138,57.873,22.77356
Case_16-09,avg,otsu,5,41.448,36.542,-11.83652,0.991,0.98,-1.10999,45.775,57.542,25.70617
Case_16-10,avg,otsu,5,41.914,37.787,-9.84635,0.99,0.978,-1.21212,41.333,56.664,37.09143
Case_16-11,avg,otsu,5,41.153,36.754,-10.68938,0.993,0.985,-0.80564,46.517,56.916,22.35527
Case_16-12,avg,otsu,5,41.204,36.73,-10.85817,0.993,0.985,-0.80564,44.435,56.782,27.78665
Case_16-13,avg,otsu,5,41.039,36.005,-12.26638,0.992,0.982,-1.00806,47.335,57.959,22.44428
Case_17-01,avg,otsu,5,40.489,34.868,-13.88278,0.993,0.983,-1.00705,46.404,55.474,19.54573
Case_17-02,avg,otsu,5,40.266,35.267,-12.41494,0.993,0.985,-0.80564,48.722,54.526,11.91248
Case_17-03,avg,otsu,5,40.34,34.559,-14.33069,0.992,0.979,-1.31048,46.672,55.096,18.04937
Case_17-04,avg,otsu,5,40.183,34.48,-14.19257,0.993,0.982,-1.10775,46.571,52.75,13.26791
Case_17-05,avg,otsu,5,40.582,34.546,-14.87359,0.991,0.977,-1.41271,47.202,56.558,19.82119
