name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,13,40.124,26.137,-34.85944,0.993,0.94,-5.33736,48.578,51.994,7.03199
Case_1-02,avg,otsu,13,40.294,25.676,-36.27835,0.993,0.938,-5.53877,53.816,51.766,-3.80928
Case_1-03,avg,otsu,13,40.758,27.908,-31.52755,0.994,0.961,-3.31992,47.54,58.966,24.0345
Case_1-04,avg,otsu,13,40.757,27.727,-31.96997,0.995,0.963,-3.21608,53.792,58.762,9.23929
Case_1-05,avg,otsu,13,40.656,27.684,-31.90673,0.994,0.958,-3.62173,46.334,59.513,28.44348
Case_1-06,avg,otsu,13,40.142,25.928,-35.4093,0.994,0.945,-4.92958,52.807,51.278,-2.89545
Case_1-07,avg,otsu,13,40.462,26.84,-33.66616,0.995,0.954,-4.1206,49.158,55.463,12.82599
Case_1-08,avg,otsu,13,40.894,27.974,-31.59388,0.994,0.958,-3.62173,49.059,57.364,16.9286
Case_10-01,avg,otsu,13,39.593,23.86,-39.73682,0.991,0.834,-15.84258,44.341,55.559,25.29938
Case_10-02,avg,otsu,13,40.734,23.962,-41.17445,0.993,0.846,-14.80363,45.806,52.849,15.37571
Case_10-03,avg,otsu,13,38.835,23.671,-39.04725,0.989,0.825,-16.58241,43.98,56.267,27.9377
Case_10-04,avg,otsu,13,39.831,23.33,-41.42753,0.992,0.834,-15.92742,44.569,54.085,21.35116
Case_10-05,avg,otsu,13,41.79,26.855,-35.73821,0.993,0.91,-8.35851,49.507,59.877,20.94653
Case_10-06,avg,otsu,13,40.731,24.124,-40.77238,0.993,0.858,-13.59517,46.657,51.365,10.09066
Case_10-07,avg,otsu,13,40.561,23.997,-40.83726,0.993,0.857,-13.69587,45.585,55.214,21.12318
Case_10-08,avg,otsu,13,40.523,24.075,-40.58929,0.993,0.859,-13.49446,45.624,55.175,20.93416
Case_10-09,avg,otsu,13,40.008,24.218,-39.46711,0.993,0.857,-13.69587,44.324,56.87,28.30521
Case_10-10,avg,otsu,13,40.71,25.621,-37.0646,0.991,0.86,-13.21897,44.168,60.411,36.77549
Case_11-07,avg,otsu,13,40.937,25.362,-38.04627,0.989,0.857,-13.34681,48.022,57.21,19.1329
Case_11-09,avg,otsu,13,44.503,31.875,-28.37562,0.985,0.949,-3.65482,37.659,53.963,43.29377
Case_11-10,avg,otsu,13,42.576,28.781,-32.40088,0.986,0.915,-7.20081,36.004,55.748,54.83835
Case_11-11,avg,otsu,13,42.828,28.633,-33.1442,0.987,0.914,-7.39615,36.227,55.235,52.46915
