name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,19,40.124,22.922,-42.8721,0.993,0.905,-8.86203,48.578,60.412,24.36082
Case_1-02,avg,otsu,19,40.294,22.107,-45.13575,0.993,0.894,-9.96979,53.816,58.743,9.15527
Case_1-03,avg,otsu,19,40.758,24.627,-39.57751,0.994,0.938,-5.6338,47.54,64.76,36.22213
Case_1-04,avg,otsu,19,40.757,24.263,-40.46912,0.995,0.937,-5.82915,53.792,64.968,20.77632
Case_1-05,avg,otsu,19,40.656,24.493,-39.75551,0.994,0.935,-5.93561,46.334,66.105,42.67061
Case_1-06,avg,otsu,19,40.142,22.428,-44.12834,0.994,0.908,-8.65191,52.807,59.939,13.50579
Case_1-07,avg,otsu,19,40.462,23.594,-41.6885,0.995,0.929,-6.63317,49.158,67.169,36.639
Case_1-08,avg,otsu,19,40.894,24.64,-39.74666,0.994,0.932,-6.23742,49.059,65.066,32.62806
Case_10-01,avg,otsu,19,39.593,21.91,-44.66194,0.991,0.796,-19.67709,44.341,67.32,51.82337
Case_10-02,avg,otsu,19,40.734,21.656,-46.83557,0.993,0.797,-19.73817,45.806,67.642,47.67061
Case_10-03,avg,otsu,19,38.835,21.779,-43.91915,0.989,0.787,-20.42467,43.98,66.83,51.95543
Case_10-04,avg,otsu,19,39.831,21.212,-46.745,0.992,0.79,-20.3629,44.569,66.393,48.96677
Case_10-05,avg,otsu,19,41.79,24.388,-41.64154,0.993,0.878,-11.58107,49.507,66.953,35.23946
Case_10-06,avg,otsu,19,40.731,21.643,-46.86357,0.993,0.81,-18.429,46.657,66.008,41.47502
Case_10-07,avg,otsu,19,40.561,21.83,-46.17983,0.993,0.816,-17.82477,45.585,67.087,47.16902
Case_10-08,avg,otsu,19,40.523,21.891,-45.97883,0.993,0.817,-17.72407,45.624,67.2,47.2909
Case_10-09,avg,otsu,19,40.008,22.186,-44.54609,0.993,0.822,-17.22054,44.324,67.384,52.02599
Case_10-10,avg,otsu,19,40.71,23.706,-41.76861,0.991,0.83,-16.24622,44.168,64.802,46.71708
Case_11-07,avg,otsu,19,40.937,23.398,-42.84388,0.989,0.821,-16.98686,48.022,57.063,18.82679
Case_11-09,avg,otsu,19,44.503,29.506,-33.69885,0.985,0.935,-5.07614,37.659,51.325,36.2888
Case_11-10,avg,otsu,19,42.576,26.807,-37.0373,0.986,0.895,-9.22921,36.004,56.519,56.97978
Case_11-11,avg,otsu,19,42.828,26.543,-38.02419,0.987,0.891,-9.72644,36.227,56.288,55.37582
Case_11-12,avg,otsu,19,42.453,26.144,-38.4166,0.988,0.884,-10.52632,35.143,56.163,59.81276
Case_11-13,avg,otsu,19,43.838,28.273,-35.50573,0.985,0.915,-7.1066,33.158,54.797,65.26027
Case_11-15,avg,otsu,19,42.004,25.363,-39.61766,0.992,0.894,-9.87903,45.871,57.334,24.98964
Case_12-01,avg,otsu,19,41.011,26.386,-35.66116,0.994,0.944,-5.03018,44.763,67.871,51.62299
Case_12-02,avg,otsu,19,40.787,26.367,-35.3544,0.995,0.946,-4.92462,47.114,67.364,42.98085
