name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,7,40.124,32.095,-20.01047,0.993,0.977,-1.61128,48.578,50.812,4.59879
Case_1-02,avg,otsu,7,40.294,32.259,-19.94093,0.993,0.979,-1.40987,53.816,48.545,-9.79448
Case_1-03,avg,otsu,7,40.758,33.51,-17.78301,0.994,0.984,-1.00604,47.54,53.281,12.07615
Case_1-04,avg,otsu,7,40.757,33.922,-16.77013,0.995,0.987,-0.80402,53.792,53.254,-1.00015
Case_1-05,avg,otsu,7,40.656,33.286,-18.12771,0.994,0.983,-1.10664,46.334,54.106,16.77386
Case_1-06,avg,otsu,7,40.142,32.343,-19.42853,0.994,0.981,-1.30785,52.807,50.517,-4.33655
Case_1-07,avg,otsu,7,40.462,32.845,-18.82507,0.995,0.982,-1.30653,49.158,52.954,7.72204
Case_1-08,avg,otsu,7,40.894,33.683,-17.63339,0.994,0.983,-1.10664,49.059,52.55,7.11592
Case_10-01,avg,otsu,7,39.593,28.901,-27.00477,0.991,0.928,-6.35721,44.341,54.946,23.91692
Case_10-02,avg,otsu,7,40.734,29.769,-26.91854,0.993,0.941,-5.23666,45.806,51.412,12.23857
Case_10-03,avg,otsu,7,38.835,28.556,-26.46839,0.989,0.921,-6.87563,43.98,55.277,25.68668
Case_10-04,avg,otsu,7,39.831,28.654,-28.06106,0.992,0.93,-6.25,44.569,54.059,21.29283
Case_10-05,avg,otsu,7,41.79,32.51,-22.20627,0.993,0.964,-2.92044,49.507,55.707,12.52348
Case_10-06,avg,otsu,7,40.731,29.986,-26.3804,0.993,0.946,-4.73313,46.657,50.502,8.24099
Case_10-07,avg,otsu,7,40.561,29.536,-27.18128,0.993,0.943,-5.03525,45.585,53.954,18.35911
Case_10-08,avg,otsu,7,40.523,29.668,-26.78726,0.993,0.945,-4.83384,45.624,53.969,18.29081
Case_10-09,avg,otsu,7,40.008,29.466,-26.34973,0.993,0.941,-5.23666,44.324,54.182,22.24077
Case_10-10,avg,otsu,7,40.71,30.438,-25.23213,0.991,0.936,-5.54995,44.168,57.037,29.13648
Case_11-07,avg,otsu,7,40.937,30.769,-24.83817,0.989,0.943,-4.65116,48.022,49.482,3.04027
Case_11-09,avg,otsu,7,44.503,37.263,-16.26857,0.985,0.974,-1.11675,37.659,53.049,40.86673
Case_11-10,avg,otsu,7,42.576,33.661,-20.93903,0.986,0.959,-2.73834,36.004,58.62,62.81524
Case_11-11,avg,otsu,7,42.828,33.865,-20.9279,0.987,0.962,-2.53293,36.227,60.6,67.27855
Case_11-12,avg,otsu,7,42.453,33.438,-21.23525,0.988,0.959,-2.93522,35.143,57.916,64.80096
Case_11-13,avg,otsu,7,43.838,35.283,-19.51503,0.985,0.966,-1.92893,33.158,50.836,53.31443
Case_11-15,avg,otsu,7,42.004,32.53,-22.55499,0.992,0.964,-2.82258,45.871,51.411,12.07735
Case_12-01,avg,otsu,7,41.011,34.622,-15.57875,0.994,0.983,-1.10664,44.763,54.479,21.70543
