sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,-0.000107902442935941,-2.84142688461358e-06,0.000738444184930105,-0.000221916759519117,70
0.2,3,-0.000125026113515273,-3.32749583789193e-06,0.000737936381773242,-0.000188653314569266,70
0.3,3,-0.000174964586201228,-4.56188554292977e-06,0.000818207793627199,-0.00116429251403132,70
0.4,3,0.429021005076757,0.0484762082669491,-1.06440315860463,-20.8625834544827,70
0.5,3,1.40912364601804,0.173756116293436,0.509928453035994,-15.3091278440842,70
0.6,3,1.741796137468,0.225792211036758,3.51758771411829,-9.52860947965702,70
0.7,3,1.75165036020828,0.241233701669225,5.90235154028757,-3.08038738979523,70
0.8,3,1.64478245556149,0.238272191545699,6.87004238317159,0.146265046343326,70
0.9,3,1.53310697189621,0.234018767797701,7.71547511868172,1.82906852650162,70
1.1,3,1.33073326239514,0.219359509190849,8.1724250682683,4.52633163513596,70
1.2,3,1.26349654116226,0.213831272884844,8.05584567805555,4.88515128555465,70
1.3,3,1.20571844565836,0.210257832953337,8.86002579734597,5.41785152319962,70
1.4,3,1.15452825167197,0.2060869191806,8.95146362129685,6.0506690909874,70
1.5,3,1.11391125652114,0.202615805503253,8.94227636216317,6.36285335986703,70
1.6,3,1.07843932336484,0.200068432184296,9.26559348224379,6.55065191404015,70
1.7,3,1.04891692174488,0.197453942953137,9.24681812003369,6.82799646034956,70
1.8,3,1.02997982619705,0.195810042663498,9.23231964568366,6.9571445934523,70
1.9,3,1.00895913607651,0.19420748248778,9.37070631031676,7.10676023715226,70
1,3,1.42373890659779,0.226023737297156,7.76733043255779,3.31889973018038,70
2.1,3,0.984442161043623,0.192042184846309,9.34506331399263,7.25263399547951,70
2.2,3,0.960137538590194,0.190015517535431,9.53529990932806,7.50261136322131,70
2.3,3,0.954322064912293,0.189520528802653,9.52865956112007,7.52084099696009,70
2.4,3,0.938344439166124,0.188196319162921,9.5955815971713,7.69118219315096,70
2.5,3,0.933950589721678,0.187820176590064,9.58961731361753,7.69413450428406,70
2.6,3,0.922360014685066,0.186815859883691,9.63721812134774,7.83828077001929,70
2.7,3,0.919569815810312,0.186586490460021,9.63672417486086,7.84358661300562,70
2.8,3,0.904643434601778,0.185202837830443,9.64912873522731,8.0764310743821,70
2.9,3,0.897241959995405,0.184557871592865,9.63926283787683,8.153403743033,70
2,3,0.995353316796371,0.192988555889288,9.35220115336418,7.17303329753318,70
3.1,3,0.885033953902388,0.183413681855185,9.65827338576645,8.30030490065606,70
3.2,3,0.884050861356457,0.183346871550175,9.65737351892582,8.29989146400052,70
3.3,3,0.874609241076752,0.182424340449321,9.64453951175416,8.40996273665992,70
3.4,3,0.868306697693429,0.181823199378616,9.63973537339824,8.47799503013536,70
3.5,3,0.867717993178704,0.181786262492789,9.64011285828896,8.47719008852185,70
3.6,3,0.862210918951433,0.181245302835992,9.63328826271987,8.51743800825484,70
3.7,3,0.856622678881746,0.18069418858162,9.62268087564303,8.5403023278354,70
3.8,3,0.854436884081032,0.180500997850221,9.61617356156563,8.55680342435583,70
3.9,3,0.852381357482165,0.180298877872585,9.61638662821638,8.58114121014524,70
3,3,0.89340297558654,0.184205149629474,9.65375156378228,8.19478678666239,70
4.1,3,0.845811578195865,0.179658331898267,9.60072245330246,8.58954179298406,70
4.2,3,0.843530284700941,0.179442430272148,9.59595884510556,8.60226752546804,70
4.3,3,0.841551749235166,0.17925417631055,9.59152000376188,8.59856209500222,70
4.4,3,0.841278091544433,0.179237014303481,9.59220443390222,8.60069094742773,70
4.5,3,0.839522771682743,0.179072908836877,9.58706568728212,8.59855141618692,70
4.6,3,0.838203297903481,0.178951334247263,9.58585362265833,8.59626461692494,70
4.7,3,0.837060584724122,0.178847020379211,9.58319681712138,8.60464573786594,70
4.8,3,0.836067701247658,0.178758851671286,9.58067470799275,8.59843968337438,70
4.9,3,0.835296558070754,0.178692143219058,9.57909676694517,8.59658693361052,70
4,3,0.848973775983601,0.179964749483422,9.60926419866597,8.60038412883821,70
5.1,3,0.834063738752243,0.178588707751001,9.57891900241024,8.60905246355702,70
5.2,3,0.833601281921846,0.178551154744986,9.57810206006396,8.60939819092699,70
5.3,3,0.833205632306868,0.178519837589517,9.57833559095615,8.6080438081917,70
5.4,3,0.832868926370865,0.17849383813615,9.57778050496593,8.60572705644751,70
5.5,3,0.83258329610194,0.178472037048103,9.57737299911225,8.60505340918238,70
5.6,3,0.832327572346858,0.178453100185441,9.57705524753709,8.60634237422563,70
5.7,3,0.832015717413262,0.178429751652799,9.57626025177569,8.60836815166621,70
5.8,3,0.831838795286851,0.178417620711637,9.57639669383037,8.61101176514634,70
5.9,3,0.83168341246574,0.178407290699579,9.57653244021801,8.60969454216736,70
5,3,0.834628665823476,0.178635439327695,9.57981725182188,8.60448686808505,70
6,3,0.831543165933998,0.178398137988689,9.5763557744011,8.60655969527001,70
