name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,13,35.513,34.958,-1.56281,0.982,0.981,-0.10183,52.735,51.535,-2.27553
Case_1-01,gauss,multilevel_tresholding,0.7,13,35.513,33.993,-4.28012,0.982,0.982,0,52.735,54.39,3.13833
Case_1-01,gauss,multilevel_tresholding,1.1,13,35.513,34.288,-3.44944,0.982,0.983,0.10183,52.735,55.657,5.54091
Case_1-01,gauss,multilevel_tresholding,1.4,13,35.513,34.168,-3.78735,0.982,0.983,0.10183,52.735,56.746,7.60595
Case_1-01,gauss,multilevel_tresholding,1.7,13,35.513,33.443,-5.82885,0.982,0.981,-0.10183,52.735,56.395,6.94036
Case_1-01,gauss,multilevel_tresholding,2,13,35.513,32.353,-8.89815,0.982,0.977,-0.50916,52.735,55.184,4.64397
Case_1-01,gauss,multilevel_tresholding,2.3,13,35.513,31.263,-11.96745,0.982,0.973,-0.9165,52.735,54.159,2.70029
Case_1-01,gauss,multilevel_tresholding,2.6,13,35.513,30.319,-14.62563,0.982,0.969,-1.32383,52.735,54.185,2.7496
Case_1-01,gauss,multilevel_tresholding,2.9,13,35.513,29.553,-16.78259,0.982,0.965,-1.73116,52.735,54.738,3.79824
Case_1-02,gauss,multilevel_tresholding,0.4,13,35.612,34.963,-1.82242,0.982,0.981,-0.10183,54.475,55.269,1.45755
Case_1-02,gauss,multilevel_tresholding,0.7,13,35.612,33.975,-4.59677,0.982,0.982,0,54.475,54.563,0.16154
Case_1-02,gauss,multilevel_tresholding,1.1,13,35.612,34.374,-3.47636,0.982,0.984,0.20367,54.475,55.641,2.14043
Case_1-02,gauss,multilevel_tresholding,1.4,13,35.612,34.403,-3.39492,0.982,0.984,0.20367,54.475,57.238,5.07205
Case_1-02,gauss,multilevel_tresholding,1.7,13,35.612,33.666,-5.46445,0.982,0.982,0,54.475,56.56,3.82744
