name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,15,35.513,24.658,-30.56627,0.982,0.925,-5.80448,52.735,59.79,13.37821
Case_1-02,avg,multilevel_tresholding,15,35.612,23.986,-32.6463,0.982,0.919,-6.41548,54.475,58.285,6.99403
Case_1-03,avg,multilevel_tresholding,15,36.059,26.41,-26.75892,0.985,0.951,-3.45178,51.448,62.712,21.89395
Case_1-04,avg,multilevel_tresholding,15,36.06,26.095,-27.6345,0.986,0.951,-3.5497,54.6,63.363,16.04945
Case_1-05,avg,multilevel_tresholding,15,36.008,26.223,-27.17452,0.985,0.948,-3.75635,51.409,64.04,24.56963
Case_1-06,avg,multilevel_tresholding,15,35.482,24.293,-31.5343,0.985,0.929,-5.68528,54.128,59.052,9.09696
Case_1-07,avg,multilevel_tresholding,15,35.785,25.379,-29.07922,0.987,0.943,-4.45795,51.387,63.407,23.39113
Case_1-08,avg,multilevel_tresholding,15,36.215,26.462,-26.93083,0.983,0.946,-3.76399,51.919,62.906,21.16181
Case_10-01,avg,multilevel_tresholding,15,34.946,22.977,-34.24999,0.976,0.815,-16.4959,42.96,63.676,48.2216
Case_10-02,avg,multilevel_tresholding,15,35.813,22.907,-36.03719,0.98,0.822,-16.12245,45.966,61.52,33.83805
Case_10-03,avg,multilevel_tresholding,15,34.463,22.818,-33.78986,0.973,0.806,-17.16341,42.322,64.013,51.2523
Case_10-04,avg,multilevel_tresholding,15,35.063,22.375,-36.18629,0.978,0.813,-16.87117,43.414,62.361,43.6426
Case_10-05,avg,multilevel_tresholding,15,36.909,25.715,-30.32865,0.982,0.894,-8.9613,53.361,66.016,23.71582
Case_10-06,avg,multilevel_tresholding,15,35.791,23.002,-35.73245,0.98,0.835,-14.79592,46.239,60.739,31.35881
Case_10-07,avg,multilevel_tresholding,15,35.684,23.002,-35.53974,0.981,0.837,-14.6789,44.532,63.728,43.10608
Case_10-08,avg,multilevel_tresholding,15,35.654,23.072,-35.28917,0.981,0.838,-14.57696,44.582,63.718,42.92315
Case_10-09,avg,multilevel_tresholding,15,35.198,23.282,-33.8542,0.98,0.839,-14.38776,44.956,64.667,43.84509
Case_10-10,avg,multilevel_tresholding,15,35.995,24.75,-31.24045,0.977,0.844,-13.6131,42.752,67.097,56.9447
Case_11-07,avg,multilevel_tresholding,15,36.157,24.457,-32.35888,0.975,0.838,-14.05128,45.684,56.614,23.92523
Case_11-09,avg,multilevel_tresholding,15,40.644,30.814,-24.18561,0.974,0.939,-3.59343,47.147,51.168,8.52864
Case_11-10,avg,multilevel_tresholding,15,38.256,27.919,-27.0206,0.973,0.903,-7.19424,38.639,55.759,44.30756
Case_11-11,avg,multilevel_tresholding,15,38.322,27.698,-27.72298,0.974,0.9,-7.59754,41.793,55.241,32.17764
Case_11-12,avg,multilevel_tresholding,15,37.84,27.291,-27.87791,0.973,0.892,-8.32477,52.506,55.778,6.23167
Case_11-13,avg,multilevel_tresholding,15,39.641,29.37,-25.91004,0.974,0.919,-5.64682,44.545,55.575,24.76148
Case_11-15,avg,multilevel_tresholding,15,37.002,26.443,-28.5363,0.981,0.903,-7.95107,51.014,57.201,12.12804
Case_12-01,avg,multilevel_tresholding,15,36.767,27.824,-24.32344,0.986,0.951,-3.5497,52.954,68.728,29.78812
Case_12-02,avg,multilevel_tresholding,15,36.615,27.799,-24.07756,0.987,0.953,-3.44478,52.77,68.864,30.49839
Case_12-03,avg,multilevel_tresholding,15,36.529,27.591,-24.46823,0.986,0.951,-3.5497,52.071,68.24,31.05183
Case_12-04,avg,multilevel_tresholding,15,36.886,26.293,-28.71821,0.987,0.927,-6.07903,50.243,66.819,32.99166
Case_12-05,avg,multilevel_tresholding,15,36.478,25.859,-29.1107,0.985,0.915,-7.1066,46.963,66.86,42.3674
Case_12-06,avg,multilevel_tresholding,15,36.103,26.129,-27.62651,0.985,0.925,-6.09137,46.111,67.774,46.98011
Case_12-07,avg,multilevel_tresholding,15,36.32,26.068,-28.22687,0.984,0.914,-7.11382,46.224,67.901,46.89555
Case_12-08,avg,multilevel_tresholding,15,36.373,26.402,-27.41319,0.986,0.929,-5.78093,47.316,67.883,43.46733
Case_12-09,avg,multilevel_tresholding,15,36.466,26.39,-27.63122,0.987,0.934,-5.36981,47.507,68.156,43.46517
Case_12-10,avg,multilevel_tresholding,15,36.297,27.118,-25.28859,0.986,0.951,-3.5497,53.454,67.224,25.76047
Case_12-11,avg,multilevel_tresholding,15,36.468,25.777,-29.31611,0.987,0.93,-5.77508,52.939,66.812,26.20563
Case_12-12,avg,multilevel_tresholding,15,36.436,26.616,-26.95137,0.984,0.931,-5.38618,50.755,68.452,34.8675
Case_13-01,avg,multilevel_tresholding,15,35.595,24.387,-31.48757,0.976,0.848,-13.11475,43.483,65.624,50.91875
Case_13-02,avg,multilevel_tresholding,15,35.631,23.929,-32.84219,0.975,0.816,-16.30769,44.567,63.625,42.76258
Case_13-03,avg,multilevel_tresholding,15,35.83,23.887,-33.3324,0.977,0.832,-14.84135,45.031,65.165,44.71142
Case_13-04,avg,multilevel_tresholding,15,36.31,26.228,-27.76646,0.974,0.876,-10.0616,44.778,66.002,47.39828
Case_13-05,avg,multilevel_tresholding,15,35.974,26.139,-27.33919,0.976,0.89,-8.81148,43.414,66.013,52.05464
Case_13-06,avg,multilevel_tresholding,15,35.914,24.204,-32.60567,0.979,0.848,-13.381,44.094,64.426,46.11058
Case_13-07,avg,multilevel_tresholding,15,35.477,25.127,-29.17383,0.975,0.869,-10.87179,42.582,66.037,55.08196
Case_13-10,avg,multilevel_tresholding,15,35.719,24.752,-30.70355,0.972,0.845,-13.06584,44.158,67.274,52.34839
Case_13-11,avg,multilevel_tresholding,15,35.605,23.652,-33.57113,0.973,0.82,-15.72456,44.437,65.573,47.56397
Case_13-12,avg,multilevel_tresholding,15,36.334,23.835,-34.40029,0.976,0.824,-15.57377,53.295,62.092,16.50624
Case_14-01,avg,multilevel_tresholding,15,36.306,26.013,-28.35069,0.963,0.822,-14.64174,49.816,67.405,35.30793
Case_14-02,avg,multilevel_tresholding,15,36.13,25.485,-29.46305,0.959,0.78,-18.66528,45.68,67.02,46.71629
Case_14-03,avg,multilevel_tresholding,15,36.309,25.393,-30.06417,0.967,0.818,-15.40848,47.178,66.542,41.04455
Case_14-04,avg,multilevel_tresholding,15,36.849,25.566,-30.61956,0.983,0.898,-8.647,47.988,66.966,39.54739
Case_14-05,avg,multilevel_tresholding,15,36.21,25.03,-30.87545,0.968,0.822,-15.08264,49.127,65.421,33.1671
Case_14-06,avg,multilevel_tresholding,15,36.267,25.319,-30.18722,0.977,0.868,-11.1566,48.443,66.247,36.75247
Case_14-07,avg,multilevel_tresholding,15,36.106,25.212,-30.17227,0.969,0.818,-15.58308,46.947,65.942,40.46052
Case_14-08,avg,multilevel_tresholding,15,36.381,25.603,-29.62535,0.974,0.855,-12.21766,46.815,67.069,43.26391
Case_14-09,avg,multilevel_tresholding,15,36.277,25.54,-29.59727,0.969,0.821,-15.27348,45.417,66.751,46.9736
Case_14-11,avg,multilevel_tresholding,15,36.22,25.306,-30.13252,0.963,0.788,-18.17238,45.06,66.315,47.17044
Case_14-12,avg,multilevel_tresholding,15,36.482,25.649,-29.6941,0.962,0.791,-17.77547,46.855,67.178,43.37424
Case_15-02,avg,multilevel_tresholding,15,37.426,27.612,-26.22241,0.974,0.906,-6.98152,51.56,68.809,33.45423
Case_15-03,avg,multilevel_tresholding,15,36.389,25.685,-29.41548,0.97,0.87,-10.30928,51.642,68.063,31.79776
Case_15-04,avg,multilevel_tresholding,15,37.255,28.461,-23.60489,0.975,0.917,-5.94872,49.542,67.553,36.35501
Case_15-05,avg,multilevel_tresholding,15,37.537,28.867,-23.09721,0.979,0.932,-4.80082,50.103,66.547,32.82039
Case_15-06,avg,multilevel_tresholding,15,37.464,29.031,-22.50961,0.98,0.933,-4.79592,51.358,65.515,27.56533
Case_15-07,avg,multilevel_tresholding,15,37.629,29.33,-22.0548,0.984,0.949,-3.55691,53.735,64.773,20.54155
Case_15-08,avg,multilevel_tresholding,15,37.312,28.753,-22.939,0.98,0.936,-4.4898,51.613,65.228,26.37901
Case_15-09,avg,multilevel_tresholding,15,36.909,27.29,-26.06139,0.977,0.912,-6.65302,51.95,68.871,32.5717
Case_15-10,avg,multilevel_tresholding,15,36.396,26.947,-25.96164,0.98,0.921,-6.02041,53.547,67.313,25.70826
Case_15-11,avg,multilevel_tresholding,15,36.103,26.014,-27.94505,0.976,0.895,-8.29918,50.066,67.331,34.48448
Case_15-12,avg,multilevel_tresholding,15,37.534,28.271,-24.67896,0.982,0.936,-4.68432,52.717,68.378,29.70768
Case_16-01,avg,multilevel_tresholding,15,37.282,27.904,-25.15423,0.969,0.902,-6.91434,52.859,58.179,10.06451
Case_16-02,avg,multilevel_tresholding,15,37.25,28.304,-24.01611,0.976,0.928,-4.91803,43.662,63.976,46.52558
Case_16-03,avg,multilevel_tresholding,15,37.059,27.537,-25.69416,0.971,0.897,-7.62101,41.108,66.864,62.65447
Case_16-04,avg,multilevel_tresholding,15,37.506,28.379,-24.33477,0.971,0.91,-6.28218,44.439,63.896,43.78361
Case_16-05,avg,multilevel_tresholding,15,37.549,27.86,-25.80362,0.971,0.911,-6.1792,53.725,61.215,13.94137
Case_16-06,avg,multilevel_tresholding,15,36.268,26.53,-26.85012,0.98,0.917,-6.42857,50.777,67.695,33.31823
Case_16-07,avg,multilevel_tresholding,15,37.269,27.668,-25.76136,0.976,0.921,-5.63525,43.671,62.235,42.50876
Case_16-08,avg,multilevel_tresholding,15,36.406,26.986,-25.87486,0.981,0.921,-6.11621,48.702,67.53,38.6596
Case_16-09,avg,multilevel_tresholding,15,36.996,27.512,-25.6352,0.979,0.918,-6.23085,52.787,67.214,27.33059
Case_16-10,avg,multilevel_tresholding,15,37.434,29.307,-21.71021,0.975,0.921,-5.53846,50.069,63.976,27.77567
Case_16-11,avg,multilevel_tresholding,15,36.625,27.907,-23.80341,0.982,0.938,-4.48065,51.617,65.818,27.51225
Case_16-12,avg,multilevel_tresholding,15,36.566,27.825,-23.90472,0.982,0.935,-4.78615,51.344,67.106,30.69882
Case_16-13,avg,multilevel_tresholding,15,36.396,26.974,-25.88746,0.979,0.921,-5.92441,50.321,67.977,35.08674
Case_17-01,avg,multilevel_tresholding,15,35.88,25.345,-29.36176,0.982,0.913,-7.02648,47.318,66.118,39.73118
Case_17-02,avg,multilevel_tresholding,15,35.744,25.383,-28.98668,0.983,0.918,-6.61241,49.345,66.063,33.87983
Case_17-03,avg,multilevel_tresholding,15,35.756,24.984,-30.12641,0.979,0.898,-8.27375,47.809,66.483,39.05959
