filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,2.3848786729081,0.622645435851446,9.3862663382301,-30.7072645407007,1
5,-0.809336226863765,0.0512156233588756,16.3749382033508,-2.31749606505704,1
7,-6.81469903132127,-1.3642339239814,17.0382489377579,22.4351926994386,1
9,-12.31425464409,-2.96532510688863,17.9517412374019,40.6006087746452,1
11,-16.7420473541981,-4.4087877476163,19.3621805884099,54.9369997262805,1
13,-20.2816687059433,-5.621995105977,26.1326472752688,64.4074607026858,1
15,-23.1507666774343,-6.6243414262451,30.7974871509302,71.679934749334,1
17,-25.5172075484925,-7.4539398764534,31.2466366420889,77.4390246647478,1
19,-27.5026530653223,-8.15000029794716,29.917462348463,82.0501212798597,1
